model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,push,vs,es,date
twitter,41354195,1440030213,ac4trim,2,31106.742000,4157028,-1,4157028,47017442,0,0,0,0,0,4096,290,100,100,2021-06-18.17:51:29
twitter_mpi,52579683,1963263821,ac4trim,2,77390.118000,9213375,-1,9213375,31343661,0,0,0,0,0,4096,15219,100,100,2021-06-18.17:55:59
com-friendster,124836180,1806067135,fasttrim,4,64803.473000,124836180,-1,124836180,1773681837,0,0,0,0,0,4096,609,100,100,2021-06-18.18:00:19
twitter,41354195,1440030213,fasttrim,4,2117.732000,4157028,-1,4157028,9852527,0,0,0,0,0,4096,227,100,100,2021-06-18.18:02:03
twitter_mpi,52579683,1963263821,fasttrim,4,1826.590000,9213375,-1,9213375,11419241,0,0,0,0,0,4096,327,100,100,2021-06-18.18:04:12
com-friendster,124836180,1806067135,trim,4,2747271.810000,124836180,12635,124836180,39555305062,0,0,0,0,0,4096,-1,100,100,2021-06-18.18:53:16
twitter,41354195,1440030213,trim,4,2008.288000,4157028,6,4157028,56802743,0,0,0,0,0,4096,-1,100,100,2021-06-18.18:54:58
twitter_mpi,52579683,1963263821,trim,4,2348.080000,9213375,7,9213375,76778494,0,0,0,0,0,4096,-1,100,100,2021-06-18.18:57:06
com-friendster,124836180,1806067135,ac4trim,4,79728.123000,124836180,-1,124836180,1717794544,0,0,0,0,0,4096,681,100,100,2021-06-18.19:01:44
twitter,41354195,1440030213,ac4trim,4,20676.245000,4157028,-1,4157028,23716305,0,0,0,0,0,4096,293,100,100,2021-06-18.19:03:46
twitter_mpi,52579683,1963263821,ac4trim,4,41164.313000,9213375,-1,9213375,15826397,0,0,0,0,0,4096,15219,100,100,2021-06-18.19:06:33
com-friendster,124836180,1806067135,fasttrim,6,61856.936000,124836180,-1,124836180,1769838677,0,0,0,0,0,4096,610,100,100,2021-06-18.19:10:04
twitter,41354195,1440030213,fasttrim,6,1688.405000,4157028,-1,4157028,6706387,0,0,0,0,0,4096,245,100,100,2021-06-18.19:11:30
twitter_mpi,52579683,1963263821,fasttrim,6,1677.720000,9213375,-1,9213375,8088243,0,0,0,0,0,4096,327,100,100,2021-06-18.19:13:21
com-friendster,124836180,1806067135,trim,6,2054570.212000,124836180,12383,124836180,25940206953,0,0,0,0,0,4096,-1,100,100,2021-06-18.19:50:07
twitter,41354195,1440030213,trim,6,1627.754000,4157028,6,4157028,38568691,0,0,0,0,0,4096,-1,100,100,2021-06-18.19:51:32
twitter_mpi,52579683,1963263821,trim,6,2152.977000,9213375,7,9213375,53943041,0,0,0,0,0,4096,-1,100,100,2021-06-18.19:53:23
com-friendster,124836180,1806067135,ac4trim,6,81703.505000,124836180,-1,124836180,1707997742,0,0,0,0,0,4096,681,100,100,2021-06-18.19:57:17
twitter,41354195,1440030213,ac4trim,6,2968.263000,4157028,-1,4157028,16050376,0,0,0,0,0,4096,293,100,100,2021-06-18.19:58:45
twitter_mpi,52579683,1963263821,ac4trim,6,26056.761000,9213375,-1,9213375,11204748,0,0,0,0,0,4096,15219,100,100,2021-06-18.20:00:59
com-friendster,124836180,1806067135,fasttrim,8,61201.742000,124836180,-1,124836180,1768218310,0,0,0,0,0,4096,609,100,100,2021-06-18.20:04:11
twitter,41354195,1440030213,fasttrim,8,1415.249000,4157028,-1,4157028,4970993,0,0,0,0,0,4096,271,100,100,2021-06-18.20:05:28
twitter_mpi,52579683,1963263821,fasttrim,8,1655.163000,9213375,-1,9213375,5691531,0,0,0,0,0,4096,327,100,100,2021-06-18.20:07:09
com-friendster,124836180,1806067135,trim,8,1681059.174000,124836180,12108,124836180,18977226119,0,0,0,0,0,4096,-1,100,100,2021-06-18.20:37:19
twitter,41354195,1440030213,trim,8,1422.719000,4157028,6,4157028,28326274,0,0,0,0,0,4096,-1,100,100,2021-06-18.20:38:36
twitter_mpi,52579683,1963263821,trim,8,1966.429000,9213375,7,9213375,38427168,0,0,0,0,0,4096,-1,100,100,2021-06-18.20:40:17
com-friendster,124836180,1806067135,ac4trim,8,70944.676000,124836180,-1,124836180,1703205813,0,0,0,0,0,4096,681,100,100,2021-06-18.20:43:39
twitter,41354195,1440030213,ac4trim,8,3844.717000,4157028,-1,4157028,11887260,0,0,0,0,0,4096,293,100,100,2021-06-18.20:44:59
twitter_mpi,52579683,1963263821,ac4trim,8,1184.030000,9213375,-1,9213375,8367832,0,0,0,0,0,4096,15219,100,100,2021-06-18.20:46:40
com-friendster,124836180,1806067135,fasttrim,10,41178.741000,124836180,-1,124836180,1768194624,0,0,0,0,0,4096,696,100,100,2021-06-18.20:49:15
twitter,41354195,1440030213,fasttrim,10,1329.193000,4157028,-1,4157028,4755165,0,0,0,0,0,4096,287,100,100,2021-06-18.20:50:26
twitter_mpi,52579683,1963263821,fasttrim,10,1694.407000,9213375,-1,9213375,4691851,0,0,0,0,0,4096,327,100,100,2021-06-18.20:52:01
com-friendster,124836180,1806067135,trim,10,1353663.847000,124836180,12073,124836180,18973214478,0,0,0,0,0,4096,-1,100,100,2021-06-18.21:16:28
twitter,41354195,1440030213,trim,10,1052.206000,4157028,6,4157028,32511189,0,0,0,0,0,4096,-1,100,100,2021-06-18.21:17:40
twitter_mpi,52579683,1963263821,trim,10,1300.164000,9213375,7,9213375,46753188,0,0,0,0,0,4096,-1,100,100,2021-06-18.21:19:20
com-friendster,124836180,1806067135,ac4trim,10,66517.799000,124836180,-1,124836180,1699508177,0,0,0,0,0,4096,681,100,100,2021-06-18.21:22:22
twitter,41354195,1440030213,ac4trim,10,3749.630000,4157028,-1,4157028,9938940,0,0,0,0,0,4096,293,100,100,2021-06-18.21:23:37
twitter_mpi,52579683,1963263821,ac4trim,10,680.491000,9213375,-1,9213375,7369793,0,0,0,0,0,4096,15219,100,100,2021-06-18.21:25:11
com-friendster,124836180,1806067135,fasttrim,12,61774.795000,124836180,-1,124836180,1766152309,0,0,0,0,0,4096,684,100,100,2021-06-18.21:28:01
twitter,41354195,1440030213,fasttrim,12,1285.081000,4157028,-1,4157028,3727343,0,0,0,0,0,4096,287,100,100,2021-06-18.21:29:12
twitter_mpi,52579683,1963263821,fasttrim,12,1701.570000,9213375,-1,9213375,4024408,0,0,0,0,0,4096,327,100,100,2021-06-18.21:30:43
com-friendster,124836180,1806067135,trim,12,1270587.715000,124836180,12022,124836180,14997278243,0,0,0,0,0,4096,-1,100,100,2021-06-18.21:53:44
twitter,41354195,1440030213,trim,12,858.273000,4157028,6,4157028,22848768,0,0,0,0,0,4096,-1,100,100,2021-06-18.21:54:55
twitter_mpi,52579683,1963263821,trim,12,1274.443000,9213375,7,9213375,29813476,0,0,0,0,0,4096,-1,100,100,2021-06-18.21:56:29
com-friendster,124836180,1806067135,ac4trim,12,60018.935000,124836180,-1,124836180,1697424939,0,0,0,0,0,4096,681,100,100,2021-06-18.21:59:18
twitter,41354195,1440030213,ac4trim,12,9819.662000,4157028,-1,4157028,8402145,0,0,0,0,0,4096,293,100,100,2021-06-18.22:00:38
twitter_mpi,52579683,1963263821,ac4trim,12,945.581000,9213375,-1,9213375,6638647,0,0,0,0,0,4096,15218,100,100,2021-06-18.22:02:08
com-friendster,124836180,1806067135,fasttrim,14,62964.164000,124836180,-1,124836180,1765593066,0,0,0,0,0,4096,642,100,100,2021-06-18.22:04:57
twitter,41354195,1440030213,fasttrim,14,1274.750000,4157028,-1,4157028,3136141,0,0,0,0,0,4096,287,100,100,2021-06-18.22:06:08
twitter_mpi,52579683,1963263821,fasttrim,14,1878.316000,9213375,-1,9213375,3569234,0,0,0,0,0,4096,327,100,100,2021-06-18.22:07:42
com-friendster,124836180,1806067135,trim,14,1297095.638000,124836180,11945,124836180,12379958599,0,0,0,0,0,4096,-1,100,100,2021-06-18.22:31:06
twitter,41354195,1440030213,trim,14,1010.519000,4157028,6,4157028,20017893,0,0,0,0,0,4096,-1,100,100,2021-06-18.22:32:16
twitter_mpi,52579683,1963263821,trim,14,1327.796000,9213375,7,9213375,28911225,0,0,0,0,0,4096,-1,100,100,2021-06-18.22:33:48
com-friendster,124836180,1806067135,ac4trim,14,59094.124000,124836180,-1,124836180,1696174557,0,0,0,0,0,4096,637,100,100,2021-06-18.22:36:35
twitter,41354195,1440030213,ac4trim,14,1151.324000,4157028,-1,4157028,7074594,0,0,0,0,0,4096,293,100,100,2021-06-18.22:37:43
twitter_mpi,52579683,1963263821,ac4trim,14,9928.759000,9213375,-1,9213375,5872855,0,0,0,0,0,4096,15218,100,100,2021-06-18.22:39:24
com-friendster,124836180,1806067135,fasttrim,16,61281.528000,124836180,-1,124836180,1765215826,0,0,0,0,0,4096,685,100,100,2021-06-18.22:42:12
twitter,41354195,1440030213,fasttrim,16,1301.900000,4157028,-1,4157028,2604487,0,0,0,0,0,4096,287,100,100,2021-06-18.22:43:21
twitter_mpi,52579683,1963263821,fasttrim,16,1878.533000,9213375,-1,9213375,3351270,0,0,0,0,0,4096,327,100,100,2021-06-18.22:44:53
com-friendster,124836180,1806067135,trim,16,1279508.913000,124836180,11878,124836180,10539591614,0,0,0,0,0,4096,-1,100,100,2021-06-18.23:07:58
twitter,41354195,1440030213,trim,16,960.683000,4157028,6,4157028,16600200,0,0,0,0,0,4096,-1,100,100,2021-06-18.23:09:07
twitter_mpi,52579683,1963263821,trim,16,1057.479000,9213375,7,9213375,21138513,0,0,0,0,0,4096,-1,100,100,2021-06-18.23:10:41
com-friendster,124836180,1806067135,ac4trim,16,63001.792000,124836180,-1,124836180,1695132226,0,0,0,0,0,4096,698,100,100,2021-06-18.23:13:29
twitter,41354195,1440030213,ac4trim,16,1140.196000,4157028,-1,4157028,6435713,0,0,0,0,0,4096,293,100,100,2021-06-18.23:14:39
twitter_mpi,52579683,1963263821,ac4trim,16,603.785000,9213375,-1,9213375,5315489,0,0,0,0,0,4096,15218,100,100,2021-06-18.23:16:10
com-friendster,124836180,1806067135,fasttrim,32,61676.375000,124836180,-1,124836180,1764033273,0,0,0,0,0,4096,680,100,100,2021-06-18.23:19:02
twitter,41354195,1440030213,fasttrim,32,1402.963000,4157028,-1,4157028,1384703,0,0,0,0,0,4096,287,100,100,2021-06-18.23:20:16
twitter_mpi,52579683,1963263821,fasttrim,32,2055.842000,9213375,-1,9213375,1755768,0,0,0,0,0,4096,327,100,100,2021-06-18.23:21:57
com-friendster,124836180,1806067135,trim,32,1424382.564000,124836180,11505,124836180,5609204658,0,0,0,0,0,4096,-1,100,100,2021-06-18.23:47:31
twitter,41354195,1440030213,trim,32,1099.642000,4157028,6,4157028,9019424,0,0,0,0,0,4096,-1,100,100,2021-06-18.23:48:45
twitter_mpi,52579683,1963263821,trim,32,1428.877000,9213375,7,9213375,12184816,0,0,0,0,0,4096,-1,100,100,2021-06-18.23:50:24
com-friendster,124836180,1806067135,ac4trim,32,58159.063000,124836180,-1,124836180,1691739050,0,0,0,0,0,4096,638,100,100,2021-06-18.23:53:13
twitter,41354195,1440030213,ac4trim,32,823.069000,4157028,-1,4157028,3629969,0,0,0,0,0,4096,293,100,100,2021-06-18.23:54:25
twitter_mpi,52579683,1963263821,ac4trim,32,5128.507000,9213375,-1,9213375,3411575,0,0,0,0,0,4096,15215,100,100,2021-06-18.23:56:07
com-friendster,124836180,1806067135,fasttrim,1,79783.662000,124836180,-1,124836180,1806067135,0,0,0,0,0,4096,641,100,100,2021-06-19.00:09:29
twitter,41354195,1440030213,fasttrim,1,7814.661000,4157028,-1,4157028,39100435,0,0,0,0,0,4096,127,100,100,2021-06-19.00:13:52
twitter_mpi,52579683,1963263821,fasttrim,1,6066.051000,9213375,-1,9213375,44817791,0,0,0,0,0,4096,327,100,100,2021-06-19.00:19:19
com-friendster,124836180,1806067135,trim,1,10216901.416000,124836180,13973,124836180,168554758968,0,0,0,0,0,4096,-1,100,100,2021-06-19.03:21:54
twitter,41354195,1440030213,trim,1,6566.942000,4157028,6,4157028,225132646,0,0,0,0,0,4096,-1,100,100,2021-06-19.03:26:14
twitter_mpi,52579683,1963263821,trim,1,7444.055000,9213375,7,9213375,305116392,0,0,0,0,0,4096,-1,100,100,2021-06-19.03:31:43
com-friendster,124836180,1806067135,ac4trim,1,166865.999000,124836180,-1,124836180,1806067135,0,0,0,0,0,4096,775,100,100,2021-06-19.03:46:36
twitter,41354195,1440030213,ac4trim,1,114102.650000,4157028,-1,4157028,93811445,0,0,0,0,0,4096,288,100,100,2021-06-19.03:52:50
twitter_mpi,52579683,1963263821,ac4trim,1,131324.670000,9213375,-1,9213375,61093667,0,0,0,0,0,4096,15219,100,100,2021-06-19.04:00:24
com-friendster,124836180,1806067135,fasttrim,2,73247.588000,124836180,-1,124836180,1784526851,0,0,0,0,0,4096,611,100,100,2021-06-19.04:07:04
twitter,41354195,1440030213,fasttrim,2,4037.831000,4157028,-1,4157028,19722528,0,0,0,0,0,4096,227,100,100,2021-06-19.04:09:39
twitter_mpi,52579683,1963263821,fasttrim,2,3147.232000,9213375,-1,9213375,22557619,0,0,0,0,0,4096,327,100,100,2021-06-19.04:12:54
com-friendster,124836180,1806067135,trim,2,5063905.142000,124836180,13261,124836180,81929438764,0,0,0,0,0,4096,-1,100,100,2021-06-19.05:42:39
twitter,41354195,1440030213,trim,2,3480.590000,4157028,6,4157028,112980995,0,0,0,0,0,4096,-1,100,100,2021-06-19.05:45:17
twitter_mpi,52579683,1963263821,trim,2,4005.893000,9213375,7,9213375,153237501,0,0,0,0,0,4096,-1,100,100,2021-06-19.05:48:30
com-friendster,124836180,1806067135,ac4trim,2,131827.017000,124836180,-1,124836180,1747267647,0,0,0,0,0,4096,681,100,100,2021-06-19.05:56:09
twitter,41354195,1440030213,ac4trim,2,66251.211000,4157028,-1,4157028,47243322,0,0,0,0,0,4096,290,100,100,2021-06-19.05:59:50
twitter_mpi,52579683,1963263821,ac4trim,2,77705.460000,9213375,-1,9213375,30937729,0,0,0,0,0,4096,15219,100,100,2021-06-19.06:04:20
com-friendster,124836180,1806067135,fasttrim,4,64503.885000,124836180,-1,124836180,1773670412,0,0,0,0,0,4096,610,100,100,2021-06-19.06:08:38
twitter,41354195,1440030213,fasttrim,4,2119.877000,4157028,-1,4157028,9808337,0,0,0,0,0,4096,227,100,100,2021-06-19.06:10:23
twitter_mpi,52579683,1963263821,fasttrim,4,1784.510000,9213375,-1,9213375,11281382,0,0,0,0,0,4096,327,100,100,2021-06-19.06:12:30
com-friendster,124836180,1806067135,trim,4,2714627.522000,124836180,12610,124836180,39418340887,0,0,0,0,0,4096,-1,100,100,2021-06-19.07:01:01
twitter,41354195,1440030213,trim,4,2002.228000,4157028,6,4157028,56565692,0,0,0,0,0,4096,-1,100,100,2021-06-19.07:02:45
twitter_mpi,52579683,1963263821,trim,4,2581.084000,9213375,7,9213375,76758245,0,0,0,0,0,4096,-1,100,100,2021-06-19.07:04:53
com-friendster,124836180,1806067135,ac4trim,4,81564.555000,124836180,-1,124836180,1717891227,0,0,0,0,0,4096,681,100,100,2021-06-19.07:09:30
twitter,41354195,1440030213,ac4trim,4,4066.959000,4157028,-1,4157028,23778941,0,0,0,0,0,4096,293,100,100,2021-06-19.07:11:14
twitter_mpi,52579683,1963263821,ac4trim,4,40271.472000,9213375,-1,9213375,15780112,0,0,0,0,0,4096,15219,100,100,2021-06-19.07:14:00
com-friendster,124836180,1806067135,fasttrim,6,63170.911000,124836180,-1,124836180,1769788111,0,0,0,0,0,4096,610,100,100,2021-06-19.07:17:36
twitter,41354195,1440030213,fasttrim,6,1657.807000,4157028,-1,4157028,6846938,0,0,0,0,0,4096,230,100,100,2021-06-19.07:19:03
twitter_mpi,52579683,1963263821,fasttrim,6,1724.654000,9213375,-1,9213375,8037323,0,0,0,0,0,4096,327,100,100,2021-06-19.07:20:59
com-friendster,124836180,1806067135,trim,6,2116151.963000,124836180,12291,124836180,25720191492,0,0,0,0,0,4096,-1,100,100,2021-06-19.07:58:49
twitter,41354195,1440030213,trim,6,1516.837000,4157028,6,4157028,38622157,0,0,0,0,0,4096,-1,100,100,2021-06-19.08:00:13
twitter_mpi,52579683,1963263821,trim,6,1991.811000,9213375,7,9213375,54422236,0,0,0,0,0,4096,-1,100,100,2021-06-19.08:02:03
com-friendster,124836180,1806067135,ac4trim,6,69297.644000,124836180,-1,124836180,1708133998,0,0,0,0,0,4096,681,100,100,2021-06-19.08:05:45
twitter,41354195,1440030213,ac4trim,6,22808.500000,4157028,-1,4157028,15971194,0,0,0,0,0,4096,293,100,100,2021-06-19.08:07:33
twitter_mpi,52579683,1963263821,ac4trim,6,1111.862000,9213375,-1,9213375,10620446,0,0,0,0,0,4096,15219,100,100,2021-06-19.08:09:23
com-friendster,124836180,1806067135,fasttrim,8,61503.697000,124836180,-1,124836180,1768232811,0,0,0,0,0,4096,609,100,100,2021-06-19.08:12:33
twitter,41354195,1440030213,fasttrim,8,1403.309000,4157028,-1,4157028,4992488,0,0,0,0,0,4096,271,100,100,2021-06-19.08:13:49
twitter_mpi,52579683,1963263821,fasttrim,8,1517.147000,9213375,-1,9213375,5727333,0,0,0,0,0,4096,327,100,100,2021-06-19.08:15:29
com-friendster,124836180,1806067135,trim,8,1689146.898000,124836180,12160,124836180,19081964390,0,0,0,0,0,4096,-1,100,100,2021-06-19.08:45:47
twitter,41354195,1440030213,trim,8,1406.922000,4157028,6,4157028,28331376,0,0,0,0,0,4096,-1,100,100,2021-06-19.08:47:06
twitter_mpi,52579683,1963263821,trim,8,1953.836000,9213375,7,9213375,38389128,0,0,0,0,0,4096,-1,100,100,2021-06-19.08:48:47
com-friendster,124836180,1806067135,ac4trim,8,67061.640000,124836180,-1,124836180,1703247289,0,0,0,0,0,4096,681,100,100,2021-06-19.08:52:06
twitter,41354195,1440030213,ac4trim,8,2344.103000,4157028,-1,4157028,11951422,0,0,0,0,0,4096,293,100,100,2021-06-19.08:53:25
twitter_mpi,52579683,1963263821,ac4trim,8,19657.570000,9213375,-1,9213375,8607876,0,0,0,0,0,4096,15219,100,100,2021-06-19.08:55:23
com-friendster,124836180,1806067135,fasttrim,10,63697.255000,124836180,-1,124836180,1766934679,0,0,0,0,0,4096,685,100,100,2021-06-19.08:58:22
twitter,41354195,1440030213,fasttrim,10,1344.860000,4157028,-1,4157028,4774830,0,0,0,0,0,4096,287,100,100,2021-06-19.08:59:36
twitter_mpi,52579683,1963263821,fasttrim,10,1696.086000,9213375,-1,9213375,4644717,0,0,0,0,0,4096,327,100,100,2021-06-19.09:01:11
com-friendster,124836180,1806067135,trim,10,1348914.248000,124836180,12120,124836180,18935321415,0,0,0,0,0,4096,-1,100,100,2021-06-19.09:25:33
twitter,41354195,1440030213,trim,10,1046.137000,4157028,6,4157028,32313069,0,0,0,0,0,4096,-1,100,100,2021-06-19.09:26:46
twitter_mpi,52579683,1963263821,trim,10,1419.593000,9213375,7,9213375,46408266,0,0,0,0,0,4096,-1,100,100,2021-06-19.09:28:21
com-friendster,124836180,1806067135,ac4trim,10,49737.454000,124836180,-1,124836180,1703307297,0,0,0,0,0,4096,681,100,100,2021-06-19.09:31:05
twitter,41354195,1440030213,ac4trim,10,2188.534000,4157028,-1,4157028,10058566,0,0,0,0,0,4096,293,100,100,2021-06-19.09:32:18
twitter_mpi,52579683,1963263821,ac4trim,10,680.400000,9213375,-1,9213375,8025886,0,0,0,0,0,4096,15219,100,100,2021-06-19.09:33:52
com-friendster,124836180,1806067135,fasttrim,12,41352.122000,124836180,-1,124836180,1767159631,0,0,0,0,0,4096,683,100,100,2021-06-19.09:36:27
twitter,41354195,1440030213,fasttrim,12,1279.985000,4157028,-1,4157028,3738197,0,0,0,0,0,4096,287,100,100,2021-06-19.09:37:38
twitter_mpi,52579683,1963263821,fasttrim,12,1739.630000,9213375,-1,9213375,3982381,0,0,0,0,0,4096,327,100,100,2021-06-19.09:39:10
com-friendster,124836180,1806067135,trim,12,1302425.908000,124836180,12047,124836180,15284545745,0,0,0,0,0,4096,-1,100,100,2021-06-19.10:02:43
twitter,41354195,1440030213,trim,12,976.521000,4157028,6,4157028,23410277,0,0,0,0,0,4096,-1,100,100,2021-06-19.10:03:54
twitter_mpi,52579683,1963263821,trim,12,1277.608000,9213375,7,9213375,32804208,0,0,0,0,0,4096,-1,100,100,2021-06-19.10:05:26
com-friendster,124836180,1806067135,ac4trim,12,60196.328000,124836180,-1,124836180,1697401841,0,0,0,0,0,4096,637,100,100,2021-06-19.10:08:15
twitter,41354195,1440030213,ac4trim,12,1442.219000,4157028,-1,4157028,8191029,0,0,0,0,0,4096,293,100,100,2021-06-19.10:09:26
twitter_mpi,52579683,1963263821,ac4trim,12,736.093000,9213375,-1,9213375,6491666,0,0,0,0,0,4096,15219,100,100,2021-06-19.10:10:58
com-friendster,124836180,1806067135,fasttrim,14,60630.044000,124836180,-1,124836180,1765601315,0,0,0,0,0,4096,610,100,100,2021-06-19.10:13:45
twitter,41354195,1440030213,fasttrim,14,1287.284000,4157028,-1,4157028,3119662,0,0,0,0,0,4096,287,100,100,2021-06-19.10:14:57
twitter_mpi,52579683,1963263821,fasttrim,14,1873.427000,9213375,-1,9213375,3591381,0,0,0,0,0,4096,327,100,100,2021-06-19.10:16:32
com-friendster,124836180,1806067135,trim,14,1279143.384000,124836180,11957,124836180,12394550234,0,0,0,0,0,4096,-1,100,100,2021-06-19.10:39:38
twitter,41354195,1440030213,trim,14,963.609000,4157028,6,4157028,19959881,0,0,0,0,0,4096,-1,100,100,2021-06-19.10:40:48
twitter_mpi,52579683,1963263821,trim,14,1182.012000,9213375,7,9213375,29300391,0,0,0,0,0,4096,-1,100,100,2021-06-19.10:42:20
com-friendster,124836180,1806067135,ac4trim,14,60730.289000,124836180,-1,124836180,1696087790,0,0,0,0,0,4096,681,100,100,2021-06-19.10:45:06
twitter,41354195,1440030213,ac4trim,14,1328.274000,4157028,-1,4157028,7224810,0,0,0,0,0,4096,293,100,100,2021-06-19.10:46:17
twitter_mpi,52579683,1963263821,ac4trim,14,759.051000,9213375,-1,9213375,5239093,0,0,0,0,0,4096,15218,100,100,2021-06-19.10:47:48
com-friendster,124836180,1806067135,fasttrim,16,61428.364000,124836180,-1,124836180,1765222236,0,0,0,0,0,4096,624,100,100,2021-06-19.10:50:35
twitter,41354195,1440030213,fasttrim,16,1272.143000,4157028,-1,4157028,2623168,0,0,0,0,0,4096,287,100,100,2021-06-19.10:51:46
twitter_mpi,52579683,1963263821,fasttrim,16,1886.940000,9213375,-1,9213375,3357129,0,0,0,0,0,4096,327,100,100,2021-06-19.10:53:20
com-friendster,124836180,1806067135,trim,16,1274483.832000,124836180,11904,124836180,10585357025,0,0,0,0,0,4096,-1,100,100,2021-06-19.11:16:19
twitter,41354195,1440030213,trim,16,958.140000,4157028,6,4157028,16500470,0,0,0,0,0,4096,-1,100,100,2021-06-19.11:17:29
twitter_mpi,52579683,1963263821,trim,16,1187.172000,9213375,7,9213375,23337241,0,0,0,0,0,4096,-1,100,100,2021-06-19.11:19:01
com-friendster,124836180,1806067135,ac4trim,16,59654.087000,124836180,-1,124836180,1695131201,0,0,0,0,0,4096,637,100,100,2021-06-19.11:21:48
twitter,41354195,1440030213,ac4trim,16,664.099000,4157028,-1,4157028,6395495,0,0,0,0,0,4096,293,100,100,2021-06-19.11:22:57
twitter_mpi,52579683,1963263821,ac4trim,16,589.868000,9213375,-1,9213375,5285750,0,0,0,0,0,4096,15218,100,100,2021-06-19.11:24:30
com-friendster,124836180,1806067135,fasttrim,32,61877.915000,124836180,-1,124836180,1764040122,0,0,0,0,0,4096,695,100,100,2021-06-19.11:27:23
twitter,41354195,1440030213,fasttrim,32,1402.589000,4157028,-1,4157028,1497054,0,0,0,0,0,4096,287,100,100,2021-06-19.11:28:38
twitter_mpi,52579683,1963263821,fasttrim,32,1963.520000,9213375,-1,9213375,1729712,0,0,0,0,0,4096,327,100,100,2021-06-19.11:30:18
com-friendster,124836180,1806067135,trim,32,1330372.074000,124836180,11511,124836180,5414128566,0,0,0,0,0,4096,-1,100,100,2021-06-19.11:54:20
twitter,41354195,1440030213,trim,32,1049.765000,4157028,6,4157028,7920686,0,0,0,0,0,4096,-1,100,100,2021-06-19.11:55:36
twitter_mpi,52579683,1963263821,trim,32,1408.685000,9213375,7,9213375,12359441,0,0,0,0,0,4096,-1,100,100,2021-06-19.11:57:14
com-friendster,124836180,1806067135,ac4trim,32,57704.387000,124836180,-1,124836180,1691803986,0,0,0,0,0,4096,581,100,100,2021-06-19.12:00:04
twitter,41354195,1440030213,ac4trim,32,831.831000,4157028,-1,4157028,3611059,0,0,0,0,0,4096,293,100,100,2021-06-19.12:01:18
twitter_mpi,52579683,1963263821,ac4trim,32,648.038000,9213375,-1,9213375,3411489,0,0,0,0,0,4096,15216,100,100,2021-06-19.12:02:59
com-friendster,124836180,1806067135,fasttrim,1,82108.597000,124836180,-1,124836180,1806067135,0,0,0,0,0,4096,641,100,100,2021-06-19.12:16:32
twitter,41354195,1440030213,fasttrim,1,7759.646000,4157028,-1,4157028,39100435,0,0,0,0,0,4096,127,100,100,2021-06-19.12:21:06
twitter_mpi,52579683,1963263821,fasttrim,1,6486.131000,9213375,-1,9213375,44817791,0,0,0,0,0,4096,327,100,100,2021-06-19.12:26:31
