model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,push,vs,es,date
twitter,41354195,1296017474,ac4trim,16,4667.880000,4446594,-1,4446594,5898849,0,0,0,0,0,4096,297,100,90,2021-06-13.11:48:12
twitter_mpi,5261055,207023602,ac4trim,16,302.422000,2788584,-1,2788584,228595,0,0,0,0,0,4096,9741,10,100,2021-06-13.11:50:08
twitter_mpi,52579683,196317265,ac4trim,16,674.840000,30110570,-1,30110570,2006315,0,0,0,0,0,4096,36699,100,10,2021-06-13.11:52:23
twitter_mpi,10513491,395199221,ac4trim,16,46448.354000,4557420,-1,4557420,432107,0,0,0,0,0,4096,6532,20,100,2021-06-13.11:55:05
twitter_mpi,52579683,392668369,ac4trim,16,524.740000,23530391,-1,23530391,2741161,0,0,0,0,0,4096,9540,100,20,2021-06-13.11:57:39
twitter_mpi,15774235,597893458,ac4trim,16,36614.090000,5855969,-1,5855969,877890,0,0,0,0,0,4096,5580,30,100,2021-06-13.12:00:15
twitter_mpi,52579683,588984499,ac4trim,16,548.854000,19917391,-1,19917391,2949663,0,0,0,0,0,4096,7557,100,30,2021-06-13.12:03:06
twitter_mpi,21036305,790457782,ac4trim,16,421.718000,6885296,-1,6885296,1354731,0,0,0,0,0,4096,3475,40,100,2021-06-13.12:05:22
twitter_mpi,52579683,785321535,ac4trim,16,565.513000,17357964,-1,17357964,3087033,0,0,0,0,0,4096,7352,100,40,2021-06-13.12:08:31
twitter_mpi,26293768,969942574,ac4trim,16,442.928000,7697273,-1,7697273,1833172,0,0,0,0,0,4096,8264,50,100,2021-06-13.12:10:53
twitter_mpi,52579683,981631662,ac4trim,16,5013.404000,15383771,-1,15383771,3447119,0,0,0,0,0,4096,8279,100,50,2021-06-13.12:14:29
twitter_mpi,31552315,1185010227,ac4trim,16,16421.322000,8116680,-1,8116680,2545372,0,0,0,0,0,4096,9731,60,100,2021-06-13.12:17:15
twitter_mpi,52579683,1177987500,ac4trim,16,9506.642000,13781793,-1,13781793,3659129,0,0,0,0,0,4096,9718,100,60,2021-06-13.12:21:00
twitter_mpi,36806237,1386282790,ac4trim,16,24896.521000,8582815,-1,8582815,2936997,0,0,0,0,0,4096,11409,70,100,2021-06-13.12:23:58
twitter_mpi,52579683,1374275761,ac4trim,16,1868.657000,12399119,-1,12399119,4068233,0,0,0,0,0,4096,11054,100,70,2021-06-13.12:27:56
twitter_mpi,42061944,1557687891,ac4trim,16,2902.559000,8951197,-1,8951197,3181200,0,0,0,0,0,4096,8036,80,100,2021-06-13.12:30:33
twitter_mpi,52579683,1570597710,ac4trim,16,13668.573000,11208833,-1,11208833,4255011,0,0,0,0,0,4096,12494,100,80,2021-06-13.12:34:47
twitter_mpi,47324499,1768839350,ac4trim,16,12494.532000,9052087,-1,9052087,4727570,0,0,0,0,0,4096,13839,90,100,2021-06-13.12:37:37
twitter_mpi,52579683,1766942400,ac4trim,16,17132.116000,10157042,-1,10157042,5074258,0,0,0,0,0,4096,13798,100,90,2021-06-13.12:42:01
com-friendster,12484807,180582662,fasttrim,16,1764.521000,12484807,-1,12484807,15368425,0,0,0,0,0,4096,246,10,100,2021-06-13.12:44:06
com-friendster,124836180,180598049,fasttrim,16,23968.442000,124836180,-1,124836180,153575180,0,0,0,0,0,4096,311,100,10,2021-06-13.12:47:09
com-friendster,24964513,361409512,fasttrim,16,6482.338000,24964513,-1,24964513,66130042,0,0,0,0,0,4096,336,20,100,2021-06-13.12:49:26
com-friendster,124836180,361227422,fasttrim,16,21116.344000,124836180,-1,124836180,330830817,0,0,0,0,0,4096,391,100,20,2021-06-13.12:52:58
com-friendster,37446741,541178287,fasttrim,16,11064.396000,37446741,-1,37446741,152044162,0,0,0,0,0,4096,335,30,100,2021-06-13.12:55:14
com-friendster,124836180,541805708,fasttrim,16,23944.840000,124836180,-1,124836180,509066154,0,0,0,0,0,4096,414,100,30,2021-06-13.12:59:20
com-friendster,49934161,722216814,fasttrim,16,17081.168000,49934161,-1,49934161,275011040,0,0,0,0,0,4096,371,40,100,2021-06-13.13:02:07
com-friendster,124836180,722429687,fasttrim,16,26729.947000,124836180,-1,124836180,687967157,0,0,0,0,0,4096,422,100,40,2021-06-13.13:06:50
com-friendster,62421561,902531431,fasttrim,16,14668.726000,62421561,-1,62421561,433018557,0,0,0,0,0,4096,382,50,100,2021-06-13.13:09:46
com-friendster,124836180,903007460,fasttrim,16,29810.943000,124836180,-1,124836180,867177085,0,0,0,0,0,4096,417,100,50,2021-06-13.13:15:08
com-friendster,74896249,1082938465,fasttrim,16,19206.206000,74896249,-1,74896249,626941336,0,0,0,0,0,4096,490,60,100,2021-06-13.13:18:16
com-friendster,124836180,1083651543,fasttrim,16,31264.918000,124836180,-1,124836180,1046721601,0,0,0,0,0,4096,594,100,60,2021-06-13.13:24:14
com-friendster,87373489,1263967190,fasttrim,16,37834.169000,87373489,-1,87373489,857921784,0,0,0,0,0,4096,397,70,100,2021-06-13.13:27:14
com-friendster,124836180,1264260121,fasttrim,16,51979.843000,124836180,-1,124836180,1225689153,0,0,0,0,0,4096,595,100,70,2021-06-13.13:34:05
com-friendster,99868861,1444246213,fasttrim,16,45100.350000,99868861,-1,99868861,1123765416,0,0,0,0,0,4096,500,80,100,2021-06-13.13:37:56
com-friendster,124836180,1444852483,fasttrim,16,35939.687000,124836180,-1,124836180,1406086880,0,0,0,0,0,4096,568,100,80,2021-06-13.13:44:59
com-friendster,112351481,1625559007,fasttrim,16,52891.650000,112351481,-1,112351481,1426773595,0,0,0,0,0,4096,511,90,100,2021-06-13.13:49:02
com-friendster,124836180,1625437947,fasttrim,16,59333.955000,124836180,-1,124836180,1585264489,0,0,0,0,0,4096,593,100,90,2021-06-13.13:57:03
twitter,4137885,144020173,fasttrim,16,165.684000,2345111,-1,2345111,162452,0,0,0,0,0,4096,106,10,100,2021-06-13.13:58:24
twitter,41354195,143997399,fasttrim,16,950.083000,24227204,-1,24227204,1653308,0,0,0,0,0,4096,187,100,10,2021-06-13.14:00:09
twitter,8270393,288172135,fasttrim,16,358.374000,3037848,-1,3037848,439907,0,0,0,0,0,4096,190,20,100,2021-06-13.14:01:31
twitter,41354195,288017492,fasttrim,16,1119.734000,15597332,-1,15597332,2128008,0,0,0,0,0,4096,183,100,20,2021-06-13.14:03:31
twitter,12405752,432794839,fasttrim,16,497.303000,3285723,-1,3285723,693860,0,0,0,0,0,4096,232,30,100,2021-06-13.14:05:05
twitter,41354195,432040527,fasttrim,16,1163.496000,11198694,-1,11198694,2377348,0,0,0,0,0,4096,231,100,30,2021-06-13.14:07:15
twitter,16538482,574715862,fasttrim,16,597.911000,3434542,-1,3434542,986906,0,0,0,0,0,4096,233,40,100,2021-06-13.14:08:55
twitter,41354195,576022566,fasttrim,16,1185.930000,8674481,-1,8674481,2518943,0,0,0,0,0,4096,251,100,40,2021-06-13.14:11:16
