model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,sccs,size1,size2,size3,date
baidu,2141301,17794839,trim,8,39.465,598975,9,598975,598975,598975,0,0,2019-11-05.16:22:25
-bakery.6,11845035,40400559,trim,8,842.4,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.16:22:27
-cambridge.6,3354295,9483191,trim,8,281.278,8412,65,8412,8412,8412,0,0,2019-11-05.16:22:28
dbpedia,3966925,13820853,trim,8,607.35,1437127,111,1437127,1437127,1437127,0,0,2019-11-05.16:22:29
dbpedia-link,18268993,172183984,trim,8,206.311,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.16:22:35
-leader-filters.7,26302351,91692858,trim,8,1347.203,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.16:22:39
livej,4847571,68993773,trim,8,132.144,592952,8,592952,592952,592952,0,0,2019-11-05.16:22:42
patent,3774768,16518948,trim,8,114.25,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.16:22:42
pokec,1632804,30622564,trim,8,30.114,212042,5,212042,212042,212042,0,0,2019-11-05.16:22:43
random,10000001,100000000,trim,8,73.989,455,2,455,455,455,0,0,2019-11-05.16:22:47
rmat,9999994,100000000,trim,8,202.891,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.16:22:51
ssca2,1048577,157877986,trim,8,8.513,11,2,11,11,11,0,0,2019-11-05.16:22:56
wiki_link_en,12150977,378142420,trim,8,151.339,37102,4,37102,37102,37102,0,0,2019-11-05.16:23:06
wiki-links,5710993,130160392,trim,8,80.603,7415,4,7415,7415,7415,0,0,2019-11-05.16:23:10
wiki_talk_en,2987536,24981163,trim,8,15.594,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.16:23:13
youtube-links,1138500,4942297,trim,8,9.103,600414,6,600414,600414,600414,0,0,2019-11-05.16:23:13
baidu,2141301,17794839,ufscc,8,173.535,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:23:14
-bakery.6,11845035,40400559,ufscc,8,491.574,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:23:16
-cambridge.6,3354295,9483191,ufscc,8,101.869,-1,-1,-1,8413,8412,0,0,2019-11-05.16:23:16
dbpedia,3966925,13820853,ufscc,8,97.042,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:23:17
dbpedia-link,18268993,172183984,ufscc,8,1688.556,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:23:24
-leader-filters.7,26302351,91692858,ufscc,8,467.085,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:23:28
livej,4847571,68993773,ufscc,8,995.713,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:23:31
patent,3774768,16518948,ufscc,8,201.795,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:23:32
pokec,1632804,30622564,ufscc,8,474.165,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:23:33
random,10000001,100000000,ufscc,8,3029.873,-1,-1,-1,877,876,0,0,2019-11-05.16:23:40
rmat,9999994,100000000,ufscc,8,2954.194,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:23:47
ssca2,1048577,157877986,ufscc,8,538.843,-1,-1,-1,31,29,1,0,2019-11-05.16:23:52
wiki_link_en,12150977,378142420,ufscc,8,2882.48,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:24:05
wiki-links,5710993,130160392,ufscc,8,1318.234,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.16:24:10
wiki_talk_en,2987536,24981163,ufscc,8,179.007,-1,-1,-1,2736716,2735641,992,58,2019-11-05.16:24:13
youtube-links,1138500,4942297,ufscc,8,82.952,-1,-1,-1,613423,602053,8696,1709,2019-11-05.16:24:13
baidu,2141301,17794839,fasttrim,10,25.215,598975,-1,598975,0,0,0,0,2019-11-05.16:24:14
-bakery.6,11845035,40400559,fasttrim,10,85.795,2636196,-1,2636196,0,0,0,0,2019-11-05.16:24:15
-cambridge.6,3354295,9483191,fasttrim,10,23.019,8412,-1,8412,0,0,0,0,2019-11-05.16:24:16
dbpedia,3966925,13820853,fasttrim,10,44.944,1437127,-1,1437127,0,0,0,0,2019-11-05.16:24:16
dbpedia-link,18268993,172183984,fasttrim,10,192.708,8143619,-1,8143619,0,0,0,0,2019-11-05.16:24:22
-leader-filters.7,26302351,91692858,fasttrim,10,238.31,26302351,-1,26302351,0,0,0,0,2019-11-05.16:24:26
livej,4847571,68993773,fasttrim,10,64.156,592952,-1,592952,0,0,0,0,2019-11-05.16:24:28
patent,3774768,16518948,fasttrim,10,187.681,3774768,-1,3774768,0,0,0,0,2019-11-05.16:24:29
pokec,1632804,30622564,fasttrim,10,17.595,212042,-1,212042,0,0,0,0,2019-11-05.16:24:30
random,10000001,100000000,fasttrim,10,172.988,455,-1,455,0,0,0,0,2019-11-05.16:24:34
rmat,9999994,100000000,fasttrim,10,160.381,2203713,-1,2203713,0,0,0,0,2019-11-05.16:24:38
ssca2,1048577,157877986,fasttrim,10,19.251,11,-1,11,0,0,0,0,2019-11-05.16:24:42
wiki_link_en,12150977,378142420,fasttrim,10,161.031,37102,-1,37102,0,0,0,0,2019-11-05.16:24:53
wiki-links,5710993,130160392,fasttrim,10,69.71,7415,-1,7415,0,0,0,0,2019-11-05.16:24:57
wiki_talk_en,2987536,24981163,fasttrim,10,7.465,2611598,-1,2611598,0,0,0,0,2019-11-05.16:24:59
youtube-links,1138500,4942297,fasttrim,10,7.79,600414,-1,600414,0,0,0,0,2019-11-05.16:24:59
baidu,2141301,17794839,trim,10,30.865,598975,9,598975,598975,598975,0,0,2019-11-05.16:25:00
-bakery.6,11845035,40400559,trim,10,699.316,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.16:25:02
-cambridge.6,3354295,9483191,trim,10,222.708,8412,65,8412,8412,8412,0,0,2019-11-05.16:25:03
dbpedia,3966925,13820853,trim,10,481.324,1437127,111,1437127,1437127,1437127,0,0,2019-11-05.16:25:04
dbpedia-link,18268993,172183984,trim,10,161.384,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.16:25:09
-leader-filters.7,26302351,91692858,trim,10,1262.154,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.16:25:14
livej,4847571,68993773,trim,10,103.995,592952,8,592952,592952,592952,0,0,2019-11-05.16:25:16
patent,3774768,16518948,trim,10,95.868,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.16:25:17
pokec,1632804,30622564,trim,10,21.48,212042,5,212042,212042,212042,0,0,2019-11-05.16:25:18
random,10000001,100000000,trim,10,63.379,455,2,455,455,455,0,0,2019-11-05.16:25:22
rmat,9999994,100000000,trim,10,155.041,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.16:25:26
ssca2,1048577,157877986,trim,10,6.762,11,2,11,11,11,0,0,2019-11-05.16:25:30
wiki_link_en,12150977,378142420,trim,10,142.114,37102,4,37102,37102,37102,0,0,2019-11-05.16:25:41
wiki-links,5710993,130160392,trim,10,62.458,7415,4,7415,7415,7415,0,0,2019-11-05.16:25:45
wiki_talk_en,2987536,24981163,trim,10,14.541,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.16:25:47
youtube-links,1138500,4942297,trim,10,7.393,600414,6,600414,600414,600414,0,0,2019-11-05.16:25:47
baidu,2141301,17794839,ufscc,10,134.84,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:25:48
-bakery.6,11845035,40400559,ufscc,10,503.386,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:25:50
-cambridge.6,3354295,9483191,ufscc,10,89.539,-1,-1,-1,8413,8412,0,0,2019-11-05.16:25:51
dbpedia,3966925,13820853,ufscc,10,81.434,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:25:51
dbpedia-link,18268993,172183984,ufscc,10,1343.261,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:25:58
-leader-filters.7,26302351,91692858,ufscc,10,391.92,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:26:02
livej,4847571,68993773,ufscc,10,753.492,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:26:05
patent,3774768,16518948,ufscc,10,162.056,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:26:06
pokec,1632804,30622564,ufscc,10,336.17,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:26:07
random,10000001,100000000,ufscc,10,2354.365,-1,-1,-1,877,876,0,0,2019-11-05.16:26:13
rmat,9999994,100000000,ufscc,10,2074.963,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:26:19
ssca2,1048577,157877986,ufscc,10,402.816,-1,-1,-1,31,29,1,0,2019-11-05.16:26:24
wiki_link_en,12150977,378142420,ufscc,10,2027.064,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:26:36
wiki-links,5710993,130160392,ufscc,10,1036.55,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.16:26:41
wiki_talk_en,2987536,24981163,ufscc,10,166.725,-1,-1,-1,2736716,2735641,992,58,2019-11-05.16:26:43
youtube-links,1138500,4942297,ufscc,10,63.786,-1,-1,-1,613423,602053,8696,1709,2019-11-05.16:26:44
baidu,2141301,17794839,fasttrim,12,23.467,598975,-1,598975,0,0,0,0,2019-11-05.16:26:44
-bakery.6,11845035,40400559,fasttrim,12,77.778,2636196,-1,2636196,0,0,0,0,2019-11-05.16:26:46
-cambridge.6,3354295,9483191,fasttrim,12,20.658,8412,-1,8412,0,0,0,0,2019-11-05.16:26:46
dbpedia,3966925,13820853,fasttrim,12,42.513,1437127,-1,1437127,0,0,0,0,2019-11-05.16:26:47
dbpedia-link,18268993,172183984,fasttrim,12,177.075,8143619,-1,8143619,0,0,0,0,2019-11-05.16:26:53
-leader-filters.7,26302351,91692858,fasttrim,12,226.181,26302351,-1,26302351,0,0,0,0,2019-11-05.16:26:56
livej,4847571,68993773,fasttrim,12,55.519,592952,-1,592952,0,0,0,0,2019-11-05.16:26:59
patent,3774768,16518948,fasttrim,12,169.624,3774768,-1,3774768,0,0,0,0,2019-11-05.16:27:00
pokec,1632804,30622564,fasttrim,12,15.698,212042,-1,212042,0,0,0,0,2019-11-05.16:27:01
random,10000001,100000000,fasttrim,12,157.514,455,-1,455,0,0,0,0,2019-11-05.16:27:05
rmat,9999994,100000000,fasttrim,12,144.61,2203713,-1,2203713,0,0,0,0,2019-11-05.16:27:09
ssca2,1048577,157877986,fasttrim,12,17.538,11,-1,11,0,0,0,0,2019-11-05.16:27:13
wiki_link_en,12150977,378142420,fasttrim,12,133.869,37102,-1,37102,0,0,0,0,2019-11-05.16:27:23
wiki-links,5710993,130160392,fasttrim,12,61.733,7415,-1,7415,0,0,0,0,2019-11-05.16:27:27
wiki_talk_en,2987536,24981163,fasttrim,12,7.51,2611598,-1,2611598,0,0,0,0,2019-11-05.16:27:30
youtube-links,1138500,4942297,fasttrim,12,7.208,600414,-1,600414,0,0,0,0,2019-11-05.16:27:30
baidu,2141301,17794839,trim,12,26.994,598975,9,598975,598975,598975,0,0,2019-11-05.16:27:30
-bakery.6,11845035,40400559,trim,12,657.536,2636196,48,2636196,2636196,2636196,0,0,2019-11-05.16:27:33
-cambridge.6,3354295,9483191,trim,12,189.872,8412,65,8412,8412,8412,0,0,2019-11-05.16:27:33
dbpedia,3966925,13820853,trim,12,405.09,1437127,111,1437127,1437127,1437127,0,0,2019-11-05.16:27:34
dbpedia-link,18268993,172183984,trim,12,143.988,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.16:27:40
-leader-filters.7,26302351,91692858,trim,12,1180.935,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.16:27:45
livej,4847571,68993773,trim,12,94.241,592952,8,592952,592952,592952,0,0,2019-11-05.16:27:47
patent,3774768,16518948,trim,12,84.655,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.16:27:48
pokec,1632804,30622564,trim,12,19.334,212042,5,212042,212042,212042,0,0,2019-11-05.16:27:49
random,10000001,100000000,trim,12,48.393,455,2,455,455,455,0,0,2019-11-05.16:27:53
rmat,9999994,100000000,trim,12,144.039,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.16:27:57
ssca2,1048577,157877986,trim,12,6.228,11,2,11,11,11,0,0,2019-11-05.16:28:01
wiki_link_en,12150977,378142420,trim,12,104.333,37102,4,37102,37102,37102,0,0,2019-11-05.16:28:11
wiki-links,5710993,130160392,trim,12,51.827,7415,4,7415,7415,7415,0,0,2019-11-05.16:28:15
wiki_talk_en,2987536,24981163,trim,12,14.103,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.16:28:18
youtube-links,1138500,4942297,trim,12,6.842,600414,6,600414,600414,600414,0,0,2019-11-05.16:28:18
baidu,2141301,17794839,ufscc,12,114.501,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:28:19
-bakery.6,11845035,40400559,ufscc,12,381.818,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:28:21
-cambridge.6,3354295,9483191,ufscc,12,87.955,-1,-1,-1,8413,8412,0,0,2019-11-05.16:28:21
dbpedia,3966925,13820853,ufscc,12,69.322,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:28:22
dbpedia-link,18268993,172183984,ufscc,12,1184.06,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:28:29
-leader-filters.7,26302351,91692858,ufscc,12,348.047,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:28:32
livej,4847571,68993773,ufscc,12,635.755,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:28:35
patent,3774768,16518948,ufscc,12,141.77,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:28:36
pokec,1632804,30622564,ufscc,12,296.571,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:28:37
random,10000001,100000000,ufscc,12,2005.868,-1,-1,-1,877,876,0,0,2019-11-05.16:28:43
rmat,9999994,100000000,ufscc,12,1840.141,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:28:49
ssca2,1048577,157877986,ufscc,12,360.457,-1,-1,-1,31,29,1,0,2019-11-05.16:28:53
wiki_link_en,12150977,378142420,ufscc,12,1764.987,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:29:05
wiki-links,5710993,130160392,ufscc,12,898.182,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.16:29:10
wiki_talk_en,2987536,24981163,ufscc,12,141.761,-1,-1,-1,2736716,2735641,992,58,2019-11-05.16:29:13
youtube-links,1138500,4942297,ufscc,12,52.193,-1,-1,-1,613423,602053,8696,1709,2019-11-05.16:29:13
baidu,2141301,17794839,fasttrim,14,22.375,598975,-1,598975,0,0,0,0,2019-11-05.16:29:13
-bakery.6,11845035,40400559,fasttrim,14,74.173,2636196,-1,2636196,0,0,0,0,2019-11-05.16:29:15
-cambridge.6,3354295,9483191,fasttrim,14,19.606,8412,-1,8412,0,0,0,0,2019-11-05.16:29:16
dbpedia,3966925,13820853,fasttrim,14,43.161,1437127,-1,1437127,0,0,0,0,2019-11-05.16:29:16
dbpedia-link,18268993,172183984,fasttrim,14,166.25,8143619,-1,8143619,0,0,0,0,2019-11-05.16:29:22
-leader-filters.7,26302351,91692858,fasttrim,14,199.282,26302351,-1,26302351,0,0,0,0,2019-11-05.16:29:25
livej,4847571,68993773,fasttrim,14,50.084,592952,-1,592952,0,0,0,0,2019-11-05.16:29:28
patent,3774768,16518948,fasttrim,14,180.956,3774768,-1,3774768,0,0,0,0,2019-11-05.16:29:29
pokec,1632804,30622564,fasttrim,14,14.167,212042,-1,212042,0,0,0,0,2019-11-05.16:29:30
random,10000001,100000000,fasttrim,14,143.096,455,-1,455,0,0,0,0,2019-11-05.16:29:34
rmat,9999994,100000000,fasttrim,14,135.489,2203713,-1,2203713,0,0,0,0,2019-11-05.16:29:38
ssca2,1048577,157877986,fasttrim,14,15.395,11,-1,11,0,0,0,0,2019-11-05.16:29:42
wiki_link_en,12150977,378142420,fasttrim,14,134.707,37102,-1,37102,0,0,0,0,2019-11-05.16:29:52
wiki-links,5710993,130160392,fasttrim,14,57.04,7415,-1,7415,0,0,0,0,2019-11-05.16:29:56
wiki_talk_en,2987536,24981163,fasttrim,14,6.262,2611598,-1,2611598,0,0,0,0,2019-11-05.16:29:59
youtube-links,1138500,4942297,fasttrim,14,6.762,600414,-1,600414,0,0,0,0,2019-11-05.16:29:59
baidu,2141301,17794839,trim,14,26.256,598975,9,598975,598975,598975,0,0,2019-11-05.16:29:59
-bakery.6,11845035,40400559,trim,14,646.705,2636196,47,2636196,2636196,2636196,0,0,2019-11-05.16:30:02
-cambridge.6,3354295,9483191,trim,14,187.191,8412,65,8412,8412,8412,0,0,2019-11-05.16:30:02
dbpedia,3966925,13820853,trim,14,379.069,1437127,110,1437127,1437127,1437127,0,0,2019-11-05.16:30:03
dbpedia-link,18268993,172183984,trim,14,151.088,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.16:30:09
-leader-filters.7,26302351,91692858,trim,14,1198.647,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.16:30:14
livej,4847571,68993773,trim,14,87.842,592952,8,592952,592952,592952,0,0,2019-11-05.16:30:16
patent,3774768,16518948,trim,14,81.393,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.16:30:17
pokec,1632804,30622564,trim,14,20.711,212042,5,212042,212042,212042,0,0,2019-11-05.16:30:18
random,10000001,100000000,trim,14,59.401,455,2,455,455,455,0,0,2019-11-05.16:30:22
rmat,9999994,100000000,trim,14,138.272,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.16:30:26
ssca2,1048577,157877986,trim,14,6.262,11,2,11,11,11,0,0,2019-11-05.16:30:30
wiki_link_en,12150977,378142420,trim,14,121.305,37102,4,37102,37102,37102,0,0,2019-11-05.16:30:40
wiki-links,5710993,130160392,trim,14,49.72,7415,4,7415,7415,7415,0,0,2019-11-05.16:30:44
wiki_talk_en,2987536,24981163,trim,14,12.719,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.16:30:46
youtube-links,1138500,4942297,trim,14,6.681,600414,6,600414,600414,600414,0,0,2019-11-05.16:30:47
baidu,2141301,17794839,ufscc,14,99.773,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:30:47
-bakery.6,11845035,40400559,ufscc,14,351.766,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:30:49
-cambridge.6,3354295,9483191,ufscc,14,74.151,-1,-1,-1,8413,8412,0,0,2019-11-05.16:30:50
dbpedia,3966925,13820853,ufscc,14,61.174,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:30:51
dbpedia-link,18268993,172183984,ufscc,14,987.797,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:30:57
-leader-filters.7,26302351,91692858,ufscc,14,325.784,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:31:01
livej,4847571,68993773,ufscc,14,581.727,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:31:04
patent,3774768,16518948,ufscc,14,130.989,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:31:04
pokec,1632804,30622564,ufscc,14,289.2,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:31:06
random,10000001,100000000,ufscc,14,1876.868,-1,-1,-1,877,876,0,0,2019-11-05.16:31:11
rmat,9999994,100000000,ufscc,14,1477.961,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:31:17
ssca2,1048577,157877986,ufscc,14,341.381,-1,-1,-1,31,29,1,0,2019-11-05.16:31:21
wiki_link_en,12150977,378142420,ufscc,14,1591.749,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:31:33
wiki-links,5710993,130160392,ufscc,14,744.464,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.16:31:38
wiki_talk_en,2987536,24981163,ufscc,14,139.238,-1,-1,-1,2736716,2735641,992,58,2019-11-05.16:31:40
youtube-links,1138500,4942297,ufscc,14,49.111,-1,-1,-1,613423,602053,8696,1709,2019-11-05.16:31:41
baidu,2141301,17794839,fasttrim,16,21.959,598975,-1,598975,0,0,0,0,2019-11-05.16:31:41
-bakery.6,11845035,40400559,fasttrim,16,70.186,2636196,-1,2636196,0,0,0,0,2019-11-05.16:31:43
-cambridge.6,3354295,9483191,fasttrim,16,18.737,8412,-1,8412,0,0,0,0,2019-11-05.16:31:43
dbpedia,3966925,13820853,fasttrim,16,46.256,1437127,-1,1437127,0,0,0,0,2019-11-05.16:31:44
dbpedia-link,18268993,172183984,fasttrim,16,161.53,8143619,-1,8143619,0,0,0,0,2019-11-05.16:31:50
-leader-filters.7,26302351,91692858,fasttrim,16,187.548,26302351,-1,26302351,0,0,0,0,2019-11-05.16:31:53
livej,4847571,68993773,fasttrim,16,47.559,592952,-1,592952,0,0,0,0,2019-11-05.16:31:56
patent,3774768,16518948,fasttrim,16,187.284,3774768,-1,3774768,0,0,0,0,2019-11-05.16:31:56
pokec,1632804,30622564,fasttrim,16,13.701,212042,-1,212042,0,0,0,0,2019-11-05.16:31:57
random,10000001,100000000,fasttrim,16,135.744,455,-1,455,0,0,0,0,2019-11-05.16:32:02
rmat,9999994,100000000,fasttrim,16,125.533,2203713,-1,2203713,0,0,0,0,2019-11-05.16:32:06
ssca2,1048577,157877986,fasttrim,16,13.636,11,-1,11,0,0,0,0,2019-11-05.16:32:10
wiki_link_en,12150977,378142420,fasttrim,16,114.709,37102,-1,37102,0,0,0,0,2019-11-05.16:32:21
wiki-links,5710993,130160392,fasttrim,16,54.005,7415,-1,7415,0,0,0,0,2019-11-05.16:32:25
wiki_talk_en,2987536,24981163,fasttrim,16,5.953,2611598,-1,2611598,0,0,0,0,2019-11-05.16:32:27
youtube-links,1138500,4942297,fasttrim,16,6.309,600414,-1,600414,0,0,0,0,2019-11-05.16:32:27
baidu,2141301,17794839,trim,16,25.993,598975,9,598975,598975,598975,0,0,2019-11-05.16:32:28
-bakery.6,11845035,40400559,trim,16,639.965,2636196,48,2636196,2636196,2636196,0,0,2019-11-05.16:32:30
-cambridge.6,3354295,9483191,trim,16,184.486,8412,65,8412,8412,8412,0,0,2019-11-05.16:32:31
dbpedia,3966925,13820853,trim,16,362.654,1437127,110,1437127,1437127,1437127,0,0,2019-11-05.16:32:32
dbpedia-link,18268993,172183984,trim,16,135.072,8143619,5,8143619,8143619,8143619,0,0,2019-11-05.16:32:37
-leader-filters.7,26302351,91692858,trim,16,1183.42,26302351,73,26302351,26302351,26302351,0,0,2019-11-05.16:32:42
livej,4847571,68993773,trim,16,85.417,592952,8,592952,592952,592952,0,0,2019-11-05.16:32:44
patent,3774768,16518948,trim,16,78.375,3774768,22,3774768,3774768,3774768,0,0,2019-11-05.16:32:45
pokec,1632804,30622564,trim,16,19.191,212042,5,212042,212042,212042,0,0,2019-11-05.16:32:46
random,10000001,100000000,trim,16,54.844,455,2,455,455,455,0,0,2019-11-05.16:32:50
rmat,9999994,100000000,trim,16,134.812,2203713,6,2203713,2203713,2203713,0,0,2019-11-05.16:32:54
ssca2,1048577,157877986,trim,16,6.179,11,2,11,11,11,0,0,2019-11-05.16:32:58
wiki_link_en,12150977,378142420,trim,16,113.729,37102,4,37102,37102,37102,0,0,2019-11-05.16:33:09
wiki-links,5710993,130160392,trim,16,49.117,7415,4,7415,7415,7415,0,0,2019-11-05.16:33:13
wiki_talk_en,2987536,24981163,trim,16,11.339,2611598,7,2611598,2611598,2611598,0,0,2019-11-05.16:33:15
youtube-links,1138500,4942297,trim,16,6.449,600414,6,600414,600414,600414,0,0,2019-11-05.16:33:15
baidu,2141301,17794839,ufscc,16,93.832,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:33:16
-bakery.6,11845035,40400559,ufscc,16,366.542,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:33:18
-cambridge.6,3354295,9483191,ufscc,16,66.855,-1,-1,-1,8413,8412,0,0,2019-11-05.16:33:18
dbpedia,3966925,13820853,ufscc,16,56.498,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:33:19
dbpedia-link,18268993,172183984,ufscc,16,935.909,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:33:25
-leader-filters.7,26302351,91692858,ufscc,16,296.31,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:33:29
livej,4847571,68993773,ufscc,16,554.145,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:33:32
patent,3774768,16518948,ufscc,16,123.711,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:33:32
pokec,1632804,30622564,ufscc,16,228.289,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:33:34
random,10000001,100000000,ufscc,16,1634.209,-1,-1,-1,877,876,0,0,2019-11-05.16:33:39
rmat,9999994,100000000,ufscc,16,1485.785,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:33:44
ssca2,1048577,157877986,ufscc,16,283.32,-1,-1,-1,31,29,1,0,2019-11-05.16:33:49
wiki_link_en,12150977,378142420,ufscc,16,1434.345,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:34:01
wiki-links,5710993,130160392,ufscc,16,660.907,-1,-1,-1,2002220,1998569,2692,605,2019-11-05.16:34:06
wiki_talk_en,2987536,24981163,ufscc,16,126.09,-1,-1,-1,2736716,2735641,992,58,2019-11-05.16:34:08
youtube-links,1138500,4942297,ufscc,16,45.374,-1,-1,-1,613423,602053,8696,1709,2019-11-05.16:34:08
baidu,2141301,17794839,tarjan,1,403.855,-1,-1,-1,1503004,1480722,18688,2473,2019-11-05.16:34:09
-bakery.6,11845035,40400559,tarjan,1,891.972,-1,-1,-1,2636212,2636197,0,0,2019-11-05.16:34:12
-cambridge.6,3354295,9483191,tarjan,1,157.487,-1,-1,-1,8413,8412,0,0,2019-11-05.16:34:13
dbpedia,3966925,13820853,tarjan,1,260.76,-1,-1,-1,3636316,3587274,24933,8868,2019-11-05.16:34:14
dbpedia-link,18268993,172183984,tarjan,1,4710.76,-1,-1,-1,14459547,14450686,7201,1107,2019-11-05.16:34:24
-leader-filters.7,26302351,91692858,tarjan,1,923.86,-1,-1,-1,26302351,26302351,0,0,2019-11-05.16:34:29
livej,4847571,68993773,tarjan,1,2328.65,-1,-1,-1,971232,947776,16875,3280,2019-11-05.16:34:34
patent,3774768,16518948,tarjan,1,802.819,-1,-1,-1,3774768,3774768,0,0,2019-11-05.16:34:35
pokec,1632804,30622564,tarjan,1,1078.764,-1,-1,-1,325893,323799,1904,151,2019-11-05.16:34:37
random,10000001,100000000,tarjan,1,19136.835,-1,-1,-1,877,876,0,0,2019-11-05.16:35:01
rmat,9999994,100000000,tarjan,1,17002.723,-1,-1,-1,2247072,2247071,0,0,2019-11-05.16:35:22
ssca2,1048577,157877986,tarjan,1,891.848,-1,-1,-1,31,29,1,0,2019-11-05.16:35:27
wiki_link_en,12150977,378142420,tarjan,1,6863.776,-1,-1,-1,4852900,4846174,3205,1301,2019-11-05.16:35:45
