model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,push,vs,es,date
twitter,41354195,1296037335,trim,1,5147.392000,4446168,7,4446168,260400276,0,0,0,0,0,4096,-1,100,90,2021-06-24.14:10:53
twitter_mpi,5255096,188960542,trim,1,1882.236000,3027289,5,3027289,11407161,0,0,0,0,0,4096,-1,10,100,2021-06-24.14:15:20
twitter_mpi,52579683,196317198,trim,1,4891.669000,30059217,8,30059217,184792612,0,0,0,0,0,4096,-1,100,10,2021-06-24.14:20:11
twitter_mpi,10518771,392723271,trim,1,2547.084000,4624040,5,4624040,30017292,0,0,0,0,0,4096,-1,20,100,2021-06-24.14:24:41
twitter_mpi,52579683,392631127,trim,1,5561.379000,23508321,7,23508321,207320733,0,0,0,0,0,4096,-1,100,20,2021-06-24.14:29:48
twitter_mpi,15775932,582312007,trim,1,5119.900000,5942117,10,5942117,99056196,0,0,0,0,0,4096,-1,30,100,2021-06-24.14:34:25
twitter_mpi,52579683,588984883,trim,1,4836.493000,19901261,7,19901261,231700633,0,0,0,0,0,4096,-1,100,30,2021-06-24.14:41:15
twitter_mpi,21033393,798125751,trim,1,3032.490000,6813792,6,6813792,86176520,0,0,0,0,0,4096,-1,40,100,2021-06-24.14:46:14
twitter_mpi,52579683,785282894,trim,1,5446.423000,17350385,8,17350385,284347618,0,0,0,0,0,4096,-1,100,40,2021-06-24.14:51:47
twitter_mpi,26288378,973318933,trim,1,11533.174000,7723056,21,7723056,391058516,0,0,0,0,0,4096,-1,50,100,2021-06-24.14:56:39
twitter_mpi,52579683,981648089,trim,1,5785.390000,15382817,7,15382817,262659087,0,0,0,0,0,4096,-1,100,50,2021-06-24.15:02:29
twitter_mpi,31550907,1182151321,trim,1,8334.906000,8066006,14,8066006,329847876,0,0,0,0,0,4096,-1,60,100,2021-06-24.15:07:31
twitter_mpi,52579683,1177934417,trim,1,6326.279000,13778078,9,13778078,351323985,0,0,0,0,0,4096,-1,100,60,2021-06-24.15:14:51
twitter_mpi,36807348,1370642983,trim,1,4319.517000,8569234,7,8569234,198881318,0,0,0,0,0,4096,-1,70,100,2021-06-24.15:20:52
twitter_mpi,52579683,1374325166,trim,1,6434.186000,12399864,8,12399864,323347387,0,0,0,0,0,4096,-1,100,70,2021-06-24.15:27:08
twitter_mpi,42070006,1567349732,trim,1,5579.898000,8878632,9,8878632,300184368,0,0,0,0,0,4096,-1,80,100,2021-06-24.15:31:51
