model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,sccs,maxscc,size1,size2,size3,date
patent,3774768,16518948,trim,6,136.401000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.18:58:20
pokec,1632804,30622564,trim,6,31.640000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.18:58:21
random,10000001,100000000,trim,6,84.075000,455,2,455,455,455,455,0,0,2019-11-08.18:58:25
rmat,9999994,100000000,trim,6,234.408000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.18:58:29
ssca2,1048577,157877986,trim,6,9.829000,11,2,11,11,11,11,0,0,2019-11-08.18:58:33
wiki_link_en,12150977,378142420,trim,6,178.212000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.18:58:44
wiki-links,5710993,130160392,trim,6,95.078000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.18:58:48
wiki_talk_en,2987536,24981163,trim,6,17.673000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.18:58:51
youtube-links,1138500,4942297,trim,6,10.814000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.18:58:51
baidu,2141301,17794839,ufscc,6,213.107000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.18:58:52
-bakery.6,11845035,40400559,ufscc,6,670.288000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.18:58:54
-cambridge.6,3354295,9483191,ufscc,6,137.416000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.18:58:55
dbpedia,3966925,13820853,ufscc,6,121.955000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.18:58:56
dbpedia-link,18268993,172183984,ufscc,6,2326.966000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.18:59:04
-leader-filters.7,26302351,91692858,ufscc,6,542.526000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.18:59:08
livej,4847571,68993773,ufscc,6,1210.619000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.18:59:11
patent,3774768,16518948,ufscc,6,252.473000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.18:59:12
pokec,1632804,30622564,ufscc,6,550.694000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.18:59:13
random,10000001,100000000,ufscc,6,3708.172000,-1,-1,-1,877,-1,876,0,0,2019-11-08.18:59:21
rmat,9999994,100000000,ufscc,6,3615.111000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.18:59:29
ssca2,1048577,157877986,ufscc,6,583.068000,-1,-1,-1,31,-1,29,1,0,2019-11-08.18:59:33
wiki_link_en,12150977,378142420,ufscc,6,3439.568000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.18:59:47
wiki-links,5710993,130160392,ufscc,6,1694.547000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.18:59:53
wiki_talk_en,2987536,24981163,ufscc,6,233.408000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.18:59:56
youtube-links,1138500,4942297,ufscc,6,98.248000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.18:59:56
baidu,2141301,17794839,fasttrim,8,26.819000,598975,-1,598975,0,598975,0,0,0,2019-11-08.18:59:57
-bakery.6,11845035,40400559,fasttrim,8,99.606000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.18:59:59
-cambridge.6,3354295,9483191,fasttrim,8,27.287000,8412,-1,8412,0,8412,0,0,0,2019-11-08.18:59:59
dbpedia,3966925,13820853,fasttrim,8,44.514000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.19:00:00
dbpedia-link,18268993,172183984,fasttrim,8,223.807000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.19:00:06
-leader-filters.7,26302351,91692858,fasttrim,8,274.049000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.19:00:09
livej,4847571,68993773,fasttrim,8,74.573000,592952,-1,592952,0,592952,0,0,0,2019-11-08.19:00:12
patent,3774768,16518948,fasttrim,8,228.552000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.19:00:13
pokec,1632804,30622564,fasttrim,8,19.161000,212042,-1,212042,0,212042,0,0,0,2019-11-08.19:00:14
random,10000001,100000000,fasttrim,8,218.383000,455,-1,455,0,455,0,0,0,2019-11-08.19:00:18
rmat,9999994,100000000,fasttrim,8,187.652000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.19:00:22
ssca2,1048577,157877986,fasttrim,8,22.251000,11,-1,11,0,11,0,0,0,2019-11-08.19:00:26
wiki_link_en,12150977,378142420,fasttrim,8,179.670000,37102,-1,37102,0,37102,0,0,0,2019-11-08.19:00:37
wiki-links,5710993,130160392,fasttrim,8,80.578000,7415,-1,7415,0,7415,0,0,0,2019-11-08.19:00:41
wiki_talk_en,2987536,24981163,fasttrim,8,8.394000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.19:00:44
youtube-links,1138500,4942297,fasttrim,8,9.237000,600414,-1,600414,0,600414,0,0,0,2019-11-08.19:00:44
baidu,2141301,17794839,trim,8,39.881000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.19:00:45
-bakery.6,11845035,40400559,trim,8,839.440000,2636196,47,2636196,2636196,2636196,2636196,0,0,2019-11-08.19:00:47
-cambridge.6,3354295,9483191,trim,8,278.181000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.19:00:48
dbpedia,3966925,13820853,trim,8,601.542000,1437127,109,1437127,1437127,1437127,1437127,0,0,2019-11-08.19:00:49
dbpedia-link,18268993,172183984,trim,8,205.736000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.19:00:55
-leader-filters.7,26302351,91692858,trim,8,1350.075000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.19:01:00
livej,4847571,68993773,trim,8,134.599000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.19:01:02
patent,3774768,16518948,trim,8,112.074000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.19:01:03
pokec,1632804,30622564,trim,8,30.033000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.19:01:04
random,10000001,100000000,trim,8,74.228000,455,2,455,455,455,455,0,0,2019-11-08.19:01:08
rmat,9999994,100000000,trim,8,201.228000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.19:01:12
ssca2,1048577,157877986,trim,8,8.669000,11,2,11,11,11,11,0,0,2019-11-08.19:01:16
wiki_link_en,12150977,378142420,trim,8,205.921000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.19:01:27
wiki-links,5710993,130160392,trim,8,81.307000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.19:01:31
wiki_talk_en,2987536,24981163,trim,8,17.911000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.19:01:34
youtube-links,1138500,4942297,trim,8,9.272000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.19:01:34
baidu,2141301,17794839,ufscc,8,169.633000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.19:01:35
-bakery.6,11845035,40400559,ufscc,8,482.624000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.19:01:37
-cambridge.6,3354295,9483191,ufscc,8,100.083000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.19:01:37
dbpedia,3966925,13820853,ufscc,8,101.202000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.19:01:38
dbpedia-link,18268993,172183984,ufscc,8,1691.954000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.19:01:45
-leader-filters.7,26302351,91692858,ufscc,8,477.888000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.19:01:49
livej,4847571,68993773,ufscc,8,960.076000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.19:01:52
patent,3774768,16518948,ufscc,8,201.075000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.19:01:53
pokec,1632804,30622564,ufscc,8,452.448000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.19:01:55
random,10000001,100000000,ufscc,8,3301.742000,-1,-1,-1,877,-1,876,0,0,2019-11-08.19:02:02
rmat,9999994,100000000,ufscc,8,2722.380000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.19:02:08
ssca2,1048577,157877986,ufscc,8,442.243000,-1,-1,-1,31,-1,29,1,0,2019-11-08.19:02:13
wiki_link_en,12150977,378142420,ufscc,8,2760.230000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.19:02:26
wiki-links,5710993,130160392,ufscc,8,1391.382000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.19:02:32
wiki_talk_en,2987536,24981163,ufscc,8,186.302000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.19:02:35
youtube-links,1138500,4942297,ufscc,8,86.741000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.19:02:35
baidu,2141301,17794839,fasttrim,10,25.185000,598975,-1,598975,0,598975,0,0,0,2019-11-08.19:02:36
-bakery.6,11845035,40400559,fasttrim,10,85.753000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.19:02:37
-cambridge.6,3354295,9483191,fasttrim,10,23.088000,8412,-1,8412,0,8412,0,0,0,2019-11-08.19:02:38
dbpedia,3966925,13820853,fasttrim,10,45.846000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.19:02:39
dbpedia-link,18268993,172183984,fasttrim,10,190.606000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.19:02:44
-leader-filters.7,26302351,91692858,fasttrim,10,247.850000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.19:02:48
livej,4847571,68993773,fasttrim,10,62.708000,592952,-1,592952,0,592952,0,0,0,2019-11-08.19:02:50
patent,3774768,16518948,fasttrim,10,229.720000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.19:02:51
pokec,1632804,30622564,fasttrim,10,16.746000,212042,-1,212042,0,212042,0,0,0,2019-11-08.19:02:52
random,10000001,100000000,fasttrim,10,174.410000,455,-1,455,0,455,0,0,0,2019-11-08.19:02:56
rmat,9999994,100000000,fasttrim,10,158.212000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.19:03:00
ssca2,1048577,157877986,fasttrim,10,23.033000,11,-1,11,0,11,0,0,0,2019-11-08.19:03:05
wiki_link_en,12150977,378142420,fasttrim,10,162.069000,37102,-1,37102,0,37102,0,0,0,2019-11-08.19:03:15
wiki-links,5710993,130160392,fasttrim,10,70.232000,7415,-1,7415,0,7415,0,0,0,2019-11-08.19:03:20
wiki_talk_en,2987536,24981163,fasttrim,10,7.366000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.19:03:22
youtube-links,1138500,4942297,fasttrim,10,8.100000,600414,-1,600414,0,600414,0,0,0,2019-11-08.19:03:23
baidu,2141301,17794839,trim,10,30.675000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.19:03:23
-bakery.6,11845035,40400559,trim,10,713.610000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.19:03:26
-cambridge.6,3354295,9483191,trim,10,221.723000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.19:03:26
dbpedia,3966925,13820853,trim,10,480.686000,1437127,110,1437127,1437127,1437127,1437127,0,0,2019-11-08.19:03:27
dbpedia-link,18268993,172183984,trim,10,161.069000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.19:03:33
-leader-filters.7,26302351,91692858,trim,10,1265.217000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.19:03:38
livej,4847571,68993773,trim,10,96.362000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.19:03:40
patent,3774768,16518948,trim,10,94.353000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.19:03:41
pokec,1632804,30622564,trim,10,21.370000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.19:03:42
random,10000001,100000000,trim,10,54.911000,455,2,455,455,455,455,0,0,2019-11-08.19:03:46
rmat,9999994,100000000,trim,10,154.953000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.19:03:50
ssca2,1048577,157877986,trim,10,6.882000,11,2,11,11,11,11,0,0,2019-11-08.19:03:54
wiki_link_en,12150977,378142420,trim,10,126.200000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.19:04:05
wiki-links,5710993,130160392,trim,10,60.940000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.19:04:09
wiki_talk_en,2987536,24981163,trim,10,15.692000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.19:04:12
youtube-links,1138500,4942297,trim,10,7.455000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.19:04:12
baidu,2141301,17794839,ufscc,10,158.850000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.19:04:13
-bakery.6,11845035,40400559,ufscc,10,450.822000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.19:04:15
-cambridge.6,3354295,9483191,ufscc,10,88.506000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.19:04:15
dbpedia,3966925,13820853,ufscc,10,80.344000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.19:04:16
dbpedia-link,18268993,172183984,ufscc,10,1361.667000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.19:04:23
-leader-filters.7,26302351,91692858,ufscc,10,385.023000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.19:04:27
livej,4847571,68993773,ufscc,10,702.125000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.19:04:29
patent,3774768,16518948,ufscc,10,160.663000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.19:04:30
pokec,1632804,30622564,ufscc,10,360.383000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.19:04:32
random,10000001,100000000,ufscc,10,2325.196000,-1,-1,-1,877,-1,876,0,0,2019-11-08.19:04:38
rmat,9999994,100000000,ufscc,10,1964.940000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.19:04:44
ssca2,1048577,157877986,ufscc,10,408.673000,-1,-1,-1,31,-1,29,1,0,2019-11-08.19:04:48
wiki_link_en,12150977,378142420,ufscc,10,2135.684000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.19:05:01
wiki-links,5710993,130160392,ufscc,10,1201.317000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.19:05:06
wiki_talk_en,2987536,24981163,ufscc,10,164.309000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.19:05:09
youtube-links,1138500,4942297,ufscc,10,76.774000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.19:05:09
baidu,2141301,17794839,fasttrim,12,23.780000,598975,-1,598975,0,598975,0,0,0,2019-11-08.19:05:10
-bakery.6,11845035,40400559,fasttrim,12,77.921000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.19:05:12
-cambridge.6,3354295,9483191,fasttrim,12,20.745000,8412,-1,8412,0,8412,0,0,0,2019-11-08.19:05:12
dbpedia,3966925,13820853,fasttrim,12,43.881000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.19:05:13
dbpedia-link,18268993,172183984,fasttrim,12,176.522000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.19:05:19
-leader-filters.7,26302351,91692858,fasttrim,12,227.665000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.19:05:22
livej,4847571,68993773,fasttrim,12,55.872000,592952,-1,592952,0,592952,0,0,0,2019-11-08.19:05:24
patent,3774768,16518948,fasttrim,12,203.180000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.19:05:25
pokec,1632804,30622564,fasttrim,12,14.816000,212042,-1,212042,0,212042,0,0,0,2019-11-08.19:05:26
random,10000001,100000000,fasttrim,12,153.273000,455,-1,455,0,455,0,0,0,2019-11-08.19:05:30
rmat,9999994,100000000,fasttrim,12,142.701000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.19:05:34
ssca2,1048577,157877986,fasttrim,12,20.733000,11,-1,11,0,11,0,0,0,2019-11-08.19:05:39
wiki_link_en,12150977,378142420,fasttrim,12,148.233000,37102,-1,37102,0,37102,0,0,0,2019-11-08.19:05:49
wiki-links,5710993,130160392,fasttrim,12,62.450000,7415,-1,7415,0,7415,0,0,0,2019-11-08.19:05:54
wiki_talk_en,2987536,24981163,fasttrim,12,6.772000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.19:05:56
youtube-links,1138500,4942297,fasttrim,12,7.077000,600414,-1,600414,0,600414,0,0,0,2019-11-08.19:05:56
baidu,2141301,17794839,trim,12,26.774000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.19:05:57
-bakery.6,11845035,40400559,trim,12,653.227000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.19:05:59
-cambridge.6,3354295,9483191,trim,12,187.411000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.19:06:00
dbpedia,3966925,13820853,trim,12,408.347000,1437127,111,1437127,1437127,1437127,1437127,0,0,2019-11-08.19:06:01
dbpedia-link,18268993,172183984,trim,12,143.193000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.19:06:07
-leader-filters.7,26302351,91692858,trim,12,1181.080000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.19:06:11
livej,4847571,68993773,trim,12,89.661000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.19:06:14
patent,3774768,16518948,trim,12,83.159000,3774768,21,3774768,3774768,3774768,3774768,0,0,2019-11-08.19:06:14
pokec,1632804,30622564,trim,12,20.954000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.19:06:15
random,10000001,100000000,trim,12,58.091000,455,2,455,455,455,455,0,0,2019-11-08.19:06:20
rmat,9999994,100000000,trim,12,138.265000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.19:06:24
ssca2,1048577,157877986,trim,12,12.338000,11,2,11,11,11,11,0,0,2019-11-08.19:06:28
wiki_link_en,12150977,378142420,trim,12,121.581000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.19:06:38
wiki-links,5710993,130160392,trim,12,56.369000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.19:06:43
wiki_talk_en,2987536,24981163,trim,12,11.671000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.19:06:45
youtube-links,1138500,4942297,trim,12,6.855000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.19:06:46
baidu,2141301,17794839,ufscc,12,120.360000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.19:06:46
-bakery.6,11845035,40400559,ufscc,12,464.822000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.19:06:48
-cambridge.6,3354295,9483191,ufscc,12,88.250000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.19:06:49
dbpedia,3966925,13820853,ufscc,12,68.879000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.19:06:50
dbpedia-link,18268993,172183984,ufscc,12,1168.457000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.19:06:56
-leader-filters.7,26302351,91692858,ufscc,12,348.376000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.19:07:00
livej,4847571,68993773,ufscc,12,628.175000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.19:07:03
patent,3774768,16518948,ufscc,12,140.303000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.19:07:04
pokec,1632804,30622564,ufscc,12,299.857000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.19:07:05
random,10000001,100000000,ufscc,12,2041.021000,-1,-1,-1,877,-1,876,0,0,2019-11-08.19:07:11
rmat,9999994,100000000,ufscc,12,1709.558000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.19:07:16
ssca2,1048577,157877986,ufscc,12,331.102000,-1,-1,-1,31,-1,29,1,0,2019-11-08.19:07:21
wiki_link_en,12150977,378142420,ufscc,12,1752.672000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.19:07:33
wiki-links,5710993,130160392,ufscc,12,898.885000,-1,-1,-1,2002220,-1,1998569,2692,605,2019-11-08.19:07:38
wiki_talk_en,2987536,24981163,ufscc,12,156.911000,-1,-1,-1,2736716,-1,2735641,992,58,2019-11-08.19:07:41
youtube-links,1138500,4942297,ufscc,12,59.760000,-1,-1,-1,613423,-1,602053,8696,1709,2019-11-08.19:07:41
baidu,2141301,17794839,fasttrim,14,22.359000,598975,-1,598975,0,598975,0,0,0,2019-11-08.19:07:42
-bakery.6,11845035,40400559,fasttrim,14,75.160000,2636196,-1,2636196,0,2636196,0,0,0,2019-11-08.19:07:44
-cambridge.6,3354295,9483191,fasttrim,14,19.354000,8412,-1,8412,0,8412,0,0,0,2019-11-08.19:07:44
dbpedia,3966925,13820853,fasttrim,14,44.467000,1437127,-1,1437127,0,1437127,0,0,0,2019-11-08.19:07:45
dbpedia-link,18268993,172183984,fasttrim,14,166.450000,8143619,-1,8143619,0,8143619,0,0,0,2019-11-08.19:07:51
-leader-filters.7,26302351,91692858,fasttrim,14,201.020000,26302351,-1,26302351,0,26302351,0,0,0,2019-11-08.19:07:54
livej,4847571,68993773,fasttrim,14,51.359000,592952,-1,592952,0,592952,0,0,0,2019-11-08.19:07:57
patent,3774768,16518948,fasttrim,14,179.276000,3774768,-1,3774768,0,3774768,0,0,0,2019-11-08.19:07:57
pokec,1632804,30622564,fasttrim,14,14.613000,212042,-1,212042,0,212042,0,0,0,2019-11-08.19:07:59
random,10000001,100000000,fasttrim,14,145.064000,455,-1,455,0,455,0,0,0,2019-11-08.19:08:03
rmat,9999994,100000000,fasttrim,14,134.821000,2203713,-1,2203713,0,2203713,0,0,0,2019-11-08.19:08:07
ssca2,1048577,157877986,fasttrim,14,15.206000,11,-1,11,0,11,0,0,0,2019-11-08.19:08:11
wiki_link_en,12150977,378142420,fasttrim,14,131.027000,37102,-1,37102,0,37102,0,0,0,2019-11-08.19:08:22
wiki-links,5710993,130160392,fasttrim,14,57.335000,7415,-1,7415,0,7415,0,0,0,2019-11-08.19:08:26
wiki_talk_en,2987536,24981163,fasttrim,14,7.330000,2611598,-1,2611598,0,2611598,0,0,0,2019-11-08.19:08:28
youtube-links,1138500,4942297,fasttrim,14,6.735000,600414,-1,600414,0,600414,0,0,0,2019-11-08.19:08:29
baidu,2141301,17794839,trim,14,26.140000,598975,9,598975,598975,598975,598975,0,0,2019-11-08.19:08:29
-bakery.6,11845035,40400559,trim,14,657.232000,2636196,48,2636196,2636196,2636196,2636196,0,0,2019-11-08.19:08:32
-cambridge.6,3354295,9483191,trim,14,185.711000,8412,65,8412,8412,8412,8412,0,0,2019-11-08.19:08:32
dbpedia,3966925,13820853,trim,14,381.513000,1437127,111,1437127,1437127,1437127,1437127,0,0,2019-11-08.19:08:33
dbpedia-link,18268993,172183984,trim,14,138.718000,8143619,5,8143619,8143619,8143619,8143619,0,0,2019-11-08.19:08:39
-leader-filters.7,26302351,91692858,trim,14,1196.524000,26302351,73,26302351,26302351,26302351,26302351,0,0,2019-11-08.19:08:43
livej,4847571,68993773,trim,14,81.385000,592952,8,592952,592952,592952,592952,0,0,2019-11-08.19:08:46
patent,3774768,16518948,trim,14,80.185000,3774768,22,3774768,3774768,3774768,3774768,0,0,2019-11-08.19:08:46
pokec,1632804,30622564,trim,14,19.127000,212042,5,212042,212042,212042,212042,0,0,2019-11-08.19:08:47
random,10000001,100000000,trim,14,53.821000,455,2,455,455,455,455,0,0,2019-11-08.19:08:52
rmat,9999994,100000000,trim,14,134.105000,2203713,6,2203713,2203713,2203713,2203713,0,0,2019-11-08.19:08:56
ssca2,1048577,157877986,trim,14,6.207000,11,2,11,11,11,11,0,0,2019-11-08.19:09:00
wiki_link_en,12150977,378142420,trim,14,116.355000,37102,4,37102,37102,37102,37102,0,0,2019-11-08.19:09:10
wiki-links,5710993,130160392,trim,14,49.548000,7415,4,7415,7415,7415,7415,0,0,2019-11-08.19:09:15
wiki_talk_en,2987536,24981163,trim,14,13.644000,2611598,7,2611598,2611598,2611598,2611598,0,0,2019-11-08.19:09:17
youtube-links,1138500,4942297,trim,14,6.535000,600414,6,600414,600414,600414,600414,0,0,2019-11-08.19:09:18
baidu,2141301,17794839,ufscc,14,101.183000,-1,-1,-1,1503004,-1,1480722,18688,2473,2019-11-08.19:09:18
-bakery.6,11845035,40400559,ufscc,14,356.074000,-1,-1,-1,2636212,-1,2636197,0,0,2019-11-08.19:09:20
-cambridge.6,3354295,9483191,ufscc,14,69.980000,-1,-1,-1,8413,-1,8412,0,0,2019-11-08.19:09:21
dbpedia,3966925,13820853,ufscc,14,67.123000,-1,-1,-1,3636316,-1,3587274,24933,8868,2019-11-08.19:09:22
dbpedia-link,18268993,172183984,ufscc,14,1022.802000,-1,-1,-1,14459547,-1,14450686,7201,1107,2019-11-08.19:09:28
-leader-filters.7,26302351,91692858,ufscc,14,330.069000,-1,-1,-1,26302351,-1,26302351,0,0,2019-11-08.19:09:32
livej,4847571,68993773,ufscc,14,605.669000,-1,-1,-1,971232,-1,947776,16875,3280,2019-11-08.19:09:35
patent,3774768,16518948,ufscc,14,129.914000,-1,-1,-1,3774768,-1,3774768,0,0,2019-11-08.19:09:36
pokec,1632804,30622564,ufscc,14,258.085000,-1,-1,-1,325893,-1,323799,1904,151,2019-11-08.19:09:37
random,10000001,100000000,ufscc,14,2001.802000,-1,-1,-1,877,-1,876,0,0,2019-11-08.19:09:43
rmat,9999994,100000000,ufscc,14,1544.333000,-1,-1,-1,2247072,-1,2247071,0,0,2019-11-08.19:09:48
ssca2,1048577,157877986,ufscc,14,284.554000,-1,-1,-1,31,-1,29,1,0,2019-11-08.19:09:53
wiki_link_en,12150977,378142420,ufscc,14,1595.756000,-1,-1,-1,4852900,-1,4846174,3205,1301,2019-11-08.19:10:05
