model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,push,vs,es,date
dbpedia,3966925,13820853,ac4trim,2,80.224000,1437127,-1,1437127,3175596,0,0,0,0,0,4096,16176,100,100,2021-06-09.16:46:18
er-1m-8m,1000000,8000000,ac4trim,2,8.497000,345,-1,345,1718,0,0,0,0,0,4096,1,100,100,2021-06-09.16:46:18
leader_filters.7,26302351,91692858,ac4trim,2,623.787000,26302351,-1,26302351,46803191,0,0,0,0,0,4096,16,100,100,2021-06-09.16:46:24
livej,4847571,68993773,ac4trim,2,80.911000,576074,-1,576074,1076365,0,0,0,0,0,4096,274,100,100,2021-06-09.16:46:28
patent,6009555,16518948,ac4trim,2,304.366000,6009552,-1,6009552,8341869,0,0,0,0,0,4096,133,100,100,2021-06-09.16:46:30
pokec,1632804,30622564,ac4trim,2,736.807000,212042,-1,212042,512413,0,0,0,0,0,4096,34,100,100,2021-06-09.16:46:33
rmat-1m-8m,999760,7810950,ac4trim,2,80.564000,999760,-1,999760,7469960,0,0,0,0,0,4096,319,100,100,2021-06-09.16:46:34
ssca2,1048577,157877986,ac4trim,2,1034.143000,11,-1,11,13,0,0,0,0,0,4096,1,100,100,2021-06-09.16:46:44
wiki-links,5710993,130160392,ac4trim,2,10132.827000,7415,-1,7415,40555,0,0,0,0,0,4096,549,100,100,2021-06-09.16:47:02
wikitalk,2394385,5021410,ac4trim,2,25.362000,2262385,-1,2262385,1901280,0,0,0,0,0,4096,33,100,100,2021-06-09.16:47:03
wiki_talk_en,2987536,24981163,ac4trim,2,995.600000,2293679,-1,2293679,2460439,0,0,0,0,0,4096,84,100,100,2021-06-09.16:47:07
ba-1m-8m,1000000,7999964,fasttrim,4,223.662000,1000000,-1,1000000,6525119,0,0,0,0,0,4096,29,100,100,2021-06-09.16:47:07
baidu,2141301,17794839,fasttrim,4,33.177000,597244,-1,597244,528837,0,0,0,0,0,4096,110,100,100,2021-06-09.16:47:08
bakery.6,11845035,40400559,fasttrim,4,179.343000,2636196,-1,2636196,4721726,0,0,0,0,0,4096,50,100,100,2021-06-09.16:47:11
cambridge.6,3354295,9483191,fasttrim,4,54.318000,8412,-1,8412,882639,0,0,0,0,0,4096,7,100,100,2021-06-09.16:47:11
dbpedia,3966925,13820853,fasttrim,4,51.123000,1437127,-1,1437127,1274749,0,0,0,0,0,4096,542,100,100,2021-06-09.16:47:12
er-1m-8m,1000000,8000000,fasttrim,4,22.575000,345,-1,345,258634,0,0,0,0,0,4096,1,100,100,2021-06-09.16:47:13
leader_filters.7,26302351,91692858,fasttrim,4,245.323000,26302351,-1,26302351,23120028,0,0,0,0,0,4096,85,100,100,2021-06-09.16:47:17
livej,4847571,68993773,fasttrim,4,158.019000,576074,-1,576074,1130438,0,0,0,0,0,4096,8,100,100,2021-06-09.16:47:21
patent,6009555,16518948,fasttrim,4,67.324000,6009552,-1,6009552,4179456,0,0,0,0,0,4096,53,100,100,2021-06-09.16:47:22
pokec,1632804,30622564,fasttrim,4,46.973000,212042,-1,212042,370701,0,0,0,0,0,4096,7,100,100,2021-06-09.16:47:24
rmat-1m-8m,999760,7810950,fasttrim,4,84.920000,999760,-1,999760,7478830,0,0,0,0,0,4096,452,100,100,2021-06-09.16:47:25
ssca2,1048577,157877986,fasttrim,4,72.722000,11,-1,11,266242,0,0,0,0,0,4096,1,100,100,2021-06-09.16:47:32
wiki-links,5710993,130160392,fasttrim,4,167.703000,7415,-1,7415,1462272,0,0,0,0,0,4096,549,100,100,2021-06-09.16:47:38
wikitalk,2394385,5021410,fasttrim,4,10.244000,2262385,-1,2262385,44432,0,0,0,0,0,4096,7,100,100,2021-06-09.16:47:39
wiki_talk_en,2987536,24981163,fasttrim,4,16.906000,2293679,-1,2293679,185778,0,0,0,0,0,4096,2,100,100,2021-06-09.16:47:41
ba-1m-8m,1000000,7999964,trim,4,71.934000,1000000,115,1000000,4934535,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:47:41
baidu,2141301,17794839,trim,4,61.321000,597244,9,597244,3766100,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:47:42
bakery.6,11845035,40400559,trim,4,1618.849000,2636196,47,2636196,119727373,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:47:46
cambridge.6,3354295,9483191,trim,4,428.794000,8412,65,8412,55204556,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:47:47
dbpedia,3966925,13820853,trim,4,939.909000,1437127,115,1437127,74318568,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:47:48
er-1m-8m,1000000,8000000,trim,4,6.728000,345,2,345,532947,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:47:49
leader_filters.7,26302351,91692858,trim,4,2067.085000,26302351,73,26302351,115223030,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:47:55
livej,4847571,68993773,trim,4,241.528000,576074,8,576074,8702133,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:47:59
patent,6009555,16518948,trim,4,53.420000,6009552,5,6009552,4269167,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:48:01
pokec,1632804,30622564,trim,4,54.604000,212042,5,212042,1794991,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:48:02
rmat-1m-8m,999760,7810950,trim,4,5918.525000,999760,6832,999760,200851749,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:48:09
ssca2,1048577,157877986,trim,4,22.944000,11,2,11,561152,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:48:15
wiki-links,5710993,130160392,trim,4,140.750000,7415,4,7415,5729403,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:48:23
wikitalk,2394385,5021410,trim,4,11.347000,2262385,5,2262385,190646,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:48:23
wiki_talk_en,2987536,24981163,trim,4,26.357000,2293679,5,2293679,886039,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:48:25
ba-1m-8m,1000000,7999964,ac4trim,4,73.173000,1000000,-1,1000000,3945996,0,0,0,0,0,4096,65,100,100,2021-06-09.16:48:26
baidu,2141301,17794839,ac4trim,4,32.902000,597244,-1,597244,1227890,0,0,0,0,0,4096,350,100,100,2021-06-09.16:48:27
bakery.6,11845035,40400559,ac4trim,4,65.859000,2636196,-1,2636196,2368116,0,0,0,0,0,4096,21,100,100,2021-06-09.16:48:29
cambridge.6,3354295,9483191,ac4trim,4,7.739000,8412,-1,8412,4820,0,0,0,0,0,4096,17,100,100,2021-06-09.16:48:29
dbpedia,3966925,13820853,ac4trim,4,50.199000,1437127,-1,1437127,2431007,0,0,0,0,0,4096,16974,100,100,2021-06-09.16:48:30
er-1m-8m,1000000,8000000,ac4trim,4,5.452000,345,-1,345,870,0,0,0,0,0,4096,1,100,100,2021-06-09.16:48:31
leader_filters.7,26302351,91692858,ac4trim,4,351.083000,26302351,-1,26302351,23472467,0,0,0,0,0,4096,16,100,100,2021-06-09.16:48:35
livej,4847571,68993773,ac4trim,4,248.425000,576074,-1,576074,545656,0,0,0,0,0,4096,274,100,100,2021-06-09.16:48:39
patent,6009555,16518948,ac4trim,4,207.984000,6009552,-1,6009552,5302119,0,0,0,0,0,4096,127,100,100,2021-06-09.16:48:41
pokec,1632804,30622564,ac4trim,4,17.751000,212042,-1,212042,255433,0,0,0,0,0,4096,34,100,100,2021-06-09.16:48:42
rmat-1m-8m,999760,7810950,ac4trim,4,78.576000,999760,-1,999760,7206812,0,0,0,0,0,4096,327,100,100,2021-06-09.16:48:43
ssca2,1048577,157877986,ac4trim,4,571.539000,11,-1,11,10,0,0,0,0,0,4096,1,100,100,2021-06-09.16:48:50
wiki-links,5710993,130160392,ac4trim,4,5460.646000,7415,-1,7415,40555,0,0,0,0,0,4096,549,100,100,2021-06-09.16:49:02
wikitalk,2394385,5021410,ac4trim,4,15.844000,2262385,-1,2262385,1027289,0,0,0,0,0,4096,33,100,100,2021-06-09.16:49:03
wiki_talk_en,2987536,24981163,ac4trim,4,490.297000,2293679,-1,2293679,1242610,0,0,0,0,0,4096,84,100,100,2021-06-09.16:49:05
ba-1m-8m,1000000,7999964,fasttrim,6,206.075000,1000000,-1,1000000,6161167,0,0,0,0,0,4096,28,100,100,2021-06-09.16:49:06
baidu,2141301,17794839,fasttrim,6,42.119000,597244,-1,597244,369677,0,0,0,0,0,4096,110,100,100,2021-06-09.16:49:07
bakery.6,11845035,40400559,fasttrim,6,188.913000,2636196,-1,2636196,3102843,0,0,0,0,0,4096,50,100,100,2021-06-09.16:49:10
cambridge.6,3354295,9483191,fasttrim,6,49.743000,8412,-1,8412,599201,0,0,0,0,0,4096,7,100,100,2021-06-09.16:49:10
dbpedia,3966925,13820853,fasttrim,6,72.282000,1437127,-1,1437127,914316,0,0,0,0,0,4096,630,100,100,2021-06-09.16:49:11
er-1m-8m,1000000,8000000,fasttrim,6,25.531000,345,-1,345,180232,0,0,0,0,0,4096,1,100,100,2021-06-09.16:49:12
leader_filters.7,26302351,91692858,fasttrim,6,275.864000,26302351,-1,26302351,16371025,0,0,0,0,0,4096,85,100,100,2021-06-09.16:49:17
livej,4847571,68993773,fasttrim,6,158.572000,576074,-1,576074,752198,0,0,0,0,0,4096,8,100,100,2021-06-09.16:49:20
patent,6009555,16518948,fasttrim,6,60.466000,6009552,-1,6009552,2818249,0,0,0,0,0,4096,54,100,100,2021-06-09.16:49:22
pokec,1632804,30622564,fasttrim,6,33.708000,212042,-1,212042,255955,0,0,0,0,0,4096,7,100,100,2021-06-09.16:49:23
rmat-1m-8m,999760,7810950,fasttrim,6,88.179000,999760,-1,999760,7456185,0,0,0,0,0,4096,378,100,100,2021-06-09.16:49:24
ssca2,1048577,157877986,fasttrim,6,75.539000,11,-1,11,188414,0,0,0,0,0,4096,1,100,100,2021-06-09.16:49:31
wiki-links,5710993,130160392,fasttrim,6,158.703000,7415,-1,7415,987136,0,0,0,0,0,4096,549,100,100,2021-06-09.16:49:38
wikitalk,2394385,5021410,fasttrim,6,10.339000,2262385,-1,2262385,31547,0,0,0,0,0,4096,7,100,100,2021-06-09.16:49:38
wiki_talk_en,2987536,24981163,fasttrim,6,17.481000,2293679,-1,2293679,122010,0,0,0,0,0,4096,2,100,100,2021-06-09.16:49:40
ba-1m-8m,1000000,7999964,trim,6,59.760000,1000000,114,1000000,3847563,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:49:41
baidu,2141301,17794839,trim,6,57.315000,597244,9,597244,2524904,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:49:42
bakery.6,11845035,40400559,trim,6,1771.395000,2636196,47,2636196,85553504,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:49:45
cambridge.6,3354295,9483191,trim,6,447.029000,8412,65,8412,37078054,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:49:46
dbpedia,3966925,13820853,trim,6,901.105000,1437127,115,1437127,53741784,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:49:48
er-1m-8m,1000000,8000000,trim,6,6.632000,345,2,345,352784,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:49:49
leader_filters.7,26302351,91692858,trim,6,2346.588000,26302351,73,26302351,90390442,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:49:56
livej,4847571,68993773,trim,6,236.263000,576074,8,576074,5997447,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:49:59
patent,6009555,16518948,trim,6,49.668000,6009552,5,6009552,2903875,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:50:01
pokec,1632804,30622564,trim,6,82.103000,212042,5,212042,1285209,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:50:02
rmat-1m-8m,999760,7810950,trim,6,4521.686000,999760,6831,999760,153880808,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:50:07
ssca2,1048577,157877986,trim,6,23.391000,11,2,11,380930,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:50:14
wiki-links,5710993,130160392,trim,6,136.128000,7415,4,7415,3857387,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:50:21
wikitalk,2394385,5021410,trim,6,10.238000,2262385,5,2262385,134240,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:50:21
wiki_talk_en,2987536,24981163,trim,6,22.137000,2293679,5,2293679,694566,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:50:23
ba-1m-8m,1000000,7999964,ac4trim,6,75.047000,1000000,-1,1000000,3518332,0,0,0,0,0,4096,65,100,100,2021-06-09.16:50:24
baidu,2141301,17794839,ac4trim,6,33.525000,597244,-1,597244,892395,0,0,0,0,0,4096,354,100,100,2021-06-09.16:50:25
bakery.6,11845035,40400559,ac4trim,6,53.655000,2636196,-1,2636196,1630568,0,0,0,0,0,4096,21,100,100,2021-06-09.16:50:27
cambridge.6,3354295,9483191,ac4trim,6,8.097000,8412,-1,8412,3711,0,0,0,0,0,4096,17,100,100,2021-06-09.16:50:28
dbpedia,3966925,13820853,ac4trim,6,53.418000,1437127,-1,1437127,2440870,0,0,0,0,0,4096,17153,100,100,2021-06-09.16:50:28
er-1m-8m,1000000,8000000,ac4trim,6,4.230000,345,-1,345,568,0,0,0,0,0,4096,1,100,100,2021-06-09.16:50:29
leader_filters.7,26302351,91692858,ac4trim,6,289.303000,26302351,-1,26302351,15819866,0,0,0,0,0,4096,16,100,100,2021-06-09.16:50:34
livej,4847571,68993773,ac4trim,6,695.568000,576074,-1,576074,381238,0,0,0,0,0,4096,274,100,100,2021-06-09.16:50:38
patent,6009555,16518948,ac4trim,6,225.337000,6009552,-1,6009552,5057621,0,0,0,0,0,4096,112,100,100,2021-06-09.16:50:40
pokec,1632804,30622564,ac4trim,6,18.183000,212042,-1,212042,173406,0,0,0,0,0,4096,34,100,100,2021-06-09.16:50:41
rmat-1m-8m,999760,7810950,ac4trim,6,77.242000,999760,-1,999760,7153863,0,0,0,0,0,4096,327,100,100,2021-06-09.16:50:42
ssca2,1048577,157877986,ac4trim,6,42.393000,11,-1,11,11,0,0,0,0,0,4096,1,100,100,2021-06-09.16:50:48
wiki-links,5710993,130160392,ac4trim,6,2418.416000,7415,-1,7415,40555,0,0,0,0,0,4096,549,100,100,2021-06-09.16:50:58
wikitalk,2394385,5021410,ac4trim,6,21.175000,2262385,-1,2262385,666859,0,0,0,0,0,4096,33,100,100,2021-06-09.16:50:58
wiki_talk_en,2987536,24981163,ac4trim,6,29.120000,2293679,-1,2293679,869876,0,0,0,0,0,4096,84,100,100,2021-06-09.16:51:00
ba-1m-8m,1000000,7999964,fasttrim,8,213.223000,1000000,-1,1000000,6251585,0,0,0,0,0,4096,28,100,100,2021-06-09.16:51:01
baidu,2141301,17794839,fasttrim,8,44.538000,597244,-1,597244,266393,0,0,0,0,0,4096,109,100,100,2021-06-09.16:51:02
bakery.6,11845035,40400559,fasttrim,8,167.998000,2636196,-1,2636196,2303957,0,0,0,0,0,4096,50,100,100,2021-06-09.16:51:04
cambridge.6,3354295,9483191,fasttrim,8,48.026000,8412,-1,8412,443268,0,0,0,0,0,4096,7,100,100,2021-06-09.16:51:04
dbpedia,3966925,13820853,fasttrim,8,78.625000,1437127,-1,1437127,679789,0,0,0,0,0,4096,828,100,100,2021-06-09.16:51:05
er-1m-8m,1000000,8000000,fasttrim,8,25.022000,345,-1,345,126997,0,0,0,0,0,4096,1,100,100,2021-06-09.16:51:06
leader_filters.7,26302351,91692858,fasttrim,8,287.507000,26302351,-1,26302351,11842200,0,0,0,0,0,4096,90,100,100,2021-06-09.16:51:11
livej,4847571,68993773,fasttrim,8,144.561000,576074,-1,576074,577272,0,0,0,0,0,4096,8,100,100,2021-06-09.16:51:14
patent,6009555,16518948,fasttrim,8,65.907000,6009552,-1,6009552,2089448,0,0,0,0,0,4096,54,100,100,2021-06-09.16:51:16
pokec,1632804,30622564,fasttrim,8,30.424000,212042,-1,212042,187208,0,0,0,0,0,4096,7,100,100,2021-06-09.16:51:17
rmat-1m-8m,999760,7810950,fasttrim,8,88.594000,999760,-1,999760,7431073,0,0,0,0,0,4096,449,100,100,2021-06-09.16:51:18
ssca2,1048577,157877986,fasttrim,8,30.924000,11,-1,11,135169,0,0,0,0,0,4096,1,100,100,2021-06-09.16:51:25
wiki-links,5710993,130160392,fasttrim,8,148.363000,7415,-1,7415,733184,0,0,0,0,0,4096,549,100,100,2021-06-09.16:51:31
wikitalk,2394385,5021410,fasttrim,8,10.054000,2262385,-1,2262385,22711,0,0,0,0,0,4096,7,100,100,2021-06-09.16:51:32
wiki_talk_en,2987536,24981163,fasttrim,8,17.158000,2293679,-1,2293679,90798,0,0,0,0,0,4096,2,100,100,2021-06-09.16:51:34
ba-1m-8m,1000000,7999964,trim,8,50.938000,1000000,112,1000000,3255643,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:51:34
baidu,2141301,17794839,trim,8,56.587000,597244,9,597244,1853823,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:51:35
bakery.6,11845035,40400559,trim,8,1805.365000,2636196,47,2636196,60370742,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:51:39
cambridge.6,3354295,9483191,trim,8,449.989000,8412,65,8412,27926248,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:51:40
dbpedia,3966925,13820853,trim,8,870.681000,1437127,114,1437127,37171831,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:51:42
er-1m-8m,1000000,8000000,trim,8,6.265000,345,2,345,270295,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:51:42
leader_filters.7,26302351,91692858,trim,8,2568.702000,26302351,73,26302351,59537134,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:51:49
livej,4847571,68993773,trim,8,223.507000,576074,8,576074,4336964,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:51:53
patent,6009555,16518948,trim,8,47.774000,6009552,5,6009552,2128175,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:51:54
pokec,1632804,30622564,trim,8,54.461000,212042,5,212042,940899,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:51:56
rmat-1m-8m,999760,7810950,trim,8,3958.443000,999760,6831,999760,114198974,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:52:01
ssca2,1048577,157877986,trim,8,23.775000,11,2,11,270337,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:52:07
wiki-links,5710993,130160392,trim,8,170.323000,7415,4,7415,2907972,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:52:14
wikitalk,2394385,5021410,trim,8,10.793000,2262385,5,2262385,98150,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:52:14
wiki_talk_en,2987536,24981163,trim,8,23.290000,2293679,5,2293679,453725,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:52:16
ba-1m-8m,1000000,7999964,ac4trim,8,76.371000,1000000,-1,1000000,3242948,0,0,0,0,0,4096,65,100,100,2021-06-09.16:52:17
baidu,2141301,17794839,ac4trim,8,33.206000,597244,-1,597244,703079,0,0,0,0,0,4096,357,100,100,2021-06-09.16:52:18
bakery.6,11845035,40400559,ac4trim,8,51.982000,2636196,-1,2636196,1220907,0,0,0,0,0,4096,21,100,100,2021-06-09.16:52:20
cambridge.6,3354295,9483191,ac4trim,8,8.252000,8412,-1,8412,2976,0,0,0,0,0,4096,17,100,100,2021-06-09.16:52:20
dbpedia,3966925,13820853,ac4trim,8,54.785000,1437127,-1,1437127,2442970,0,0,0,0,0,4096,17337,100,100,2021-06-09.16:52:21
er-1m-8m,1000000,8000000,ac4trim,8,4.126000,345,-1,345,430,0,0,0,0,0,4096,1,100,100,2021-06-09.16:52:22
leader_filters.7,26302351,91692858,ac4trim,8,1151.633000,26302351,-1,26302351,12146205,0,0,0,0,0,4096,16,100,100,2021-06-09.16:52:27
livej,4847571,68993773,ac4trim,8,279.307000,576074,-1,576074,297210,0,0,0,0,0,4096,274,100,100,2021-06-09.16:52:31
patent,6009555,16518948,ac4trim,8,503.379000,6009552,-1,6009552,3712046,0,0,0,0,0,4096,99,100,100,2021-06-09.16:52:33
pokec,1632804,30622564,ac4trim,8,16.933000,212042,-1,212042,129112,0,0,0,0,0,4096,34,100,100,2021-06-09.16:52:35
rmat-1m-8m,999760,7810950,ac4trim,8,78.202000,999760,-1,999760,7132316,0,0,0,0,0,4096,317,100,100,2021-06-09.16:52:35
ssca2,1048577,157877986,ac4trim,8,405.434000,11,-1,11,7,0,0,0,0,0,4096,1,100,100,2021-06-09.16:52:42
wiki-links,5710993,130160392,ac4trim,8,2560.379000,7415,-1,7415,40555,0,0,0,0,0,4096,549,100,100,2021-06-09.16:52:52
wikitalk,2394385,5021410,ac4trim,8,19.854000,2262385,-1,2262385,483635,0,0,0,0,0,4096,33,100,100,2021-06-09.16:52:52
wiki_talk_en,2987536,24981163,ac4trim,8,30.905000,2293679,-1,2293679,657632,0,0,0,0,0,4096,84,100,100,2021-06-09.16:52:54
ba-1m-8m,1000000,7999964,fasttrim,10,258.920000,1000000,-1,1000000,6208389,0,0,0,0,0,4096,26,100,100,2021-06-09.16:52:55
baidu,2141301,17794839,fasttrim,10,61.700000,597244,-1,597244,228541,0,0,0,0,0,4096,108,100,100,2021-06-09.16:52:56
bakery.6,11845035,40400559,fasttrim,10,173.143000,2636196,-1,2636196,1907933,0,0,0,0,0,4096,50,100,100,2021-06-09.16:52:58
cambridge.6,3354295,9483191,fasttrim,10,51.278000,8412,-1,8412,365248,0,0,0,0,0,4096,7,100,100,2021-06-09.16:52:58
dbpedia,3966925,13820853,fasttrim,10,122.491000,1437127,-1,1437127,559840,0,0,0,0,0,4096,785,100,100,2021-06-09.16:52:59
er-1m-8m,1000000,8000000,fasttrim,10,31.491000,345,-1,345,200709,0,0,0,0,0,4096,1,100,100,2021-06-09.16:53:00
leader_filters.7,26302351,91692858,fasttrim,10,305.037000,26302351,-1,26302351,9741600,0,0,0,0,0,4096,107,100,100,2021-06-09.16:53:04
livej,4847571,68993773,fasttrim,10,166.705000,576074,-1,576074,462787,0,0,0,0,0,4096,8,100,100,2021-06-09.16:53:08
patent,6009555,16518948,fasttrim,10,52.203000,6009552,-1,6009552,1754554,0,0,0,0,0,4096,54,100,100,2021-06-09.16:53:09
pokec,1632804,30622564,fasttrim,10,33.924000,212042,-1,212042,153998,0,0,0,0,0,4096,7,100,100,2021-06-09.16:53:10
rmat-1m-8m,999760,7810950,fasttrim,10,95.334000,999760,-1,999760,7421138,0,0,0,0,0,4096,449,100,100,2021-06-09.16:53:11
ssca2,1048577,157877986,fasttrim,10,51.205000,11,-1,11,147457,0,0,0,0,0,4096,1,100,100,2021-06-09.16:53:16
wiki-links,5710993,130160392,fasttrim,10,149.390000,7415,-1,7415,602116,0,0,0,0,0,4096,549,100,100,2021-06-09.16:53:22
wikitalk,2394385,5021410,fasttrim,10,9.660000,2262385,-1,2262385,17999,0,0,0,0,0,4096,7,100,100,2021-06-09.16:53:23
wiki_talk_en,2987536,24981163,fasttrim,10,17.774000,2293679,-1,2293679,74272,0,0,0,0,0,4096,2,100,100,2021-06-09.16:53:25
ba-1m-8m,1000000,7999964,trim,10,46.241000,1000000,113,1000000,2983922,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:25
baidu,2141301,17794839,trim,10,51.951000,597244,9,597244,1622593,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:26
bakery.6,11845035,40400559,trim,10,1574.936000,2636196,47,2636196,55011170,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:29
cambridge.6,3354295,9483191,trim,10,436.117000,8412,65,8412,23565468,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:30
dbpedia,3966925,13820853,trim,10,823.036000,1437127,114,1437127,36221627,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:32
er-1m-8m,1000000,8000000,trim,10,5.983000,345,2,345,233996,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:32
leader_filters.7,26302351,91692858,trim,10,2282.710000,26302351,73,26302351,63662598,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:39
livej,4847571,68993773,trim,10,189.877000,576074,8,576074,3682380,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:42
patent,6009555,16518948,trim,10,44.861000,6009552,5,6009552,1771285,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:44
pokec,1632804,30622564,trim,10,36.865000,212042,5,212042,876831,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:45
rmat-1m-8m,999760,7810950,trim,10,2838.999000,999760,6832,999760,102205760,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:48
ssca2,1048577,157877986,trim,10,39.796000,11,2,11,294908,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:53:54
wiki-links,5710993,130160392,trim,10,139.723000,7415,4,7415,2457054,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:54:00
wikitalk,2394385,5021410,trim,10,8.287000,2262385,5,2262385,101901,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:54:01
wiki_talk_en,2987536,24981163,trim,10,19.986000,2293679,5,2293679,515868,0,0,0,0,0,4096,-1,100,100,2021-06-09.16:54:02
ba-1m-8m,1000000,7999964,ac4trim,10,75.135000,1000000,-1,1000000,3027076,0,0,0,0,0,4096,65,100,100,2021-06-09.16:54:03
baidu,2141301,17794839,ac4trim,10,27.700000,597244,-1,597244,619961,0,0,0,0,0,4096,365,100,100,2021-06-09.16:54:04
bakery.6,11845035,40400559,ac4trim,10,51.540000,2636196,-1,2636196,1054242,0,0,0,0,0,4096,21,100,100,2021-06-09.16:54:06
cambridge.6,3354295,9483191,ac4trim,10,7.186000,8412,-1,8412,3183,0,0,0,0,0,4096,17,100,100,2021-06-09.16:54:06
dbpedia,3966925,13820853,ac4trim,10,55.133000,1437127,-1,1437127,2443945,0,0,0,0,0,4096,19188,100,100,2021-06-09.16:54:07
er-1m-8m,1000000,8000000,ac4trim,10,3.750000,345,-1,345,407,0,0,0,0,0,4096,1,100,100,2021-06-09.16:54:08
leader_filters.7,26302351,91692858,ac4trim,10,217.014000,26302351,-1,26302351,10053053,0,0,0,0,0,4096,16,100,100,2021-06-09.16:54:13
livej,4847571,68993773,ac4trim,10,54.311000,576074,-1,576074,232407,0,0,0,0,0,4096,274,100,100,2021-06-09.16:54:16
patent,6009555,16518948,ac4trim,10,209.006000,6009552,-1,6009552,4135272,0,0,0,0,0,4096,87,100,100,2021-06-09.16:54:17
pokec,1632804,30622564,ac4trim,10,15.284000,212042,-1,212042,111964,0,0,0,0,0,4096,34,100,100,2021-06-09.16:54:18
rmat-1m-8m,999760,7810950,ac4trim,10,92.015000,999760,-1,999760,7093384,0,0,0,0,0,4096,275,100,100,2021-06-09.16:54:19
ssca2,1048577,157877986,ac4trim,10,61.930000,11,-1,11,10,0,0,0,0,0,4096,1,100,100,2021-06-09.16:54:25
wiki-links,5710993,130160392,ac4trim,10,46.794000,7415,-1,7415,40555,0,0,0,0,0,4096,549,100,100,2021-06-09.16:54:30
wikitalk,2394385,5021410,ac4trim,10,21.369000,2262385,-1,2262385,373476,0,0,0,0,0,4096,33,100,100,2021-06-09.16:54:31
wiki_talk_en,2987536,24981163,ac4trim,10,34.807000,2293679,-1,2293679,514470,0,0,0,0,0,4096,84,100,100,2021-06-09.16:54:32
ba-1m-8m,1000000,7999964,fasttrim,12,234.199000,1000000,-1,1000000,6094735,0,0,0,0,0,4096,27,100,100,2021-06-09.16:54:33
baidu,2141301,17794839,fasttrim,12,65.066000,597244,-1,597244,215167,0,0,0,0,0,4096,110,100,100,2021-06-09.16:54:34
bakery.6,11845035,40400559,fasttrim,12,167.946000,2636196,-1,2636196,1562629,0,0,0,0,0,4096,50,100,100,2021-06-09.16:54:36
