model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,push,vs,es,date
dbpedia,3966925,13820853,ac4trim,6,54.730000,1437127,-1,1437127,2440950,0,0,0,0,0,4096,17195,100,100,2021-06-10.00:25:00
er-1m-8m,1000000,8000000,ac4trim,6,4.330000,345,-1,345,699,0,0,0,0,0,4096,1,100,100,2021-06-10.00:25:00
leader_filters.7,26302351,91692858,ac4trim,6,706.848000,26302351,-1,26302351,15942604,0,0,0,0,0,4096,17,100,100,2021-06-10.00:25:06
livej,4847571,68993773,ac4trim,6,49.357000,576074,-1,576074,366834,0,0,0,0,0,4096,274,100,100,2021-06-10.00:25:09
patent,6009555,16518948,ac4trim,6,218.047000,6009552,-1,6009552,4766313,0,0,0,0,0,4096,141,100,100,2021-06-10.00:25:11
pokec,1632804,30622564,ac4trim,6,17.820000,212042,-1,212042,179017,0,0,0,0,0,4096,34,100,100,2021-06-10.00:25:12
rmat-1m-8m,999760,7810950,ac4trim,6,74.252000,999760,-1,999760,7153938,0,0,0,0,0,4096,317,100,100,2021-06-10.00:25:13
ssca2,1048577,157877986,ac4trim,6,529.193000,11,-1,11,13,0,0,0,0,0,4096,1,100,100,2021-06-10.00:25:20
wiki-links,5710993,130160392,ac4trim,6,2405.959000,7415,-1,7415,40555,0,0,0,0,0,4096,549,100,100,2021-06-10.00:25:29
wikitalk,2394385,5021410,ac4trim,6,21.083000,2262385,-1,2262385,664301,0,0,0,0,0,4096,33,100,100,2021-06-10.00:25:30
wiki_talk_en,2987536,24981163,ac4trim,6,79.624000,2293679,-1,2293679,876779,0,0,0,0,0,4096,84,100,100,2021-06-10.00:25:32
ba-1m-8m,1000000,7999964,fasttrim,8,225.062000,1000000,-1,1000000,6336020,0,0,0,0,0,4096,28,100,100,2021-06-10.00:25:32
baidu,2141301,17794839,fasttrim,8,43.942000,597244,-1,597244,269622,0,0,0,0,0,4096,110,100,100,2021-06-10.00:25:33
bakery.6,11845035,40400559,fasttrim,8,168.477000,2636196,-1,2636196,2299662,0,0,0,0,0,4096,50,100,100,2021-06-10.00:25:36
cambridge.6,3354295,9483191,fasttrim,8,48.435000,8412,-1,8412,451491,0,0,0,0,0,4096,7,100,100,2021-06-10.00:25:36
dbpedia,3966925,13820853,fasttrim,8,79.153000,1437127,-1,1437127,685753,0,0,0,0,0,4096,793,100,100,2021-06-10.00:25:37
er-1m-8m,1000000,8000000,fasttrim,8,24.920000,345,-1,345,126986,0,0,0,0,0,4096,1,100,100,2021-06-10.00:25:38
leader_filters.7,26302351,91692858,fasttrim,8,278.946000,26302351,-1,26302351,11697388,0,0,0,0,0,4096,90,100,100,2021-06-10.00:25:42
livej,4847571,68993773,fasttrim,8,151.161000,576074,-1,576074,587646,0,0,0,0,0,4096,8,100,100,2021-06-10.00:25:46
patent,6009555,16518948,fasttrim,8,59.423000,6009552,-1,6009552,2142211,0,0,0,0,0,4096,54,100,100,2021-06-10.00:25:47
pokec,1632804,30622564,fasttrim,8,31.527000,212042,-1,212042,187270,0,0,0,0,0,4096,7,100,100,2021-06-10.00:25:49
rmat-1m-8m,999760,7810950,fasttrim,8,89.304000,999760,-1,999760,7429517,0,0,0,0,0,4096,379,100,100,2021-06-10.00:25:50
ssca2,1048577,157877986,fasttrim,8,62.897000,11,-1,11,143361,0,0,0,0,0,4096,1,100,100,2021-06-10.00:25:56
wiki-links,5710993,130160392,fasttrim,8,158.278000,7415,-1,7415,733184,0,0,0,0,0,4096,549,100,100,2021-06-10.00:26:03
wikitalk,2394385,5021410,fasttrim,8,9.971000,2262385,-1,2262385,22033,0,0,0,0,0,4096,7,100,100,2021-06-10.00:26:03
wiki_talk_en,2987536,24981163,fasttrim,8,17.285000,2293679,-1,2293679,90380,0,0,0,0,0,4096,2,100,100,2021-06-10.00:26:05
ba-1m-8m,1000000,7999964,trim,8,50.514000,1000000,111,1000000,3291304,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:06
baidu,2141301,17794839,trim,8,55.149000,597244,9,597244,1838949,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:07
bakery.6,11845035,40400559,trim,8,1776.227000,2636196,47,2636196,60129132,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:11
cambridge.6,3354295,9483191,trim,8,453.358000,8412,65,8412,27908227,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:12
dbpedia,3966925,13820853,trim,8,874.054000,1437127,114,1437127,37238846,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:13
er-1m-8m,1000000,8000000,trim,8,6.483000,345,2,345,258015,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:14
leader_filters.7,26302351,91692858,trim,8,2148.464000,26302351,73,26302351,59172330,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:21
livej,4847571,68993773,trim,8,217.739000,576074,8,576074,4342996,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:24
patent,6009555,16518948,trim,8,54.861000,6009552,5,6009552,2134705,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:26
pokec,1632804,30622564,trim,8,41.983000,212042,5,212042,915970,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:27
rmat-1m-8m,999760,7810950,trim,8,4069.596000,999760,6834,999760,114361342,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:32
ssca2,1048577,157877986,trim,8,15.722000,11,2,11,278529,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:38
wiki-links,5710993,130160392,trim,8,130.989000,7415,4,7415,2895285,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:45
wikitalk,2394385,5021410,trim,8,10.471000,2262385,5,2262385,101024,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:46
wiki_talk_en,2987536,24981163,trim,8,21.188000,2293679,5,2293679,453676,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:26:48
ba-1m-8m,1000000,7999964,ac4trim,8,77.205000,1000000,-1,1000000,3263340,0,0,0,0,0,4096,65,100,100,2021-06-10.00:26:48
baidu,2141301,17794839,ac4trim,8,32.855000,597244,-1,597244,693625,0,0,0,0,0,4096,358,100,100,2021-06-10.00:26:49
bakery.6,11845035,40400559,ac4trim,8,50.002000,2636196,-1,2636196,1190870,0,0,0,0,0,4096,21,100,100,2021-06-10.00:26:51
cambridge.6,3354295,9483191,ac4trim,8,8.118000,8412,-1,8412,3187,0,0,0,0,0,4096,17,100,100,2021-06-10.00:26:52
dbpedia,3966925,13820853,ac4trim,8,54.859000,1437127,-1,1437127,2442827,0,0,0,0,0,4096,17329,100,100,2021-06-10.00:26:53
er-1m-8m,1000000,8000000,ac4trim,8,3.995000,345,-1,345,434,0,0,0,0,0,4096,1,100,100,2021-06-10.00:26:53
leader_filters.7,26302351,91692858,ac4trim,8,2414.019000,26302351,-1,26302351,12198086,0,0,0,0,0,4096,17,100,100,2021-06-10.00:27:00
livej,4847571,68993773,ac4trim,8,49.793000,576074,-1,576074,284112,0,0,0,0,0,4096,274,100,100,2021-06-10.00:27:04
patent,6009555,16518948,ac4trim,8,202.974000,6009552,-1,6009552,3768178,0,0,0,0,0,4096,99,100,100,2021-06-10.00:27:05
pokec,1632804,30622564,ac4trim,8,16.996000,212042,-1,212042,130952,0,0,0,0,0,4096,34,100,100,2021-06-10.00:27:07
rmat-1m-8m,999760,7810950,ac4trim,8,76.264000,999760,-1,999760,7134667,0,0,0,0,0,4096,317,100,100,2021-06-10.00:27:07
ssca2,1048577,157877986,ac4trim,8,45.589000,11,-1,11,11,0,0,0,0,0,4096,1,100,100,2021-06-10.00:27:14
wiki-links,5710993,130160392,ac4trim,8,39.872000,7415,-1,7415,40555,0,0,0,0,0,4096,549,100,100,2021-06-10.00:27:21
wikitalk,2394385,5021410,ac4trim,8,18.762000,2262385,-1,2262385,491286,0,0,0,0,0,4096,33,100,100,2021-06-10.00:27:21
wiki_talk_en,2987536,24981163,ac4trim,8,30.267000,2293679,-1,2293679,654582,0,0,0,0,0,4096,84,100,100,2021-06-10.00:27:23
ba-1m-8m,1000000,7999964,fasttrim,10,194.059000,1000000,-1,1000000,6037168,0,0,0,0,0,4096,29,100,100,2021-06-10.00:27:24
baidu,2141301,17794839,fasttrim,10,62.743000,597244,-1,597244,226442,0,0,0,0,0,4096,110,100,100,2021-06-10.00:27:25
bakery.6,11845035,40400559,fasttrim,10,171.846000,2636196,-1,2636196,1912249,0,0,0,0,0,4096,50,100,100,2021-06-10.00:27:27
cambridge.6,3354295,9483191,fasttrim,10,50.394000,8412,-1,8412,373204,0,0,0,0,0,4096,7,100,100,2021-06-10.00:27:27
dbpedia,3966925,13820853,fasttrim,10,123.725000,1437127,-1,1437127,567753,0,0,0,0,0,4096,748,100,100,2021-06-10.00:27:28
er-1m-8m,1000000,8000000,fasttrim,10,27.206000,345,-1,345,106497,0,0,0,0,0,4096,1,100,100,2021-06-10.00:27:29
leader_filters.7,26302351,91692858,fasttrim,10,291.480000,26302351,-1,26302351,10014738,0,0,0,0,0,4096,101,100,100,2021-06-10.00:27:34
livej,4847571,68993773,fasttrim,10,169.223000,576074,-1,576074,451738,0,0,0,0,0,4096,8,100,100,2021-06-10.00:27:37
patent,6009555,16518948,fasttrim,10,52.466000,6009552,-1,6009552,1756779,0,0,0,0,0,4096,55,100,100,2021-06-10.00:27:38
pokec,1632804,30622564,fasttrim,10,34.361000,212042,-1,212042,155579,0,0,0,0,0,4096,7,100,100,2021-06-10.00:27:39
rmat-1m-8m,999760,7810950,fasttrim,10,89.420000,999760,-1,999760,7427662,0,0,0,0,0,4096,447,100,100,2021-06-10.00:27:40
ssca2,1048577,157877986,fasttrim,10,30.358000,11,-1,11,118784,0,0,0,0,0,4096,1,100,100,2021-06-10.00:27:46
wiki-links,5710993,130160392,fasttrim,10,143.828000,7415,-1,7415,602116,0,0,0,0,0,4096,549,100,100,2021-06-10.00:27:52
wikitalk,2394385,5021410,fasttrim,10,9.936000,2262385,-1,2262385,18391,0,0,0,0,0,4096,7,100,100,2021-06-10.00:27:52
wiki_talk_en,2987536,24981163,fasttrim,10,17.589000,2293679,-1,2293679,74107,0,0,0,0,0,4096,2,100,100,2021-06-10.00:27:54
ba-1m-8m,1000000,7999964,trim,10,41.831000,1000000,111,1000000,3011027,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:27:55
baidu,2141301,17794839,trim,10,49.450000,597244,9,597244,1649918,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:27:55
bakery.6,11845035,40400559,trim,10,1621.583000,2636196,47,2636196,54898868,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:27:59
cambridge.6,3354295,9483191,trim,10,437.415000,8412,65,8412,23616668,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:00
dbpedia,3966925,13820853,trim,10,821.478000,1437127,114,1437127,35416777,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:02
er-1m-8m,1000000,8000000,trim,10,6.191000,345,2,345,237538,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:02
leader_filters.7,26302351,91692858,trim,10,2086.621000,26302351,73,26302351,62837919,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:09
livej,4847571,68993773,trim,10,209.714000,576074,8,576074,3691657,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:12
patent,6009555,16518948,trim,10,44.518000,6009552,5,6009552,1796087,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:13
pokec,1632804,30622564,trim,10,37.085000,212042,5,212042,876201,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:14
rmat-1m-8m,999760,7810950,trim,10,2873.351000,999760,6831,999760,101445237,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:18
ssca2,1048577,157877986,trim,10,11.387000,11,2,11,221185,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:24
wiki-links,5710993,130160392,trim,10,132.385000,7415,4,7415,2420584,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:30
wikitalk,2394385,5021410,trim,10,8.411000,2262385,5,2262385,102585,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:30
wiki_talk_en,2987536,24981163,trim,10,20.747000,2293679,5,2293679,497444,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:28:32
ba-1m-8m,1000000,7999964,ac4trim,10,88.010000,1000000,-1,1000000,3186916,0,0,0,0,0,4096,65,100,100,2021-06-10.00:28:32
baidu,2141301,17794839,ac4trim,10,28.327000,597244,-1,597244,625821,0,0,0,0,0,4096,364,100,100,2021-06-10.00:28:33
bakery.6,11845035,40400559,ac4trim,10,50.576000,2636196,-1,2636196,1017585,0,0,0,0,0,4096,21,100,100,2021-06-10.00:28:35
cambridge.6,3354295,9483191,ac4trim,10,7.098000,8412,-1,8412,2821,0,0,0,0,0,4096,17,100,100,2021-06-10.00:28:36
dbpedia,3966925,13820853,ac4trim,10,58.922000,1437127,-1,1437127,2444138,0,0,0,0,0,4096,19375,100,100,2021-06-10.00:28:36
er-1m-8m,1000000,8000000,ac4trim,10,3.722000,345,-1,345,415,0,0,0,0,0,4096,1,100,100,2021-06-10.00:28:37
leader_filters.7,26302351,91692858,ac4trim,10,508.799000,26302351,-1,26302351,10364141,0,0,0,0,0,4096,16,100,100,2021-06-10.00:28:42
livej,4847571,68993773,ac4trim,10,57.530000,576074,-1,576074,239606,0,0,0,0,0,4096,274,100,100,2021-06-10.00:28:45
patent,6009555,16518948,ac4trim,10,195.019000,6009552,-1,6009552,3661281,0,0,0,0,0,4096,99,100,100,2021-06-10.00:28:46
pokec,1632804,30622564,ac4trim,10,15.071000,212042,-1,212042,107765,0,0,0,0,0,4096,34,100,100,2021-06-10.00:28:48
rmat-1m-8m,999760,7810950,ac4trim,10,89.196000,999760,-1,999760,7110884,0,0,0,0,0,4096,317,100,100,2021-06-10.00:28:48
ssca2,1048577,157877986,ac4trim,10,33.133000,11,-1,11,11,0,0,0,0,0,4096,1,100,100,2021-06-10.00:28:54
wiki-links,5710993,130160392,ac4trim,10,2305.486000,7415,-1,7415,40555,0,0,0,0,0,4096,549,100,100,2021-06-10.00:29:03
wikitalk,2394385,5021410,ac4trim,10,21.582000,2262385,-1,2262385,379178,0,0,0,0,0,4096,33,100,100,2021-06-10.00:29:03
wiki_talk_en,2987536,24981163,ac4trim,10,32.538000,2293679,-1,2293679,524880,0,0,0,0,0,4096,84,100,100,2021-06-10.00:29:05
ba-1m-8m,1000000,7999964,fasttrim,12,185.785000,1000000,-1,1000000,5531977,0,0,0,0,0,4096,27,100,100,2021-06-10.00:29:05
baidu,2141301,17794839,fasttrim,12,64.327000,597244,-1,597244,215192,0,0,0,0,0,4096,108,100,100,2021-06-10.00:29:06
bakery.6,11845035,40400559,fasttrim,12,168.436000,2636196,-1,2636196,1590576,0,0,0,0,0,4096,50,100,100,2021-06-10.00:29:08
cambridge.6,3354295,9483191,fasttrim,12,50.437000,8412,-1,8412,315905,0,0,0,0,0,4096,7,100,100,2021-06-10.00:29:09
dbpedia,3966925,13820853,fasttrim,12,128.716000,1437127,-1,1437127,612740,0,0,0,0,0,4096,374,100,100,2021-06-10.00:29:10
er-1m-8m,1000000,8000000,fasttrim,12,27.680000,345,-1,345,86027,0,0,0,0,0,4096,1,100,100,2021-06-10.00:29:10
leader_filters.7,26302351,91692858,fasttrim,12,299.165000,26302351,-1,26302351,8188281,0,0,0,0,0,4096,107,100,100,2021-06-10.00:29:15
livej,4847571,68993773,fasttrim,12,154.552000,576074,-1,576074,384988,0,0,0,0,0,4096,8,100,100,2021-06-10.00:29:18
patent,6009555,16518948,fasttrim,12,44.401000,6009552,-1,6009552,1438172,0,0,0,0,0,4096,57,100,100,2021-06-10.00:29:19
pokec,1632804,30622564,fasttrim,12,33.227000,212042,-1,212042,128449,0,0,0,0,0,4096,7,100,100,2021-06-10.00:29:20
rmat-1m-8m,999760,7810950,fasttrim,12,92.339000,999760,-1,999760,7418251,0,0,0,0,0,4096,378,100,100,2021-06-10.00:29:21
ssca2,1048577,157877986,fasttrim,12,30.373000,11,-1,11,98304,0,0,0,0,0,4096,1,100,100,2021-06-10.00:29:26
wiki-links,5710993,130160392,fasttrim,12,145.144000,7415,-1,7415,503808,0,0,0,0,0,4096,549,100,100,2021-06-10.00:29:32
wikitalk,2394385,5021410,fasttrim,12,10.572000,2262385,-1,2262385,18335,0,0,0,0,0,4096,7,100,100,2021-06-10.00:29:32
wiki_talk_en,2987536,24981163,fasttrim,12,16.903000,2293679,-1,2293679,63142,0,0,0,0,0,4096,7,100,100,2021-06-10.00:29:34
ba-1m-8m,1000000,7999964,trim,12,40.118000,1000000,109,1000000,2813567,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:29:34
baidu,2141301,17794839,trim,12,46.592000,597244,9,597244,1311545,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:29:35
bakery.6,11845035,40400559,trim,12,1415.862000,2636196,47,2636196,41002863,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:29:38
cambridge.6,3354295,9483191,trim,12,400.160000,8412,65,8412,18921902,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:29:39
dbpedia,3966925,13820853,trim,12,750.058000,1437127,114,1437127,25817648,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:29:41
er-1m-8m,1000000,8000000,trim,12,5.965000,345,2,345,209453,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:29:41
leader_filters.7,26302351,91692858,trim,12,1973.042000,26302351,73,26302351,42967955,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:29:47
livej,4847571,68993773,trim,12,173.808000,576074,8,576074,2952432,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:29:50
patent,6009555,16518948,trim,12,39.077000,6009552,5,6009552,1532006,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:29:51
pokec,1632804,30622564,trim,12,32.004000,212042,5,212042,687650,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:29:53
rmat-1m-8m,999760,7810950,trim,12,2585.619000,999760,6823,999760,87073121,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:29:56
ssca2,1048577,157877986,trim,12,10.365000,11,2,11,188413,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:30:01
wiki-links,5710993,130160392,trim,12,129.619000,7415,4,7415,2096781,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:30:06
wikitalk,2394385,5021410,trim,12,7.552000,2262385,5,2262385,73482,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:30:07
wiki_talk_en,2987536,24981163,trim,12,20.034000,2293679,5,2293679,322626,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:30:08
ba-1m-8m,1000000,7999964,ac4trim,12,84.444000,1000000,-1,1000000,3183268,0,0,0,0,0,4096,65,100,100,2021-06-10.00:30:09
baidu,2141301,17794839,ac4trim,12,25.654000,597244,-1,597244,615381,0,0,0,0,0,4096,375,100,100,2021-06-10.00:30:10
bakery.6,11845035,40400559,ac4trim,12,55.274000,2636196,-1,2636196,953916,0,0,0,0,0,4096,21,100,100,2021-06-10.00:30:12
cambridge.6,3354295,9483191,ac4trim,12,6.780000,8412,-1,8412,2699,0,0,0,0,0,4096,17,100,100,2021-06-10.00:30:12
dbpedia,3966925,13820853,ac4trim,12,55.035000,1437127,-1,1437127,2444224,0,0,0,0,0,4096,19660,100,100,2021-06-10.00:30:13
er-1m-8m,1000000,8000000,ac4trim,12,3.510000,345,-1,345,314,0,0,0,0,0,4096,1,100,100,2021-06-10.00:30:13
leader_filters.7,26302351,91692858,ac4trim,12,270.170000,26302351,-1,26302351,8448410,0,0,0,0,0,4096,16,100,100,2021-06-10.00:30:18
livej,4847571,68993773,ac4trim,12,48.234000,576074,-1,576074,190898,0,0,0,0,0,4096,274,100,100,2021-06-10.00:30:21
patent,6009555,16518948,ac4trim,12,193.934000,6009552,-1,6009552,3809520,0,0,0,0,0,4096,81,100,100,2021-06-10.00:30:22
pokec,1632804,30622564,ac4trim,12,12.334000,212042,-1,212042,92001,0,0,0,0,0,4096,34,100,100,2021-06-10.00:30:23
rmat-1m-8m,999760,7810950,ac4trim,12,90.777000,999760,-1,999760,7080861,0,0,0,0,0,4096,288,100,100,2021-06-10.00:30:24
ssca2,1048577,157877986,ac4trim,12,30.632000,11,-1,11,9,0,0,0,0,0,4096,1,100,100,2021-06-10.00:30:29
wiki-links,5710993,130160392,ac4trim,12,63.264000,7415,-1,7415,40555,0,0,0,0,0,4096,549,100,100,2021-06-10.00:30:35
wikitalk,2394385,5021410,ac4trim,12,19.227000,2262385,-1,2262385,321690,0,0,0,0,0,4096,33,100,100,2021-06-10.00:30:35
wiki_talk_en,2987536,24981163,ac4trim,12,34.829000,2293679,-1,2293679,440165,0,0,0,0,0,4096,84,100,100,2021-06-10.00:30:37
ba-1m-8m,1000000,7999964,fasttrim,14,224.083000,1000000,-1,1000000,5990767,0,0,0,0,0,4096,28,100,100,2021-06-10.00:30:37
baidu,2141301,17794839,fasttrim,14,78.107000,597244,-1,597244,202216,0,0,0,0,0,4096,108,100,100,2021-06-10.00:30:38
bakery.6,11845035,40400559,fasttrim,14,181.588000,2636196,-1,2636196,1428658,0,0,0,0,0,4096,51,100,100,2021-06-10.00:30:41
cambridge.6,3354295,9483191,fasttrim,14,54.084000,8412,-1,8412,299104,0,0,0,0,0,4096,7,100,100,2021-06-10.00:30:41
dbpedia,3966925,13820853,fasttrim,14,134.964000,1437127,-1,1437127,547419,0,0,0,0,0,4096,879,100,100,2021-06-10.00:30:42
er-1m-8m,1000000,8000000,fasttrim,14,29.811000,345,-1,345,81937,0,0,0,0,0,4096,1,100,100,2021-06-10.00:30:42
leader_filters.7,26302351,91692858,fasttrim,14,281.455000,26302351,-1,26302351,7718427,0,0,0,0,0,4096,101,100,100,2021-06-10.00:30:47
livej,4847571,68993773,fasttrim,14,157.555000,576074,-1,576074,344155,0,0,0,0,0,4096,8,100,100,2021-06-10.00:30:50
patent,6009555,16518948,fasttrim,14,38.030000,6009552,-1,6009552,1218015,0,0,0,0,0,4096,55,100,100,2021-06-10.00:30:51
pokec,1632804,30622564,fasttrim,14,35.480000,212042,-1,212042,116623,0,0,0,0,0,4096,7,100,100,2021-06-10.00:30:52
rmat-1m-8m,999760,7810950,fasttrim,14,92.597000,999760,-1,999760,7414626,0,0,0,0,0,4096,457,100,100,2021-06-10.00:30:53
ssca2,1048577,157877986,fasttrim,14,101.693000,11,-1,11,102402,0,0,0,0,0,4096,1,100,100,2021-06-10.00:30:58
wiki-links,5710993,130160392,fasttrim,14,165.986000,7415,-1,7415,438272,0,0,0,0,0,4096,547,100,100,2021-06-10.00:31:03
wikitalk,2394385,5021410,fasttrim,14,9.010000,2262385,-1,2262385,14973,0,0,0,0,0,4096,7,100,100,2021-06-10.00:31:03
wiki_talk_en,2987536,24981163,fasttrim,14,17.020000,2293679,-1,2293679,58103,0,0,0,0,0,4096,7,100,100,2021-06-10.00:31:05
ba-1m-8m,1000000,7999964,trim,14,35.868000,1000000,109,1000000,2644935,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:05
baidu,2141301,17794839,trim,14,45.379000,597244,9,597244,1102101,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:06
bakery.6,11845035,40400559,trim,14,1307.368000,2636196,47,2636196,38382230,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:09
cambridge.6,3354295,9483191,trim,14,390.959000,8412,65,8412,17566256,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:10
dbpedia,3966925,13820853,trim,14,734.577000,1437127,114,1437127,22437766,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:12
er-1m-8m,1000000,8000000,trim,14,5.491000,345,2,345,159714,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:12
leader_filters.7,26302351,91692858,trim,14,1856.064000,26302351,73,26302351,36092382,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:18
livej,4847571,68993773,trim,14,163.062000,576074,8,576074,2666093,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:21
patent,6009555,16518948,trim,14,36.033000,6009552,5,6009552,1280789,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:22
pokec,1632804,30622564,trim,14,32.692000,212042,5,212042,567986,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:24
rmat-1m-8m,999760,7810950,trim,14,2243.991000,999760,6828,999760,79498219,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:26
ssca2,1048577,157877986,trim,14,72.933000,11,2,11,172031,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:31
wiki-links,5710993,130160392,trim,14,134.303000,7415,4,7415,1928879,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:36
wikitalk,2394385,5021410,trim,14,7.087000,2262385,5,2262385,64091,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:37
wiki_talk_en,2987536,24981163,trim,14,17.559000,2293679,5,2293679,289432,0,0,0,0,0,4096,-1,100,100,2021-06-10.00:31:38
ba-1m-8m,1000000,7999964,ac4trim,14,73.054000,1000000,-1,1000000,3005332,0,0,0,0,0,4096,65,100,100,2021-06-10.00:31:39
baidu,2141301,17794839,ac4trim,14,28.115000,597244,-1,597244,616080,0,0,0,0,0,4096,393,100,100,2021-06-10.00:31:39
bakery.6,11845035,40400559,ac4trim,14,54.326000,2636196,-1,2636196,755018,0,0,0,0,0,4096,21,100,100,2021-06-10.00:31:41
cambridge.6,3354295,9483191,ac4trim,14,6.552000,8412,-1,8412,2152,0,0,0,0,0,4096,17,100,100,2021-06-10.00:31:42
dbpedia,3966925,13820853,ac4trim,14,52.422000,1437127,-1,1437127,2444293,0,0,0,0,0,4096,20092,100,100,2021-06-10.00:31:43
er-1m-8m,1000000,8000000,ac4trim,14,3.579000,345,-1,345,259,0,0,0,0,0,4096,1,100,100,2021-06-10.00:31:43
leader_filters.7,26302351,91692858,ac4trim,14,194.483000,26302351,-1,26302351,7427434,0,0,0,0,0,4096,16,100,100,2021-06-10.00:31:48
livej,4847571,68993773,ac4trim,14,50.982000,576074,-1,576074,178836,0,0,0,0,0,4096,274,100,100,2021-06-10.00:31:51
patent,6009555,16518948,ac4trim,14,164.480000,6009552,-1,6009552,3140797,0,0,0,0,0,4096,99,100,100,2021-06-10.00:31:52
pokec,1632804,30622564,ac4trim,14,14.578000,212042,-1,212042,78366,0,0,0,0,0,4096,34,100,100,2021-06-10.00:31:53
rmat-1m-8m,999760,7810950,ac4trim,14,90.082000,999760,-1,999760,7085793,0,0,0,0,0,4096,275,100,100,2021-06-10.00:31:53
ssca2,1048577,157877986,ac4trim,14,110.707000,11,-1,11,7,0,0,0,0,0,4096,1,100,100,2021-06-10.00:31:58
wiki-links,5710993,130160392,ac4trim,14,80.898000,7415,-1,7415,40555,0,0,0,0,0,4096,549,100,100,2021-06-10.00:32:03
wikitalk,2394385,5021410,ac4trim,14,18.823000,2262385,-1,2262385,270768,0,0,0,0,0,4096,33,100,100,2021-06-10.00:32:04
wiki_talk_en,2987536,24981163,ac4trim,14,32.847000,2293679,-1,2293679,381816,0,0,0,0,0,4096,84,100,100,2021-06-10.00:32:05
ba-1m-8m,1000000,7999964,fasttrim,16,232.864000,1000000,-1,1000000,6161530,0,0,0,0,0,4096,28,100,100,2021-06-10.00:32:06
baidu,2141301,17794839,fasttrim,16,77.589000,597244,-1,597244,181717,0,0,0,0,0,4096,109,100,100,2021-06-10.00:32:07
bakery.6,11845035,40400559,fasttrim,16,163.020000,2636196,-1,2636196,1480950,0,0,0,0,0,4096,50,100,100,2021-06-10.00:32:09
