model,N,M,alg,workers,time,delete,sccs,size1,size2,size3,date
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,12,6.561,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:33:18
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,14,7.033,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:33:45
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,16,6.556,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:34:11
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,1,47.752,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:35:01
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,2,25.51,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:35:56
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,4,12.47,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:36:30
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,6,10.107,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:36:59
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,8,8.228,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:37:27
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,10,8.46,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:37:54
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,12,6.54,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:38:21
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,14,7.098,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:38:47
wiki+AF8-talk+AF8-en,2987536,24981163,fasttrim,16,6.513,2611598,0,0,0,0,2019+AC0-10+AC0-27.17:39:14
youtube+AC0-links,1138500,4942297,fasttrim,1,40.025,600414,0,0,0,0,2019+AC0-10+AC0-27.16:49:35
youtube+AC0-links,1138500,4942297,fasttrim,2,20.889,600414,0,0,0,0,2019+AC0-10+AC0-27.16:50:18
youtube+AC0-links,1138500,4942297,fasttrim,4,12.455,600414,0,0,0,0,2019+AC0-10+AC0-27.16:50:51
youtube+AC0-links,1138500,4942297,fasttrim,6,10.831,600414,0,0,0,0,2019+AC0-10+AC0-27.16:51:20
youtube+AC0-links,1138500,4942297,fasttrim,8,9.034,600414,0,0,0,0,2019+AC0-10+AC0-27.16:51:48
youtube+AC0-links,1138500,4942297,fasttrim,10,7.882,600414,0,0,0,0,2019+AC0-10+AC0-27.16:52:16
youtube+AC0-links,1138500,4942297,fasttrim,12,7.206,600414,0,0,0,0,2019+AC0-10+AC0-27.16:52:42
youtube+AC0-links,1138500,4942297,fasttrim,14,6.73,600414,0,0,0,0,2019+AC0-10+AC0-27.16:53:09
youtube+AC0-links,1138500,4942297,fasttrim,16,6.309,600414,0,0,0,0,2019+AC0-10+AC0-27.16:53:35
youtube+AC0-links,1138500,4942297,fasttrim,1,39.085,600414,0,0,0,0,2019+AC0-10+AC0-27.16:54:22
youtube+AC0-links,1138500,4942297,fasttrim,2,21.494,600414,0,0,0,0,2019+AC0-10+AC0-27.16:55:18
youtube+AC0-links,1138500,4942297,fasttrim,4,12.622,600414,0,0,0,0,2019+AC0-10+AC0-27.16:56:25
youtube+AC0-links,1138500,4942297,fasttrim,6,10.85,600414,0,0,0,0,2019+AC0-10+AC0-27.16:56:54
youtube+AC0-links,1138500,4942297,fasttrim,8,8.959,600414,0,0,0,0,2019+AC0-10+AC0-27.16:57:22
youtube+AC0-links,1138500,4942297,fasttrim,10,7.941,600414,0,0,0,0,2019+AC0-10+AC0-27.16:57:50
youtube+AC0-links,1138500,4942297,fasttrim,12,7.374,600414,0,0,0,0,2019+AC0-10+AC0-27.16:58:17
youtube+AC0-links,1138500,4942297,fasttrim,14,6.646,600414,0,0,0,0,2019+AC0-10+AC0-27.16:58:43
youtube+AC0-links,1138500,4942297,fasttrim,16,6.187,600414,0,0,0,0,2019+AC0-10+AC0-27.16:59:10
youtube+AC0-links,1138500,4942297,fasttrim,1,39.818,600414,0,0,0,0,2019+AC0-10+AC0-27.16:59:57
youtube+AC0-links,1138500,4942297,fasttrim,2,21.26,600414,0,0,0,0,2019+AC0-10+AC0-27.17:00:41
youtube+AC0-links,1138500,4942297,fasttrim,4,12.12,600414,0,0,0,0,2019+AC0-10+AC0-27.17:01:15
youtube+AC0-links,1138500,4942297,fasttrim,6,11.049,600414,0,0,0,0,2019+AC0-10+AC0-27.17:01:44
youtube+AC0-links,1138500,4942297,fasttrim,8,8.803,600414,0,0,0,0,2019+AC0-10+AC0-27.17:02:12
youtube+AC0-links,1138500,4942297,fasttrim,10,7.792,600414,0,0,0,0,2019+AC0-10+AC0-27.17:02:40
youtube+AC0-links,1138500,4942297,fasttrim,12,6.971,600414,0,0,0,0,2019+AC0-10+AC0-27.17:03:06
youtube+AC0-links,1138500,4942297,fasttrim,14,6.654,600414,0,0,0,0,2019+AC0-10+AC0-27.17:03:33
youtube+AC0-links,1138500,4942297,fasttrim,16,6.133,600414,0,0,0,0,2019+AC0-10+AC0-27.17:03:59
youtube+AC0-links,1138500,4942297,fasttrim,1,37.981,600414,0,0,0,0,2019+AC0-10+AC0-27.17:04:46
youtube+AC0-links,1138500,4942297,fasttrim,2,21.68,600414,0,0,0,0,2019+AC0-10+AC0-27.17:05:31
youtube+AC0-links,1138500,4942297,fasttrim,4,11.651,600414,0,0,0,0,2019+AC0-10+AC0-27.17:06:05
youtube+AC0-links,1138500,4942297,fasttrim,6,10.849,600414,0,0,0,0,2019+AC0-10+AC0-27.17:06:35
youtube+AC0-links,1138500,4942297,fasttrim,8,8.678,600414,0,0,0,0,2019+AC0-10+AC0-27.17:07:03
youtube+AC0-links,1138500,4942297,fasttrim,10,7.699,600414,0,0,0,0,2019+AC0-10+AC0-27.17:07:30
youtube+AC0-links,1138500,4942297,fasttrim,12,6.831,600414,0,0,0,0,2019+AC0-10+AC0-27.17:07:57
youtube+AC0-links,1138500,4942297,fasttrim,14,6.505,600414,0,0,0,0,2019+AC0-10+AC0-27.17:08:23
youtube+AC0-links,1138500,4942297,fasttrim,16,6.025,600414,0,0,0,0,2019+AC0-10+AC0-27.17:08:50
youtube+AC0-links,1138500,4942297,fasttrim,1,38.436,600414,0,0,0,0,2019+AC0-10+AC0-27.17:09:37
youtube+AC0-links,1138500,4942297,fasttrim,2,21.744,600414,0,0,0,0,2019+AC0-10+AC0-27.17:10:41
youtube+AC0-links,1138500,4942297,fasttrim,4,12.527,600414,0,0,0,0,2019+AC0-10+AC0-27.17:11:15
youtube+AC0-links,1138500,4942297,fasttrim,6,10.776,600414,0,0,0,0,2019+AC0-10+AC0-27.17:11:44
youtube+AC0-links,1138500,4942297,fasttrim,8,8.669,600414,0,0,0,0,2019+AC0-10+AC0-27.17:12:12
youtube+AC0-links,1138500,4942297,fasttrim,10,7.926,600414,0,0,0,0,2019+AC0-10+AC0-27.17:12:40
youtube+AC0-links,1138500,4942297,fasttrim,12,6.971,600414,0,0,0,0,2019+AC0-10+AC0-27.17:13:06
youtube+AC0-links,1138500,4942297,fasttrim,14,6.81,600414,0,0,0,0,2019+AC0-10+AC0-27.17:13:33
youtube+AC0-links,1138500,4942297,fasttrim,16,6.308,600414,0,0,0,0,2019+AC0-10+AC0-27.17:13:59
youtube+AC0-links,1138500,4942297,fasttrim,1,39.672,600414,0,0,0,0,2019+AC0-10+AC0-27.17:14:46
youtube+AC0-links,1138500,4942297,fasttrim,2,20.99,600414,0,0,0,0,2019+AC0-10+AC0-27.17:15:41
youtube+AC0-links,1138500,4942297,fasttrim,4,12.654,600414,0,0,0,0,2019+AC0-10+AC0-27.17:16:18
youtube+AC0-links,1138500,4942297,fasttrim,6,10.819,600414,0,0,0,0,2019+AC0-10+AC0-27.17:16:48
youtube+AC0-links,1138500,4942297,fasttrim,8,8.717,600414,0,0,0,0,2019+AC0-10+AC0-27.17:17:16
youtube+AC0-links,1138500,4942297,fasttrim,10,7.668,600414,0,0,0,0,2019+AC0-10+AC0-27.17:17:43
youtube+AC0-links,1138500,4942297,fasttrim,12,7.029,600414,0,0,0,0,2019+AC0-10+AC0-27.17:18:10
youtube+AC0-links,1138500,4942297,fasttrim,14,6.708,600414,0,0,0,0,2019+AC0-10+AC0-27.17:18:37
youtube+AC0-links,1138500,4942297,fasttrim,16,6.09,600414,0,0,0,0,2019+AC0-10+AC0-27.17:19:03
youtube+AC0-links,1138500,4942297,fasttrim,1,38.894,600414,0,0,0,0,2019+AC0-10+AC0-27.17:19:52
youtube+AC0-links,1138500,4942297,fasttrim,2,20.916,600414,0,0,0,0,2019+AC0-10+AC0-27.17:20:46
youtube+AC0-links,1138500,4942297,fasttrim,4,11.764,600414,0,0,0,0,2019+AC0-10+AC0-27.17:21:20
youtube+AC0-links,1138500,4942297,fasttrim,6,11.073,600414,0,0,0,0,2019+AC0-10+AC0-27.17:21:49
youtube+AC0-links,1138500,4942297,fasttrim,8,9.061,600414,0,0,0,0,2019+AC0-10+AC0-27.17:22:17
youtube+AC0-links,1138500,4942297,fasttrim,10,8.06,600414,0,0,0,0,2019+AC0-10+AC0-27.17:22:44
youtube+AC0-links,1138500,4942297,fasttrim,12,7.287,600414,0,0,0,0,2019+AC0-10+AC0-27.17:23:11
youtube+AC0-links,1138500,4942297,fasttrim,14,6.774,600414,0,0,0,0,2019+AC0-10+AC0-27.17:23:38
youtube+AC0-links,1138500,4942297,fasttrim,16,6.201,600414,0,0,0,0,2019+AC0-10+AC0-27.17:24:04
youtube+AC0-links,1138500,4942297,fasttrim,1,39.506,600414,0,0,0,0,2019+AC0-10+AC0-27.17:24:55
youtube+AC0-links,1138500,4942297,fasttrim,2,20.96,600414,0,0,0,0,2019+AC0-10+AC0-27.17:25:48
youtube+AC0-links,1138500,4942297,fasttrim,4,12.193,600414,0,0,0,0,2019+AC0-10+AC0-27.17:26:22
youtube+AC0-links,1138500,4942297,fasttrim,6,10.633,600414,0,0,0,0,2019+AC0-10+AC0-27.17:26:52
youtube+AC0-links,1138500,4942297,fasttrim,8,8.651,600414,0,0,0,0,2019+AC0-10+AC0-27.17:27:20
youtube+AC0-links,1138500,4942297,fasttrim,10,7.806,600414,0,0,0,0,2019+AC0-10+AC0-27.17:27:47
youtube+AC0-links,1138500,4942297,fasttrim,12,7.005,600414,0,0,0,0,2019+AC0-10+AC0-27.17:28:14
youtube+AC0-links,1138500,4942297,fasttrim,14,7.004,600414,0,0,0,0,2019+AC0-10+AC0-27.17:28:40
youtube+AC0-links,1138500,4942297,fasttrim,16,6.229,600414,0,0,0,0,2019+AC0-10+AC0-27.17:29:07
youtube+AC0-links,1138500,4942297,fasttrim,1,39.524,600414,0,0,0,0,2019+AC0-10+AC0-27.17:29:54
youtube+AC0-links,1138500,4942297,fasttrim,2,21.005,600414,0,0,0,0,2019+AC0-10+AC0-27.17:30:53
youtube+AC0-links,1138500,4942297,fasttrim,4,12.223,600414,0,0,0,0,2019+AC0-10+AC0-27.17:31:27
youtube+AC0-links,1138500,4942297,fasttrim,6,10.81,600414,0,0,0,0,2019+AC0-10+AC0-27.17:31:56
youtube+AC0-links,1138500,4942297,fasttrim,8,8.888,600414,0,0,0,0,2019+AC0-10+AC0-27.17:32:24
youtube+AC0-links,1138500,4942297,fasttrim,10,7.865,600414,0,0,0,0,2019+AC0-10+AC0-27.17:32:51
youtube+AC0-links,1138500,4942297,fasttrim,12,7.245,600414,0,0,0,0,2019+AC0-10+AC0-27.17:33:18
youtube+AC0-links,1138500,4942297,fasttrim,14,6.678,600414,0,0,0,0,2019+AC0-10+AC0-27.17:33:45
youtube+AC0-links,1138500,4942297,fasttrim,16,6.421,600414,0,0,0,0,2019+AC0-10+AC0-27.17:34:11
youtube+AC0-links,1138500,4942297,fasttrim,1,38.877,600414,0,0,0,0,2019+AC0-10+AC0-27.17:35:01
youtube+AC0-links,1138500,4942297,fasttrim,2,21.741,600414,0,0,0,0,2019+AC0-10+AC0-27.17:35:56
youtube+AC0-links,1138500,4942297,fasttrim,4,12.438,600414,0,0,0,0,2019+AC0-10+AC0-27.17:36:30
youtube+AC0-links,1138500,4942297,fasttrim,6,10.507,600414,0,0,0,0,2019+AC0-10+AC0-27.17:36:59
youtube+AC0-links,1138500,4942297,fasttrim,8,8.753,600414,0,0,0,0,2019+AC0-10+AC0-27.17:37:27
youtube+AC0-links,1138500,4942297,fasttrim,10,8.24,600414,0,0,0,0,2019+AC0-10+AC0-27.17:37:54
youtube+AC0-links,1138500,4942297,fasttrim,12,7.062,600414,0,0,0,0,2019+AC0-10+AC0-27.17:38:21
youtube+AC0-links,1138500,4942297,fasttrim,14,6.73,600414,0,0,0,0,2019+AC0-10+AC0-27.17:38:48
youtube+AC0-links,1138500,4942297,fasttrim,16,6.588,600414,0,0,0,0,2019+AC0-10+AC0-27.17:39:15
baidu,2141301,17794839,tarjan,1,389.439,+AC0-1,1503004,1480722,18688,2473,2019+AC0-10+AC0-27.16:49:07
baidu,2141301,17794839,tarjan,1,480.739,+AC0-1,1503004,1480722,18688,2473,2019+AC0-10+AC0-27.16:53:55
baidu,2141301,17794839,tarjan,1,412.573,+AC0-1,1503004,1480722,18688,2473,2019+AC0-10+AC0-27.16:59:29
baidu,2141301,17794839,tarjan,1,501.742,+AC0-1,1503004,1480722,18688,2473,2019+AC0-10+AC0-27.17:04:19
baidu,2141301,17794839,tarjan,1,430.75,+AC0-1,1503004,1480722,18688,2473,2019+AC0-10+AC0-27.17:09:09
baidu,2141301,17794839,tarjan,1,440.073,+AC0-1,1503004,1480722,18688,2473,2019+AC0-10+AC0-27.17:14:19
baidu,2141301,17794839,tarjan,1,398.984,+AC0-1,1503004,1480722,18688,2473,2019+AC0-10+AC0-27.17:19:23
baidu,2141301,17794839,tarjan,1,552.419,+AC0-1,1503004,1480722,18688,2473,2019+AC0-10+AC0-27.17:24:23
baidu,2141301,17794839,tarjan,1,438.578,+AC0-1,1503004,1480722,18688,2473,2019+AC0-10+AC0-27.17:29:26
baidu,2141301,17794839,tarjan,1,415.327,+AC0-1,1503004,1480722,18688,2473,2019+AC0-10+AC0-27.17:34:31
dbpedia,3966925,13820853,tarjan,1,259.05,+AC0-1,3636316,3587274,24933,8868,2019+AC0-10+AC0-27.16:49:08
dbpedia,3966925,13820853,tarjan,1,264.365,+AC0-1,3636316,3587274,24933,8868,2019+AC0-10+AC0-27.16:53:56
dbpedia,3966925,13820853,tarjan,1,263.725,+AC0-1,3636316,3587274,24933,8868,2019+AC0-10+AC0-27.16:59:30
dbpedia,3966925,13820853,tarjan,1,263.707,+AC0-1,3636316,3587274,24933,8868,2019+AC0-10+AC0-27.17:04:20
dbpedia,3966925,13820853,tarjan,1,264.222,+AC0-1,3636316,3587274,24933,8868,2019+AC0-10+AC0-27.17:09:10
dbpedia,3966925,13820853,tarjan,1,264.284,+AC0-1,3636316,3587274,24933,8868,2019+AC0-10+AC0-27.17:14:20
dbpedia,3966925,13820853,tarjan,1,255.061,+AC0-1,3636316,3587274,24933,8868,2019+AC0-10+AC0-27.17:19:23
dbpedia,3966925,13820853,tarjan,1,263.035,+AC0-1,3636316,3587274,24933,8868,2019+AC0-10+AC0-27.17:24:24
dbpedia,3966925,13820853,tarjan,1,255.641,+AC0-1,3636316,3587274,24933,8868,2019+AC0-10+AC0-27.17:29:27
dbpedia,3966925,13820853,tarjan,1,263.426,+AC0-1,3636316,3587274,24933,8868,2019+AC0-10+AC0-27.17:34:32
leader+AF8-filters.7,26302351,91692858,tarjan,1,930.168,+AC0-1,26302351,26302351,0,0,2019+AC0-10+AC0-27.16:49:13
leader+AF8-filters.7,26302351,91692858,tarjan,1,928.005,+AC0-1,26302351,26302351,0,0,2019+AC0-10+AC0-27.16:54:00
leader+AF8-filters.7,26302351,91692858,tarjan,1,927.136,+AC0-1,26302351,26302351,0,0,2019+AC0-10+AC0-27.16:59:35
leader+AF8-filters.7,26302351,91692858,tarjan,1,927.051,+AC0-1,26302351,26302351,0,0,2019+AC0-10+AC0-27.17:04:24
leader+AF8-filters.7,26302351,91692858,tarjan,1,931.2,+AC0-1,26302351,26302351,0,0,2019+AC0-10+AC0-27.17:09:15
leader+AF8-filters.7,26302351,91692858,tarjan,1,937.044,+AC0-1,26302351,26302351,0,0,2019+AC0-10+AC0-27.17:14:24
leader+AF8-filters.7,26302351,91692858,tarjan,1,933.965,+AC0-1,26302351,26302351,0,0,2019+AC0-10+AC0-27.17:19:28
leader+AF8-filters.7,26302351,91692858,tarjan,1,926.638,+AC0-1,26302351,26302351,0,0,2019+AC0-10+AC0-27.17:24:29
leader+AF8-filters.7,26302351,91692858,tarjan,1,925.137,+AC0-1,26302351,26302351,0,0,2019+AC0-10+AC0-27.17:29:32
leader+AF8-filters.7,26302351,91692858,tarjan,1,924.106,+AC0-1,26302351,26302351,0,0,2019+AC0-10+AC0-27.17:34:36
patent,3774768,16518948,tarjan,1,900,+AC0-1,3774768,3774768,0,0,2019+AC0-10+AC0-27.16:49:21
patent,3774768,16518948,tarjan,1,900,+AC0-1,3774768,3774768,0,0,2019+AC0-10+AC0-27.16:54:08
patent,3774768,16518948,tarjan,1,900,+AC0-1,3774768,3774768,0,0,2019+AC0-10+AC0-27.16:59:43
patent,3774768,16518948,tarjan,1,900,+AC0-1,3774768,3774768,0,0,2019+AC0-10+AC0-27.17:04:32
patent,3774768,16518948,tarjan,1,900,+AC0-1,3774768,3774768,0,0,2019+AC0-10+AC0-27.17:09:23
patent,3774768,16518948,tarjan,1,900,+AC0-1,3774768,3774768,0,0,2019+AC0-10+AC0-27.17:14:33
patent,3774768,16518948,tarjan,1,900,+AC0-1,3774768,3774768,0,0,2019+AC0-10+AC0-27.17:19:38
patent,3774768,16518948,tarjan,1,900,+AC0-1,3774768,3774768,0,0,2019+AC0-10+AC0-27.17:24:41
patent,3774768,16518948,tarjan,1,900,+AC0-1,3774768,3774768,0,0,2019+AC0-10+AC0-27.17:29:40
patent,3774768,16518948,tarjan,1,900,+AC0-1,3774768,3774768,0,0,2019+AC0-10+AC0-27.17:34:48
sorter.3,1288478,2740540,tarjan,1,37.845,+AC0-1,1177164,1154159,4330,0,2019+AC0-10+AC0-27.16:49:21
sorter.3,1288478,2740540,tarjan,1,36.273,+AC0-1,1177164,1154159,4330,0,2019+AC0-10+AC0-27.16:54:08
sorter.3,1288478,2740540,tarjan,1,38.266,+AC0-1,1177164,1154159,4330,0,2019+AC0-10+AC0-27.16:59:44
sorter.3,1288478,2740540,tarjan,1,36.472,+AC0-1,1177164,1154159,4330,0,2019+AC0-10+AC0-27.17:04:33
sorter.3,1288478,2740540,tarjan,1,36.194,+AC0-1,1177164,1154159,4330,0,2019+AC0-10+AC0-27.17:09:24
sorter.3,1288478,2740540,tarjan,1,37.27,+AC0-1,1177164,1154159,4330,0,2019+AC0-10+AC0-27.17:14:33
sorter.3,1288478,2740540,tarjan,1,36.905,+AC0-1,1177164,1154159,4330,0,2019+AC0-10+AC0-27.17:19:38
sorter.3,1288478,2740540,tarjan,1,36.155,+AC0-1,1177164,1154159,4330,0,2019+AC0-10+AC0-27.17:24:42
sorter.3,1288478,2740540,tarjan,1,38.177,+AC0-1,1177164,1154159,4330,0,2019+AC0-10+AC0-27.17:29:40
sorter.3,1288478,2740540,tarjan,1,38.223,+AC0-1,1177164,1154159,4330,0,2019+AC0-10+AC0-27.17:34:48
wiki+AF8-talk+AF8-en,2987536,24981163,tarjan,1,409.027,+AC0-1,2736716,2735641,992,58,2019+AC0-10+AC0-27.16:49:24
wiki+AF8-talk+AF8-en,2987536,24981163,tarjan,1,410.914,+AC0-1,2736716,2735641,992,58,2019+AC0-10+AC0-27.16:54:11
wiki+AF8-talk+AF8-en,2987536,24981163,tarjan,1,426.936,+AC0-1,2736716,2735641,992,58,2019+AC0-10+AC0-27.16:59:46
wiki+AF8-talk+AF8-en,2987536,24981163,tarjan,1,418.653,+AC0-1,2736716,2735641,992,58,2019+AC0-10+AC0-27.17:04:35
wiki+AF8-talk+AF8-en,2987536,24981163,tarjan,1,436.185,+AC0-1,2736716,2735641,992,58,2019+AC0-10+AC0-27.17:09:26
wiki+AF8-talk+AF8-en,2987536,24981163,tarjan,1,426.214,+AC0-1,2736716,2735641,992,58,2019+AC0-10+AC0-27.17:14:35
wiki+AF8-talk+AF8-en,2987536,24981163,tarjan,1,426.061,+AC0-1,2736716,2735641,992,58,2019+AC0-10+AC0-27.17:19:41
wiki+AF8-talk+AF8-en,2987536,24981163,tarjan,1,429.3,+AC0-1,2736716,2735641,992,58,2019+AC0-10+AC0-27.17:24:44
wiki+AF8-talk+AF8-en,2987536,24981163,tarjan,1,428.071,+AC0-1,2736716,2735641,992,58,2019+AC0-10+AC0-27.17:29:43
wiki+AF8-talk+AF8-en,2987536,24981163,tarjan,1,416.517,+AC0-1,2736716,2735641,992,58,2019+AC0-10+AC0-27.17:34:50
youtube+AC0-links,1138500,4942297,tarjan,1,190.637,+AC0-1,613423,602053,8696,1709,2019+AC0-10+AC0-27.16:49:24
youtube+AC0-links,1138500,4942297,tarjan,1,189.712,+AC0-1,613423,602053,8696,1709,2019+AC0-10+AC0-27.16:54:11
youtube+AC0-links,1138500,4942297,tarjan,1,191.733,+AC0-1,613423,602053,8696,1709,2019+AC0-10+AC0-27.16:59:47
youtube+AC0-links,1138500,4942297,tarjan,1,186.239,+AC0-1,613423,602053,8696,1709,2019+AC0-10+AC0-27.17:04:36
youtube+AC0-links,1138500,4942297,tarjan,1,186.495,+AC0-1,613423,602053,8696,1709,2019+AC0-10+AC0-27.17:09:27
youtube+AC0-links,1138500,4942297,tarjan,1,190.421,+AC0-1,613423,602053,8696,1709,2019+AC0-10+AC0-27.17:14:36
youtube+AC0-links,1138500,4942297,tarjan,1,188.893,+AC0-1,613423,602053,8696,1709,2019+AC0-10+AC0-27.17:19:41
youtube+AC0-links,1138500,4942297,tarjan,1,188.894,+AC0-1,613423,602053,8696,1709,2019+AC0-10+AC0-27.17:24:45
youtube+AC0-links,1138500,4942297,tarjan,1,183.962,+AC0-1,613423,602053,8696,1709,2019+AC0-10+AC0-27.17:29:43
youtube+AC0-links,1138500,4942297,tarjan,1,190.155,+AC0-1,613423,602053,8696,1709,2019+AC0-10+AC0-27.17:34:51
baidu,2141301,17794839,trim,1,177.299,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:49:36
baidu,2141301,17794839,trim,2,103.505,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:50:18
baidu,2141301,17794839,trim,4,56.891,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:50:52
baidu,2141301,17794839,trim,6,44.98,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:51:21
baidu,2141301,17794839,trim,8,39.464,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:51:49
baidu,2141301,17794839,trim,10,30.751,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:52:16
baidu,2141301,17794839,trim,12,26.905,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:52:43
baidu,2141301,17794839,trim,14,26.35,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:53:10
baidu,2141301,17794839,trim,16,25.914,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:53:36
baidu,2141301,17794839,trim,1,185.102,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:54:23
baidu,2141301,17794839,trim,2,102.311,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:55:18
baidu,2141301,17794839,trim,4,57.008,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:56:25
baidu,2141301,17794839,trim,6,44.976,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:56:55
baidu,2141301,17794839,trim,8,39.463,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:57:23
baidu,2141301,17794839,trim,10,30.747,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:57:50
baidu,2141301,17794839,trim,12,26.774,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:58:17
baidu,2141301,17794839,trim,14,26.365,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:58:44
baidu,2141301,17794839,trim,16,28.311,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:59:10
baidu,2141301,17794839,trim,1,185.406,598975,598975,598975,0,0,2019+AC0-10+AC0-27.16:59:58
baidu,2141301,17794839,trim,2,102.61,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:00:42
baidu,2141301,17794839,trim,4,56.986,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:01:16
baidu,2141301,17794839,trim,6,45.111,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:01:45
baidu,2141301,17794839,trim,8,39.413,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:02:13
baidu,2141301,17794839,trim,10,30.8,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:02:40
baidu,2141301,17794839,trim,12,26.851,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:03:07
baidu,2141301,17794839,trim,14,26.341,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:03:33
baidu,2141301,17794839,trim,16,25.912,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:04:00
baidu,2141301,17794839,trim,1,184.883,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:04:47
baidu,2141301,17794839,trim,2,100.997,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:05:32
baidu,2141301,17794839,trim,4,57.395,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:06:06
baidu,2141301,17794839,trim,6,45.124,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:06:35
baidu,2141301,17794839,trim,8,39.433,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:07:03
baidu,2141301,17794839,trim,10,30.703,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:07:31
baidu,2141301,17794839,trim,12,26.838,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:07:58
baidu,2141301,17794839,trim,14,26.42,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:08:24
baidu,2141301,17794839,trim,16,25.926,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:08:50
baidu,2141301,17794839,trim,1,186.2,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:09:38
baidu,2141301,17794839,trim,2,102.554,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:10:42
baidu,2141301,17794839,trim,4,57.231,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:11:16
baidu,2141301,17794839,trim,6,45.091,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:11:45
baidu,2141301,17794839,trim,8,39.494,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:12:13
baidu,2141301,17794839,trim,10,30.621,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:12:40
baidu,2141301,17794839,trim,12,26.912,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:13:07
baidu,2141301,17794839,trim,14,26.306,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:13:34
baidu,2141301,17794839,trim,16,26.05,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:14:00
baidu,2141301,17794839,trim,1,185.803,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:14:47
baidu,2141301,17794839,trim,2,102.177,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:15:42
baidu,2141301,17794839,trim,4,57.061,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:16:18
baidu,2141301,17794839,trim,6,45.125,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:16:48
baidu,2141301,17794839,trim,8,39.559,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:17:16
baidu,2141301,17794839,trim,10,30.773,598975,598975,598975,0,0,2019+AC0-10+AC0-27.17:17:44
