model,N,M,alg,workers,mstime,delete,trimrepeat,trimdelete,traveledge,sccs,maxscc,size1,size2,size3,parstep,date
livej,4847571,68993773,ac4trim,-1,19.819000,576074,-1,576074,181748,0,0,0,0,0,8192,2021-06-04.05:01:40
wiki_talk_en,2987536,24981163,ac4trim,-1,39.510000,2293679,-1,2293679,324099,0,0,0,0,0,8192,2021-06-04.05:01:43
livej,4847571,68993773,fasttrim,-1,178.028000,576074,-1,576074,338470,0,0,0,0,0,16384,2021-06-04.05:01:45
wiki_talk_en,2987536,24981163,fasttrim,-1,27.507000,2293679,-1,2293679,252498,0,0,0,0,0,16384,2021-06-04.05:01:47
livej,4847571,68993773,trim,-1,162.313000,592952,8,592952,2662486,592952,1,592952,0,0,16384,2021-06-04.05:01:50
wiki_talk_en,2987536,24981163,trim,-1,39.789000,2611598,7,2611598,295562,2611598,1,2611598,0,0,16384,2021-06-04.05:01:52
livej,4847571,68993773,ac4trim,-1,21.031000,576074,-1,576074,186513,0,0,0,0,0,16384,2021-06-04.05:01:55
wiki_talk_en,2987536,24981163,ac4trim,-1,33.669000,2293679,-1,2293679,330978,0,0,0,0,0,16384,2021-06-04.05:01:57
livej,4847571,68993773,fasttrim,-1,147.893000,576074,-1,576074,405301,0,0,0,0,0,32768,2021-06-04.05:02:00
wiki_talk_en,2987536,24981163,fasttrim,-1,22.369000,2293679,-1,2293679,296229,0,0,0,0,0,32768,2021-06-04.05:02:02
livej,4847571,68993773,trim,-1,167.343000,592952,8,592952,2930212,592952,1,592952,0,0,32768,2021-06-04.05:02:05
wiki_talk_en,2987536,24981163,trim,-1,18.858000,2611598,7,2611598,302884,2611598,1,2611598,0,0,32768,2021-06-04.05:02:07
livej,4847571,68993773,ac4trim,-1,20.052000,576074,-1,576074,190208,0,0,0,0,0,32768,2021-06-04.05:02:10
wiki_talk_en,2987536,24981163,ac4trim,-1,24.243000,2293679,-1,2293679,338807,0,0,0,0,0,32768,2021-06-04.05:02:12
livej,4847571,68993773,fasttrim,-1,186.046000,576074,-1,576074,471730,0,0,0,0,0,65536,2021-06-04.05:02:15
wiki_talk_en,2987536,24981163,fasttrim,-1,41.310000,2293679,-1,2293679,263273,0,0,0,0,0,65536,2021-06-04.05:02:17
livej,4847571,68993773,trim,-1,139.392000,592952,8,592952,3089544,592952,1,592952,0,0,65536,2021-06-04.05:02:20
wiki_talk_en,2987536,24981163,trim,-1,37.910000,2611598,7,2611598,455969,2611598,1,2611598,0,0,65536,2021-06-04.05:02:22
livej,4847571,68993773,ac4trim,-1,20.183000,576074,-1,576074,202356,0,0,0,0,0,65536,2021-06-04.05:02:24
wiki_talk_en,2987536,24981163,ac4trim,-1,27.978000,2293679,-1,2293679,348883,0,0,0,0,0,65536,2021-06-04.05:02:27
livej,4847571,68993773,fasttrim,-1,157.834000,576074,-1,576074,404467,0,0,0,0,0,131072,2021-06-04.05:02:29
wiki_talk_en,2987536,24981163,fasttrim,-1,15.552000,2293679,-1,2293679,394606,0,0,0,0,0,131072,2021-06-04.05:02:32
livej,4847571,68993773,trim,-1,172.945000,592952,8,592952,3299131,592952,1,592952,0,0,131072,2021-06-04.05:02:34
wiki_talk_en,2987536,24981163,trim,-1,22.160000,2611598,7,2611598,760443,2611598,1,2611598,0,0,131072,2021-06-04.05:02:36
livej,4847571,68993773,ac4trim,-1,23.886000,576074,-1,576074,267609,0,0,0,0,0,131072,2021-06-04.05:02:39
wiki_talk_en,2987536,24981163,ac4trim,-1,28.135000,2293679,-1,2293679,456219,0,0,0,0,0,131072,2021-06-04.05:02:41
livej,4847571,68993773,fasttrim,-1,196.315000,576074,-1,576074,543398,0,0,0,0,0,262144,2021-06-04.05:02:44
wiki_talk_en,2987536,24981163,fasttrim,-1,40.484000,2293679,-1,2293679,264086,0,0,0,0,0,262144,2021-06-04.05:02:46
livej,4847571,68993773,trim,-1,133.821000,592952,7,592952,3203376,592952,1,592952,0,0,262144,2021-06-04.05:02:49
wiki_talk_en,2987536,24981163,trim,-1,21.252000,2611598,7,2611598,1179576,2611598,1,2611598,0,0,262144,2021-06-04.05:02:51
livej,4847571,68993773,ac4trim,-1,21.837000,576074,-1,576074,395749,0,0,0,0,0,262144,2021-06-04.05:02:54
wiki_talk_en,2987536,24981163,ac4trim,-1,25.136000,2293679,-1,2293679,475222,0,0,0,0,0,262144,2021-06-04.05:02:56
livej,4847571,68993773,fasttrim,-1,142.699000,576074,-1,576074,554892,0,0,0,0,0,524288,2021-06-04.05:02:59
wiki_talk_en,2987536,24981163,fasttrim,-1,18.446000,2293679,-1,2293679,528002,0,0,0,0,0,524288,2021-06-04.05:03:01
livej,4847571,68993773,trim,-1,156.625000,592952,9,592952,4682815,592952,1,592952,0,0,524288,2021-06-04.05:03:04
wiki_talk_en,2987536,24981163,trim,-1,48.495000,2611598,6,2611598,1433484,2611598,1,2611598,0,0,524288,2021-06-04.05:03:06
livej,4847571,68993773,ac4trim,-1,23.305000,576074,-1,576074,581036,0,0,0,0,0,524288,2021-06-04.05:03:09
wiki_talk_en,2987536,24981163,ac4trim,-1,22.191000,2293679,-1,2293679,936162,0,0,0,0,0,524288,2021-06-04.05:03:11
livej,4847571,68993773,fasttrim,-1,258.310000,576074,-1,576074,1107162,0,0,0,0,0,1048576,2021-06-04.05:03:14
wiki_talk_en,2987536,24981163,fasttrim,-1,22.797000,2293679,-1,2293679,1055319,0,0,0,0,0,1048576,2021-06-04.05:03:16
livej,4847571,68993773,trim,-1,172.370000,592952,8,592952,8257827,592952,1,592952,0,0,1048576,2021-06-04.05:03:19
wiki_talk_en,2987536,24981163,trim,-1,37.455000,2611598,6,2611598,1900203,2611598,1,2611598,0,0,1048576,2021-06-04.05:03:22
livej,4847571,68993773,ac4trim,-1,28.703000,576074,-1,576074,873373,0,0,0,0,0,1048576,2021-06-04.05:03:24
wiki_talk_en,2987536,24981163,ac4trim,-1,33.990000,2293679,-1,2293679,1736654,0,0,0,0,0,1048576,2021-06-04.05:03:26
livej,4847571,68993773,fasttrim,-1,554.791000,576074,-1,576074,317960,0,0,0,0,0,1,2021-06-04.05:03:29
wiki_talk_en,2987536,24981163,fasttrim,-1,471.007000,2293679,-1,2293679,198929,0,0,0,0,0,1,2021-06-04.05:03:32
livej,4847571,68993773,trim,-1,2247.933000,592952,9,592952,2939809,592952,1,592952,0,0,1,2021-06-04.05:03:37
wiki_talk_en,2987536,24981163,trim,-1,667.918000,2611598,7,2611598,258318,2611598,1,2611598,0,0,1,2021-06-04.05:03:40
livej,4847571,68993773,ac4trim,-1,157.902000,576074,-1,576074,168517,0,0,0,0,0,1,2021-06-04.05:03:43
wiki_talk_en,2987536,24981163,ac4trim,-1,232.118000,2293679,-1,2293679,360892,0,0,0,0,0,1,2021-06-04.05:03:45
livej,4847571,68993773,fasttrim,-1,775.588000,576074,-1,576074,327461,0,0,0,0,0,2,2021-06-04.05:03:49
wiki_talk_en,2987536,24981163,fasttrim,-1,329.874000,2293679,-1,2293679,194094,0,0,0,0,0,2,2021-06-04.05:03:51
livej,4847571,68993773,trim,-1,1910.200000,592952,9,592952,2658960,592952,1,592952,0,0,2,2021-06-04.05:03:55
wiki_talk_en,2987536,24981163,trim,-1,409.056000,2611598,7,2611598,249347,2611598,1,2611598,0,0,2,2021-06-04.05:03:58
livej,4847571,68993773,ac4trim,-1,87.919000,576074,-1,576074,171156,0,0,0,0,0,2,2021-06-04.05:04:01
wiki_talk_en,2987536,24981163,ac4trim,-1,141.716000,2293679,-1,2293679,355985,0,0,0,0,0,2,2021-06-04.05:04:03
livej,4847571,68993773,fasttrim,-1,583.476000,576074,-1,576074,320454,0,0,0,0,0,4,2021-06-04.05:04:06
wiki_talk_en,2987536,24981163,fasttrim,-1,249.016000,2293679,-1,2293679,197400,0,0,0,0,0,4,2021-06-04.05:04:09
livej,4847571,68993773,trim,-1,1162.604000,592952,9,592952,2583818,592952,1,592952,0,0,4,2021-06-04.05:04:13
wiki_talk_en,2987536,24981163,trim,-1,250.550000,2611598,7,2611598,244893,2611598,1,2611598,0,0,4,2021-06-04.05:04:15
livej,4847571,68993773,ac4trim,-1,52.703000,576074,-1,576074,168904,0,0,0,0,0,4,2021-06-04.05:04:18
wiki_talk_en,2987536,24981163,ac4trim,-1,124.996000,2293679,-1,2293679,398838,0,0,0,0,0,4,2021-06-04.05:04:20
livej,4847571,68993773,fasttrim,-1,486.153000,576074,-1,576074,320588,0,0,0,0,0,8,2021-06-04.05:04:23
wiki_talk_en,2987536,24981163,fasttrim,-1,170.822000,2293679,-1,2293679,202520,0,0,0,0,0,8,2021-06-04.05:04:25
livej,4847571,68993773,trim,-1,519.851000,592952,8,592952,2269355,592952,1,592952,0,0,8,2021-06-04.05:04:29
wiki_talk_en,2987536,24981163,trim,-1,101.441000,2611598,7,2611598,234734,2611598,1,2611598,0,0,8,2021-06-04.05:04:31
livej,4847571,68993773,ac4trim,-1,37.658000,576074,-1,576074,156250,0,0,0,0,0,8,2021-06-04.05:04:33
wiki_talk_en,2987536,24981163,ac4trim,-1,58.825000,2293679,-1,2293679,339257,0,0,0,0,0,8,2021-06-04.05:04:36
livej,4847571,68993773,fasttrim,-1,396.564000,576074,-1,576074,330537,0,0,0,0,0,16,2021-06-04.05:04:39
wiki_talk_en,2987536,24981163,fasttrim,-1,103.942000,2293679,-1,2293679,209877,0,0,0,0,0,16,2021-06-04.05:04:41
livej,4847571,68993773,trim,-1,269.089000,592952,8,592952,2376977,592952,1,592952,0,0,16,2021-06-04.05:04:44
wiki_talk_en,2987536,24981163,trim,-1,107.302000,2611598,7,2611598,229084,2611598,1,2611598,0,0,16,2021-06-04.05:04:46
livej,4847571,68993773,ac4trim,-1,28.756000,576074,-1,576074,151669,0,0,0,0,0,16,2021-06-04.05:04:49
wiki_talk_en,2987536,24981163,ac4trim,-1,95.480000,2293679,-1,2293679,343224,0,0,0,0,0,16,2021-06-04.05:04:51
livej,4847571,68993773,fasttrim,-1,332.470000,576074,-1,576074,320809,0,0,0,0,0,32,2021-06-04.05:04:54
wiki_talk_en,2987536,24981163,fasttrim,-1,70.724000,2293679,-1,2293679,208938,0,0,0,0,0,32,2021-06-04.05:04:56
livej,4847571,68993773,trim,-1,390.450000,592952,8,592952,2412998,592952,1,592952,0,0,32,2021-06-04.05:04:59
wiki_talk_en,2987536,24981163,trim,-1,69.321000,2611598,7,2611598,231352,2611598,1,2611598,0,0,32,2021-06-04.05:05:01
livej,4847571,68993773,ac4trim,-1,25.384000,576074,-1,576074,146582,0,0,0,0,0,32,2021-06-04.05:05:04
wiki_talk_en,2987536,24981163,ac4trim,-1,36.902000,2293679,-1,2293679,335886,0,0,0,0,0,32,2021-06-04.05:05:06
livej,4847571,68993773,fasttrim,-1,282.762000,576074,-1,576074,337586,0,0,0,0,0,64,2021-06-04.05:05:09
wiki_talk_en,2987536,24981163,fasttrim,-1,45.724000,2293679,-1,2293679,199474,0,0,0,0,0,64,2021-06-04.05:05:11
livej,4847571,68993773,trim,-1,333.378000,592952,8,592952,2486491,592952,1,592952,0,0,64,2021-06-04.05:05:14
wiki_talk_en,2987536,24981163,trim,-1,48.554000,2611598,7,2611598,234441,2611598,1,2611598,0,0,64,2021-06-04.05:05:16
livej,4847571,68993773,ac4trim,-1,23.975000,576074,-1,576074,160650,0,0,0,0,0,64,2021-06-04.05:05:19
wiki_talk_en,2987536,24981163,ac4trim,-1,76.109000,2293679,-1,2293679,344660,0,0,0,0,0,64,2021-06-04.05:05:22
livej,4847571,68993773,fasttrim,-1,257.896000,576074,-1,576074,333137,0,0,0,0,0,128,2021-06-04.05:05:24
wiki_talk_en,2987536,24981163,fasttrim,-1,43.187000,2293679,-1,2293679,196451,0,0,0,0,0,128,2021-06-04.05:05:27
livej,4847571,68993773,trim,-1,280.753000,592952,8,592952,2482017,592952,1,592952,0,0,128,2021-06-04.05:05:29
wiki_talk_en,2987536,24981163,trim,-1,40.138000,2611598,7,2611598,238070,2611598,1,2611598,0,0,128,2021-06-04.05:05:32
livej,4847571,68993773,ac4trim,-1,23.306000,576074,-1,576074,161531,0,0,0,0,0,128,2021-06-04.05:05:34
wiki_talk_en,2987536,24981163,ac4trim,-1,65.988000,2293679,-1,2293679,334982,0,0,0,0,0,128,2021-06-04.05:05:37
livej,4847571,68993773,fasttrim,-1,238.083000,576074,-1,576074,335759,0,0,0,0,0,256,2021-06-04.05:05:39
wiki_talk_en,2987536,24981163,fasttrim,-1,32.312000,2293679,-1,2293679,205336,0,0,0,0,0,256,2021-06-04.05:05:41
livej,4847571,68993773,trim,-1,241.539000,592952,8,592952,2505557,592952,1,592952,0,0,256,2021-06-04.05:05:44
wiki_talk_en,2987536,24981163,trim,-1,18.565000,2611598,7,2611598,262998,2611598,1,2611598,0,0,256,2021-06-04.05:05:47
livej,4847571,68993773,ac4trim,-1,22.209000,576074,-1,576074,162288,0,0,0,0,0,256,2021-06-04.05:05:49
wiki_talk_en,2987536,24981163,ac4trim,-1,28.455000,2293679,-1,2293679,338724,0,0,0,0,0,256,2021-06-04.05:05:51
livej,4847571,68993773,fasttrim,-1,157.169000,576074,-1,576074,383110,0,0,0,0,0,512,2021-06-04.05:05:54
wiki_talk_en,2987536,24981163,fasttrim,-1,18.510000,2293679,-1,2293679,220098,0,0,0,0,0,512,2021-06-04.05:05:56
livej,4847571,68993773,trim,-1,204.440000,592952,8,592952,2477020,592952,1,592952,0,0,512,2021-06-04.05:05:59
wiki_talk_en,2987536,24981163,trim,-1,30.762000,2611598,7,2611598,269889,2611598,1,2611598,0,0,512,2021-06-04.05:06:01
livej,4847571,68993773,ac4trim,-1,21.584000,576074,-1,576074,165884,0,0,0,0,0,512,2021-06-04.05:06:04
wiki_talk_en,2987536,24981163,ac4trim,-1,31.067000,2293679,-1,2293679,340005,0,0,0,0,0,512,2021-06-04.05:06:06
livej,4847571,68993773,fasttrim,-1,188.346000,576074,-1,576074,324242,0,0,0,0,0,1024,2021-06-04.05:06:09
wiki_talk_en,2987536,24981163,fasttrim,-1,17.036000,2293679,-1,2293679,221062,0,0,0,0,0,1024,2021-06-04.05:06:11
livej,4847571,68993773,trim,-1,170.181000,592952,8,592952,2471159,592952,1,592952,0,0,1024,2021-06-04.05:06:14
wiki_talk_en,2987536,24981163,trim,-1,27.761000,2611598,7,2611598,256808,2611598,1,2611598,0,0,1024,2021-06-04.05:06:16
livej,4847571,68993773,ac4trim,-1,20.569000,576074,-1,576074,162901,0,0,0,0,0,1024,2021-06-04.05:06:19
wiki_talk_en,2987536,24981163,ac4trim,-1,53.509000,2293679,-1,2293679,327938,0,0,0,0,0,1024,2021-06-04.05:06:21
livej,4847571,68993773,fasttrim,-1,157.040000,576074,-1,576074,400754,0,0,0,0,0,2048,2021-06-04.05:06:24
wiki_talk_en,2987536,24981163,fasttrim,-1,24.753000,2293679,-1,2293679,209945,0,0,0,0,0,2048,2021-06-04.05:06:26
livej,4847571,68993773,trim,-1,197.716000,592952,8,592952,2600167,592952,1,592952,0,0,2048,2021-06-04.05:06:29
wiki_talk_en,2987536,24981163,trim,-1,35.679000,2611598,7,2611598,259028,2611598,1,2611598,0,0,2048,2021-06-04.05:06:31
livej,4847571,68993773,ac4trim,-1,20.323000,576074,-1,576074,166705,0,0,0,0,0,2048,2021-06-04.05:06:34
wiki_talk_en,2987536,24981163,ac4trim,-1,48.299000,2293679,-1,2293679,317796,0,0,0,0,0,2048,2021-06-04.05:06:36
livej,4847571,68993773,fasttrim,-1,169.117000,576074,-1,576074,350588,0,0,0,0,0,4096,2021-06-04.05:06:38
wiki_talk_en,2987536,24981163,fasttrim,-1,16.317000,2293679,-1,2293679,230485,0,0,0,0,0,4096,2021-06-04.05:06:41
livej,4847571,68993773,trim,-1,130.841000,592952,8,592952,2635393,592952,1,592952,0,0,4096,2021-06-04.05:06:43
wiki_talk_en,2987536,24981163,trim,-1,22.199000,2611598,6,2611598,243837,2611598,1,2611598,0,0,4096,2021-06-04.05:06:46
livej,4847571,68993773,ac4trim,-1,19.900000,576074,-1,576074,178284,0,0,0,0,0,4096,2021-06-04.05:06:48
wiki_talk_en,2987536,24981163,ac4trim,-1,44.883000,2293679,-1,2293679,336092,0,0,0,0,0,4096,2021-06-04.05:06:51
livej,4847571,68993773,fasttrim,-1,145.774000,576074,-1,576074,371211,0,0,0,0,0,8192,2021-06-04.05:06:53
wiki_talk_en,2987536,24981163,fasttrim,-1,23.472000,2293679,-1,2293679,246887,0,0,0,0,0,8192,2021-06-04.05:06:55
livej,4847571,68993773,trim,-1,115.675000,592952,8,592952,2630499,592952,1,592952,0,0,8192,2021-06-04.05:06:58
wiki_talk_en,2987536,24981163,trim,-1,11.013000,2611598,6,2611598,232696,2611598,1,2611598,0,0,8192,2021-06-04.05:07:00
livej,4847571,68993773,ac4trim,-1,20.649000,576074,-1,576074,157791,0,0,0,0,0,8192,2021-06-04.05:07:03
wiki_talk_en,2987536,24981163,ac4trim,-1,40.225000,2293679,-1,2293679,325325,0,0,0,0,0,8192,2021-06-04.05:07:06
livej,4847571,68993773,fasttrim,-1,144.375000,576074,-1,576074,388591,0,0,0,0,0,16384,2021-06-04.05:07:08
wiki_talk_en,2987536,24981163,fasttrim,-1,24.859000,2293679,-1,2293679,263322,0,0,0,0,0,16384,2021-06-04.05:07:11
livej,4847571,68993773,trim,-1,143.585000,592952,8,592952,2611050,592952,1,592952,0,0,16384,2021-06-04.05:07:13
wiki_talk_en,2987536,24981163,trim,-1,36.876000,2611598,7,2611598,309252,2611598,1,2611598,0,0,16384,2021-06-04.05:07:16
livej,4847571,68993773,ac4trim,-1,19.685000,576074,-1,576074,182602,0,0,0,0,0,16384,2021-06-04.05:07:18
wiki_talk_en,2987536,24981163,ac4trim,-1,24.237000,2293679,-1,2293679,353614,0,0,0,0,0,16384,2021-06-04.05:07:20
livej,4847571,68993773,fasttrim,-1,165.495000,576074,-1,576074,373603,0,0,0,0,0,32768,2021-06-04.05:07:23
wiki_talk_en,2987536,24981163,fasttrim,-1,14.914000,2293679,-1,2293679,296124,0,0,0,0,0,32768,2021-06-04.05:07:25
livej,4847571,68993773,trim,-1,119.104000,592952,8,592952,2733452,592952,1,592952,0,0,32768,2021-06-04.05:07:28
wiki_talk_en,2987536,24981163,trim,-1,10.660000,2611598,7,2611598,284713,2611598,1,2611598,0,0,32768,2021-06-04.05:07:30
livej,4847571,68993773,ac4trim,-1,19.896000,576074,-1,576074,182983,0,0,0,0,0,32768,2021-06-04.05:07:33
wiki_talk_en,2987536,24981163,ac4trim,-1,23.722000,2293679,-1,2293679,339673,0,0,0,0,0,32768,2021-06-04.05:07:35
livej,4847571,68993773,fasttrim,-1,144.603000,576074,-1,576074,405372,0,0,0,0,0,65536,2021-06-04.05:07:38
wiki_talk_en,2987536,24981163,fasttrim,-1,14.073000,2293679,-1,2293679,328967,0,0,0,0,0,65536,2021-06-04.05:07:40
livej,4847571,68993773,trim,-1,168.923000,592952,8,592952,3031078,592952,1,592952,0,0,65536,2021-06-04.05:07:43
wiki_talk_en,2987536,24981163,trim,-1,14.397000,2611598,7,2611598,447520,2611598,1,2611598,0,0,65536,2021-06-04.05:07:45
livej,4847571,68993773,ac4trim,-1,20.600000,576074,-1,576074,217482,0,0,0,0,0,65536,2021-06-04.05:07:48
wiki_talk_en,2987536,24981163,ac4trim,-1,23.101000,2293679,-1,2293679,342823,0,0,0,0,0,65536,2021-06-04.05:07:50
livej,4847571,68993773,fasttrim,-1,162.045000,576074,-1,576074,411576,0,0,0,0,0,131072,2021-06-04.05:07:53
wiki_talk_en,2987536,24981163,fasttrim,-1,39.860000,2293679,-1,2293679,263184,0,0,0,0,0,131072,2021-06-04.05:07:55
livej,4847571,68993773,trim,-1,147.510000,592952,8,592952,2966166,592952,1,592952,0,0,131072,2021-06-04.05:07:58
wiki_talk_en,2987536,24981163,trim,-1,13.131000,2611598,6,2611598,654500,2611598,1,2611598,0,0,131072,2021-06-04.05:08:00
livej,4847571,68993773,ac4trim,-1,20.704000,576074,-1,576074,267590,0,0,0,0,0,131072,2021-06-04.05:08:02
wiki_talk_en,2987536,24981163,ac4trim,-1,23.316000,2293679,-1,2293679,459675,0,0,0,0,0,131072,2021-06-04.05:08:04
livej,4847571,68993773,fasttrim,-1,160.052000,576074,-1,576074,545381,0,0,0,0,0,262144,2021-06-04.05:08:07
wiki_talk_en,2987536,24981163,fasttrim,-1,15.120000,2293679,-1,2293679,264056,0,0,0,0,0,262144,2021-06-04.05:08:09
livej,4847571,68993773,trim,-1,198.292000,592952,8,592952,3612818,592952,1,592952,0,0,262144,2021-06-04.05:08:12
wiki_talk_en,2987536,24981163,trim,-1,45.278000,2611598,6,2611598,1017898,2611598,1,2611598,0,0,262144,2021-06-04.05:08:14
livej,4847571,68993773,ac4trim,-1,21.711000,576074,-1,576074,395750,0,0,0,0,0,262144,2021-06-04.05:08:17
wiki_talk_en,2987536,24981163,ac4trim,-1,27.945000,2293679,-1,2293679,475215,0,0,0,0,0,262144,2021-06-04.05:08:19
livej,4847571,68993773,fasttrim,-1,186.937000,576074,-1,576074,557075,0,0,0,0,0,524288,2021-06-04.05:08:22
wiki_talk_en,2987536,24981163,fasttrim,-1,23.538000,2293679,-1,2293679,528009,0,0,0,0,0,524288,2021-06-04.05:08:24
livej,4847571,68993773,trim,-1,200.006000,592952,9,592952,4682804,592952,1,592952,0,0,524288,2021-06-04.05:08:27
wiki_talk_en,2987536,24981163,trim,-1,29.195000,2611598,6,2611598,1433520,2611598,1,2611598,0,0,524288,2021-06-04.05:08:30
livej,4847571,68993773,ac4trim,-1,22.831000,576074,-1,576074,581036,0,0,0,0,0,524288,2021-06-04.05:08:32
wiki_talk_en,2987536,24981163,ac4trim,-1,31.018000,2293679,-1,2293679,936078,0,0,0,0,0,524288,2021-06-04.05:08:34
livej,4847571,68993773,fasttrim,-1,231.499000,576074,-1,576074,1100321,0,0,0,0,0,1048576,2021-06-04.05:08:37
wiki_talk_en,2987536,24981163,fasttrim,-1,53.662000,2293679,-1,2293679,1055365,0,0,0,0,0,1048576,2021-06-04.05:08:39
livej,4847571,68993773,trim,-1,232.105000,592952,9,592952,9289951,592952,1,592952,0,0,1048576,2021-06-04.05:08:42
wiki_talk_en,2987536,24981163,trim,-1,33.184000,2611598,6,2611598,1900820,2611598,1,2611598,0,0,1048576,2021-06-04.05:08:44
livej,4847571,68993773,ac4trim,-1,31.174000,576074,-1,576074,873391,0,0,0,0,0,1048576,2021-06-04.05:08:47
wiki_talk_en,2987536,24981163,ac4trim,-1,23.460000,2293679,-1,2293679,1736661,0,0,0,0,0,1048576,2021-06-04.05:08:49
livej,4847571,68993773,fasttrim,-1,960.152000,576074,-1,576074,328266,0,0,0,0,0,1,2021-06-04.05:08:53
wiki_talk_en,2987536,24981163,fasttrim,-1,474.977000,2293679,-1,2293679,200880,0,0,0,0,0,1,2021-06-04.05:08:55
livej,4847571,68993773,trim,-1,2265.005000,592952,9,592952,2928463,592952,1,592952,0,0,1,2021-06-04.05:09:00
wiki_talk_en,2987536,24981163,trim,-1,670.576000,2611598,7,2611598,255723,2611598,1,2611598,0,0,1,2021-06-04.05:09:03
livej,4847571,68993773,ac4trim,-1,158.837000,576074,-1,576074,173824,0,0,0,0,0,1,2021-06-04.05:09:06
wiki_talk_en,2987536,24981163,ac4trim,-1,168.691000,2293679,-1,2293679,315908,0,0,0,0,0,1,2021-06-04.05:09:08
livej,4847571,68993773,fasttrim,-1,787.177000,576074,-1,576074,339347,0,0,0,0,0,2,2021-06-04.05:09:12
wiki_talk_en,2987536,24981163,fasttrim,-1,375.542000,2293679,-1,2293679,194430,0,0,0,0,0,2,2021-06-04.05:09:14
livej,4847571,68993773,trim,-1,1065.664000,592952,9,592952,2671223,592952,1,592952,0,0,2,2021-06-04.05:09:18
wiki_talk_en,2987536,24981163,trim,-1,405.608000,2611598,7,2611598,257761,2611598,1,2611598,0,0,2,2021-06-04.05:09:21
livej,4847571,68993773,ac4trim,-1,88.649000,576074,-1,576074,172907,0,0,0,0,0,2,2021-06-04.05:09:23
wiki_talk_en,2987536,24981163,ac4trim,-1,109.821000,2293679,-1,2293679,312807,0,0,0,0,0,2,2021-06-04.05:09:26
livej,4847571,68993773,fasttrim,-1,616.147000,576074,-1,576074,327230,0,0,0,0,0,4,2021-06-04.05:09:29
wiki_talk_en,2987536,24981163,fasttrim,-1,239.527000,2293679,-1,2293679,198738,0,0,0,0,0,4,2021-06-04.05:09:31
livej,4847571,68993773,trim,-1,1159.872000,592952,9,592952,2581781,592952,1,592952,0,0,4,2021-06-04.05:09:35
wiki_talk_en,2987536,24981163,trim,-1,237.937000,2611598,7,2611598,245166,2611598,1,2611598,0,0,4,2021-06-04.05:09:38
livej,4847571,68993773,ac4trim,-1,53.083000,576074,-1,576074,172746,0,0,0,0,0,4,2021-06-04.05:09:40
wiki_talk_en,2987536,24981163,ac4trim,-1,112.744000,2293679,-1,2293679,382034,0,0,0,0,0,4,2021-06-04.05:09:43
livej,4847571,68993773,fasttrim,-1,220.932000,576074,-1,576074,321733,0,0,0,0,0,8,2021-06-04.05:09:45
wiki_talk_en,2987536,24981163,fasttrim,-1,173.421000,2293679,-1,2293679,190740,0,0,0,0,0,8,2021-06-04.05:09:48
livej,4847571,68993773,trim,-1,675.277000,592952,8,592952,2239810,592952,1,592952,0,0,8,2021-06-04.05:09:51
wiki_talk_en,2987536,24981163,trim,-1,152.349000,2611598,7,2611598,238004,2611598,1,2611598,0,0,8,2021-06-04.05:09:53
livej,4847571,68993773,ac4trim,-1,37.926000,576074,-1,576074,143621,0,0,0,0,0,8,2021-06-04.05:09:56
wiki_talk_en,2987536,24981163,ac4trim,-1,55.406000,2293679,-1,2293679,326752,0,0,0,0,0,8,2021-06-04.05:09:58
livej,4847571,68993773,fasttrim,-1,193.265000,576074,-1,576074,337450,0,0,0,0,0,16,2021-06-04.05:10:01
wiki_talk_en,2987536,24981163,fasttrim,-1,102.934000,2293679,-1,2293679,192089,0,0,0,0,0,16,2021-06-04.05:10:04
livej,4847571,68993773,trim,-1,447.042000,592952,8,592952,2223564,592952,1,592952,0,0,16,2021-06-04.05:10:07
wiki_talk_en,2987536,24981163,trim,-1,105.528000,2611598,7,2611598,233774,2611598,1,2611598,0,0,16,2021-06-04.05:10:09
livej,4847571,68993773,ac4trim,-1,28.734000,576074,-1,576074,155045,0,0,0,0,0,16,2021-06-04.05:10:11
wiki_talk_en,2987536,24981163,ac4trim,-1,95.831000,2293679,-1,2293679,340483,0,0,0,0,0,16,2021-06-04.05:10:14
